profile_id,station_name,source_file,station_id,subset_index,report_datetime_utc,seq,fxy,name,value,value_text,unit,kind,scale,reference,nbits
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,853,058008,RRSTG    RAW REPORT STRING,b' 99992 1',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,854,058008,RRSTG    RAW REPORT STRING,b'2023 205',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,855,058008,RRSTG    RAW REPORT STRING,b'02 00040',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,856,058008,RRSTG    RAW REPORT STRING,b' ///// /',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,857,058008,RRSTG    RAW REPORT STRING,b'//// 927',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,858,058008,RRSTG    RAW REPORT STRING,b'00 12829',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,859,058008,RRSTG    RAW REPORT STRING,b' ///// 8',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,860,058008,RRSTG    RAW REPORT STRING,b'5420 150',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,861,058008,RRSTG    RAW REPORT STRING,b'63 22510',,CCITT IA5,numeric,0,0,64
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,862,058008,RRSTG    RAW REPORT STRING,b' 70020 0',,CCITT IA5,numeric,0,0,64
