profile_id,station_id,station_name,datetime_utc,year,month,cycle,subset_index,latitude_deg,longitude_deg,data_status,data_status_reason,table_edition,n_pressure_raw,n_temp_raw,n_wind_raw,n_levels_total,n_levels_to_500,p_surface_hpa,t_surface_c,station_elevation_m,p_top_hpa,t_top_c,delta_t_top_surface_c,inversion_detected,inversion_candidate,inversion_quality,inversion_top_pressure_hpa,inversion_top_height_m,inversion_top_temp_c,inversion_delta_t_c,inversion_confirm_drop_c,profile_status,source_file
31004_20000914_1200_12,31004,Aldan,2000-09-14T12:00:00,2000,9,12,2,58.62,125.37,OK,,4,52,29,35,52,9,927.0,12.0,680.0,500.0,-18.299999999999983,-30.299999999999983,True,True,confirmed,914.0,799.0,17.400000000000034,5.400000000000034,-2.1999999999999886,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr
