station_id,station_name,datetime_utc,year,month,cycle,profile_id,subset_index,latitude_deg,longitude_deg,data_status,data_status_reason,level_index,SEQ,VSIG,vertical_significance_code,replication_index,PRES,pressure_hpa,GEOPOT,geopotential_m2s2,height_010009_m,height_007007_m,height_bufr_m,height_phi_m,FLVL,geopotential_height_m,height_m,height_msl_m,height_agl_m,height_obs_m,height_interp_m,height_baro_m,height_source,AIR,air_temperature_c,temperature_c,DEW-,dew_point_temperature_c,REL,relative_humidity_percent,WIND,wind_direction_deg,WIND.1,wind_speed,source_file,qc_flag
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,0,1,SFC,64,0,927.0,927.0,,,,,,,680.0,680.0,680.0,680.0,0.0,680.0,680.0,680.0,observed_or_geopot,12.0,12.0,12.0,9.700000000000045,9.700000000000045,85.8,85.8,,,,,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,1,40,MANL,32,39,925.0,925.0,6860.0,6860.0,,,,699.6,699.6,699.6,699.6,699.6,19.6,699.6,699.6,698.2,phi,12.800000000000011,12.800000000000011,12.800000000000011,9.900000000000034,9.900000000000034,82.5,82.5,,,,,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,2,2,MAXW,4,1,914.0,914.0,,,,,,,799.0,799.0,799.0,799.0,119.0,799.0,799.0,799.0,observed_or_geopot,17.400000000000034,17.400000000000034,17.400000000000034,11.400000000000034,11.400000000000034,67.9,67.9,,,,,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,3,3,MAXW,4,2,852.0,852.0,,,,,,,1386.0,1386.0,1386.0,1386.0,706.0,1386.0,1386.0,1386.0,observed_or_geopot,15.200000000000045,15.200000000000045,15.200000000000045,1.2000000000000455,1.2000000000000455,38.7,38.7,,,,,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,4,41,MANL,32,40,850.0,850.0,13916.0,13916.0,,,,1419.4,1419.4,1419.4,1419.4,1419.4,739.4,1419.4,1419.4,1405.5,phi,15.0,15.0,15.0,2.0,2.0,41.5,41.5,225.0,225.0,10.0,10.0,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,5,42,MANL,32,41,700.0,700.0,29596.0,29596.0,,,,3019.4,3019.4,3019.4,3019.4,3019.4,2339.4,3019.4,3019.4,2987.2,phi,0.8000000000000114,0.8000000000000114,0.8000000000000114,-4.199999999999989,-4.199999999999989,69.2,69.2,270.0,270.0,11.0,11.0,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,6,4,MAXW,4,3,685.0,685.0,,,,,,,3160.1,3160.1,3160.1,3160.1,2480.1,3160.1,3160.1,3160.1,observed_or_geopot,-0.6999999999999886,-0.6999999999999886,-0.6999999999999886,-6.699999999999989,-6.699999999999989,63.9,63.9,,,,,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,7,5,MAXW,4,4,572.0,572.0,,,,,,,4571.5,4571.5,4571.5,4571.5,3891.5,4571.5,4571.5,4571.5,observed_or_geopot,-13.099999999999966,-13.099999999999966,-13.099999999999966,-15.699999999999989,-15.699999999999989,80.8,80.8,,,,,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
31004,Aldan,2000-09-14T12:00:00,2000,9,12,31004_20000914_1200_12,2,58.62,125.37,OK,,8,43,MANL,32,42,500.0,500.0,55076.0,55076.0,,,,5621.1,5621.1,5621.1,5621.1,5621.1,4941.1,5621.1,5621.1,5593.6,phi,-18.299999999999983,-18.299999999999983,-18.299999999999983,-28.299999999999983,-28.299999999999983,41.2,41.2,270.0,270.0,10.0,10.0,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,
