profile_id,layer_index,base_idx,top_idx,base_height_m,top_height_m,base_height_agl_m,top_height_agl_m,base_pressure_hpa,top_pressure_hpa,base_temperature_c,top_temperature_c,depth_m,delta_t_c,mean_gradient_c_100m,position_type,embedded_gap_count,embedded_gap_depth_total_m,method
31004_20020408_0000_00,0,2,3,1174.7,1373.6,494.70000000000005,693.5999999999999,889.0,868.0,-8.299999999999955,-4.2999999999999545,198.89999999999986,4.0,2.0110608345902476,HE,0,0.0,gap_v3
31004_20020414_0000_00,0,0,1,680.0,734.9,0.0,54.89999999999998,924.0,918.0,0.6000000000000227,2.200000000000045,54.89999999999998,1.6000000000000223,2.914389799635743,G,0,0.0,gap_v3
31004_20020409_0000_00,0,5,6,2446.0,2771.0,1766.0,2091.0,760.0,730.0,-11.299999999999956,-10.5,325.0,0.7999999999999563,0.24615384615383268,HE,0,0.0,gap_v3
31004_20020419_0000_00,0,8,9,5250.8,5417.3,4570.8,4737.3,500.0,508.0,-33.49999999999997,-32.49999999999997,166.5,1.0,0.6006006006006006,HE,0,0.0,gap_v3
31004_20020416_0000_00,0,2,3,1076.7,1304.9,396.70000000000005,624.9000000000001,889.0,865.0,-3.899999999999977,-3.2999999999999545,228.20000000000005,0.6000000000000223,0.26292725679229717,HE,0,0.0,gap_v3
31004_20020415_0000_00,0,5,6,2890.4,2899.5,2210.4,2219.5,700.0,710.0,-14.5,-13.899999999999975,9.099999999999909,0.6000000000000245,6.593406593406929,HE,0,0.0,gap_v3
31004_20020418_0000_00,0,8,9,5260.8,5351.7,4580.8,4671.7,500.0,513.0,-32.69999999999999,-31.09999999999997,90.89999999999964,1.6000000000000192,1.7601760176017884,HE,0,0.0,gap_v3
31004_20020423_0000_00,0,0,1,680.0,779.2,0.0,99.20000000000005,940.0,929.0,-9.899999999999975,-9.299999999999956,99.20000000000005,0.6000000000000192,0.6048387096774385,G,0,0.0,gap_v3
31004_20020429_0000_00,0,4,7,1810.0,3197.5,1130.0,2517.5,812.0,684.0,-17.299999999999983,-10.299999999999956,1387.5,7.000000000000027,0.5045045045045063,HE,0,0.0,gap_v3
31004_20020503_0000_00,0,7,8,4965.6,5219.3,4285.6,4539.3,548.0,530.0,-21.69999999999999,-21.299999999999983,253.69999999999982,0.4000000000000057,0.15766653527788962,HE,0,0.0,gap_v3
31004_20020506_0000_00,0,2,4,1344.2,1598.5,664.2,918.5,860.0,834.0,1.2000000000000457,1.8000000000000114,254.29999999999995,0.5999999999999657,0.235941801022401,HE,0,0.0,gap_v3
31004_20020504_0000_00,0,3,4,2252.7,2475.7,1572.6999999999998,1795.6999999999998,775.0,754.0,-13.099999999999966,-12.699999999999989,223.0,0.39999999999997726,0.17937219730940684,HE,0,0.0,gap_v3
31004_20020504_0000_00,1,8,9,5410.9,5496.1,4730.9,4816.1,500.0,512.0,-27.09999999999997,-25.899999999999977,85.20000000000073,1.1999999999999922,1.408450704225331,HE,0,0.0,gap_v3
31004_20020509_0000_00,0,6,8,2976.4,3740.8,2296.4,3060.8,707.0,642.0,-10.5,-7.5,764.4000000000001,3.0,0.39246467817896385,HE,0,0.0,gap_v3
31004_20020510_0000_00,0,8,9,3798.2,3971.9,3118.2,3291.9,638.0,624.0,-8.099999999999966,-7.699999999999989,173.70000000000027,0.39999999999997726,0.2302820955670562,HE,0,0.0,gap_v3
31004_20020522_0000_00,0,7,8,3967.7,4223.4,3287.7,3543.3999999999996,619.0,599.0,-16.5,-15.899999999999975,255.69999999999982,0.6000000000000245,0.23464998044584473,HE,0,0.0,gap_v3
31004_20020521_0000_00,0,3,5,1969.0,2826.7,1289.0,2146.7,787.0,708.0,-4.5,-2.5,857.6999999999998,2.0,0.2331817651859625,HE,0,0.0,gap_v3
31004_20020526_0000_00,0,4,5,2013.0,2221.5,1333.0,1541.5,793.0,773.0,-2.6999999999999886,-2.099999999999966,208.5,0.6000000000000227,0.2877697841726728,HE,0,0.0,gap_v3
31004_20020526_0000_00,1,9,10,3707.1,4043.4,3027.1,3363.4,642.0,615.0,-10.699999999999989,-8.5,336.3000000000002,2.1999999999999886,0.6541778174249145,HE,0,0.0,gap_v3
31004_20020520_0000_00,0,0,1,680.0,696.6,0.0,16.600000000000023,927.0,925.0,3.6000000000000227,4.0,16.600000000000023,0.39999999999997726,2.4096385542167273,G,0,0.0,gap_v3
31004_20020515_0000_00,0,3,6,1819.6,2467.6,1139.6,1787.6,825.0,762.0,-3.5,0.0,648.0,3.5,0.5401234567901234,HE,0,0.0,gap_v3
31004_20020524_0000_00,0,4,5,2322.7,2503.7,1642.6999999999998,1823.6999999999998,770.0,753.0,-8.699999999999989,-7.699999999999989,181.0,1.0,0.5524861878453039,HE,0,0.0,gap_v3
31004_20020604_0000_00,0,6,7,3547.9,4005.6,2867.9,3325.6,653.0,616.0,-7.5,-6.099999999999966,457.6999999999998,1.400000000000034,0.3058772121477026,HE,0,0.0,gap_v3
31004_20020607_0000_00,0,4,5,2755.1,2965.4,2075.1,2285.4,726.0,700.0,-8.699999999999989,-7.899999999999977,210.30000000000018,0.8000000000000114,0.3804089396100859,HE,0,0.0,gap_v3
31004_20020530_0000_00,0,3,4,1372.4,1428.3,692.4000000000001,748.3,858.0,850.0,5.400000000000034,6.2000000000000455,55.899999999999864,0.8000000000000114,1.4311270125223852,HE,0,0.0,gap_v3
31004_20020613_0000_00,0,4,6,4501.0,4838.6,3821.0,4158.6,581.0,556.0,-10.899999999999975,-10.299999999999956,337.60000000000036,0.6000000000000192,0.17772511848341782,HE,0,0.0,gap_v3
31004_20020617_0000_00,0,4,6,2944.8,3162.6,2264.8,2482.6,706.0,687.0,-0.8999999999999773,0.2000000000000454,217.79999999999973,1.1000000000000227,0.5050505050505161,HE,0,0.0,gap_v3
31004_20020621_0000_00,0,0,1,680.0,799.6,0.0,119.60000000000002,938.0,925.0,17.600000000000023,18.200000000000045,119.60000000000002,0.6000000000000227,0.5016722408026945,G,0,0.0,gap_v3
31004_20020624_0000_00,0,6,7,3888.4,4013.9,3208.4,3333.9,628.0,618.0,-4.5,-3.5,125.5,1.0,0.796812749003984,HE,0,0.0,gap_v3
31004_20020628_0000_00,0,2,3,1287.7,1409.4,607.7,729.4000000000001,864.0,850.0,6.800000000000011,7.2000000000000455,121.70000000000005,0.4000000000000341,0.32867707477406244,HE,0,0.0,gap_v3
31004_20020627_0000_00,0,4,5,4056.7,4263.3,3376.7,3583.3,610.0,594.0,-6.899999999999977,-6.5,206.60000000000036,0.39999999999997726,0.19361084220715225,HE,0,0.0,gap_v3
31004_20020629_0000_00,0,0,1,680.0,728.6,0.0,48.60000000000002,930.0,925.0,13.800000000000011,14.400000000000034,48.60000000000002,0.6000000000000227,1.234567901234614,G,0,0.0,gap_v3
31004_20020706_0000_00,0,0,1,680.0,709.6,0.0,29.600000000000023,928.0,925.0,23.80000000000001,24.80000000000001,29.600000000000023,1.0,3.378378378378376,G,0,0.0,gap_v3
31004_20020630_0000_00,0,2,3,872.3,1087.0,192.29999999999995,407.0,909.0,886.0,17.80000000000001,18.200000000000045,214.70000000000005,0.4000000000000341,0.18630647414999255,E,0,0.0,gap_v3
31004_20020711_0000_00,0,1,3,1175.0,1426.8,495.0,746.8,872.0,846.0,14.0,14.400000000000034,251.79999999999995,0.4000000000000341,0.15885623510724153,HE,0,0.0,gap_v3
31004_20020712_0000_00,0,2,3,1050.1,1163.8,370.0999999999999,483.79999999999995,888.0,876.0,14.600000000000025,16.0,113.70000000000005,1.3999999999999755,1.2313104661389402,HE,0,0.0,gap_v3
31004_20020712_0000_00,1,6,7,2560.1,2636.9,1880.1,1956.9,739.0,732.0,6.600000000000023,7.800000000000011,76.80000000000018,1.1999999999999886,1.5624999999999816,HE,0,0.0,gap_v3
31004_20020727_0000_00,0,6,7,4332.4,4528.9,3652.3999999999996,3848.8999999999996,597.0,582.0,-6.899999999999977,-5.5,196.5,1.3999999999999773,0.7124681933842123,HE,0,0.0,gap_v3
31004_20020729_0000_00,0,0,2,680.0,843.9,0.0,163.89999999999998,934.0,916.0,12.0,13.0,163.89999999999998,1.0,0.6101281269066505,G,0,0.0,gap_v3
31004_20020720_0000_00,0,3,4,2210.8,2422.2,1530.8000000000002,1742.1999999999998,779.0,759.0,7.800000000000011,8.800000000000011,211.39999999999964,1.0,0.4730368968779573,HE,0,0.0,gap_v3
31004_20020724_0000_00,0,5,7,1932.4,2242.3,1252.4,1562.3000000000002,806.0,776.0,2.0,3.8000000000000114,309.9000000000001,1.8000000000000114,0.5808325266214943,HE,0,0.0,gap_v3
31004_20020721_0000_00,0,2,3,1237.2,1439.6,557.2,759.5999999999999,873.0,852.0,14.200000000000044,15.0,202.39999999999986,0.7999999999999563,0.39525691699602605,HE,0,0.0,gap_v3
31004_20020719_0000_00,0,5,6,1955.7,2088.4,1275.7,1408.4,808.0,795.0,4.400000000000034,5.2000000000000455,132.70000000000005,0.8000000000000114,0.602863602110031,HE,0,0.0,gap_v3
31004_20020719_0000_00,1,7,8,2946.0,3081.3,2266.0,2401.3,715.0,703.0,1.2000000000000457,1.6000000000000227,135.30000000000018,0.39999999999997704,0.29563932002954657,HE,0,0.0,gap_v3
31004_20020718_0000_00,0,2,3,1140.7,1273.5,460.70000000000005,593.5,886.0,872.0,10.400000000000034,11.600000000000025,132.79999999999995,1.1999999999999904,0.9036144578313183,HE,0,0.0,gap_v3
31004_20020718_0000_00,1,8,9,4072.5,4459.6,3392.5,3779.6000000000004,616.0,586.0,-3.099999999999966,-2.6999999999999886,387.10000000000036,0.39999999999997726,0.10333247222939211,HE,0,0.0,gap_v3
31004_20020726_0000_00,0,6,8,3913.4,4256.8,3233.4,3576.8,626.0,599.0,-2.5,-0.8999999999999773,343.4000000000001,1.6000000000000227,0.46592894583576655,HE,0,0.0,gap_v3
31004_20020730_0000_00,0,7,8,3653.5,3764.0,2973.5,3084.0,645.0,636.0,1.2000000000000457,2.0,110.5,0.7999999999999543,0.7239819004524473,HE,0,0.0,gap_v3
31004_20020804_0000_00,0,0,2,680.0,780.2,0.0,100.20000000000005,931.0,920.0,10.200000000000044,12.200000000000044,100.20000000000005,2.0,1.9960079840319351,G,0,0.0,gap_v3
31004_20020811_0000_00,0,10,11,5484.2,5701.2,4804.2,5021.2,515.0,500.0,-13.099999999999966,-12.699999999999989,217.0,0.39999999999997726,0.18433179723501256,HE,0,0.0,gap_v3
31004_20020803_0000_00,0,1,2,696.6,826.6,16.600000000000023,146.60000000000002,925.0,911.0,10.400000000000034,11.400000000000034,130.0,1.0,0.7692307692307693,G,0,0.0,gap_v3
31004_20020805_0000_00,0,2,4,1466.2,1603.2,786.2,923.2,852.0,838.0,7.600000000000023,8.400000000000034,137.0,0.8000000000000114,0.5839416058394243,HE,0,0.0,gap_v3
31004_20020805_0000_00,1,5,6,2067.1,2129.2,1387.1,1449.1999999999998,792.0,786.0,4.800000000000011,6.0,62.09999999999991,1.1999999999999886,1.9323671497584387,HE,0,0.0,gap_v3
31004_20020802_0000_00,0,7,9,4290.5,4611.0,3610.5,3931.0,590.0,566.0,-4.699999999999989,-3.6999999999999886,320.5,1.0,0.31201248049922,HE,0,0.0,gap_v3
31004_20020808_0000_00,0,4,5,1812.4,1933.8,1132.4,1253.8,817.0,805.0,9.400000000000034,9.800000000000011,121.39999999999986,0.39999999999997726,0.3294892915980047,HE,0,0.0,gap_v3
31004_20020807_0000_00,0,4,6,2633.4,2898.1,1953.4,2218.1,741.0,717.0,1.0,1.8000000000000114,264.6999999999998,0.8000000000000114,0.3022289384208583,HE,0,0.0,gap_v3
31004_20020806_0000_00,0,7,8,4114.0,4215.6,3434.0,3535.6000000000004,616.0,608.0,-8.099999999999966,-7.699999999999989,101.60000000000036,0.39999999999997726,0.393700787401551,HE,0,0.0,gap_v3
31004_20020812_0000_00,0,0,1,680.0,760.9,0.0,80.89999999999998,942.0,933.0,13.800000000000011,15.0,80.89999999999998,1.1999999999999886,1.4833127317676007,G,0,0.0,gap_v3
31004_20020812_0000_00,1,4,5,2037.2,2264.6,1357.2,1584.6,800.0,778.0,4.2000000000000455,4.600000000000023,227.39999999999986,0.39999999999997726,0.17590149516269898,HE,0,0.0,gap_v3
31004_20020815_0000_00,0,2,3,1265.9,1449.3,585.9000000000001,769.3,870.0,851.0,11.600000000000025,12.800000000000011,183.39999999999986,1.1999999999999869,0.6543075245365255,HE,0,0.0,gap_v3
31004_20020814_0000_00,0,0,2,680.0,1001.0,0.0,321.0,934.0,899.0,16.600000000000023,18.200000000000045,321.0,1.6000000000000227,0.4984423676012532,G,0,0.0,gap_v3
31004_20020814_0000_00,1,5,6,1855.4,1967.4,1175.4,1287.4,811.0,800.0,12.400000000000034,12.800000000000011,112.0,0.39999999999997726,0.35714285714283683,HE,0,0.0,gap_v3
31004_20020825_0000_00,0,0,1,680.0,708.6,0.0,28.600000000000023,928.0,925.0,11.800000000000011,12.200000000000044,28.600000000000023,0.40000000000003233,1.3986013986015104,G,0,0.0,gap_v3
31004_20020818_0000_00,0,6,7,4017.7,4374.8,3337.7,3694.8,623.0,595.0,-8.099999999999966,-6.2999999999999545,357.10000000000036,1.8000000000000114,0.5040604872584736,HE,0,0.0,gap_v3
31004_20020816_0000_00,0,2,3,1177.4,1348.6,497.4000000000001,668.5999999999999,884.0,866.0,11.600000000000025,12.0,171.19999999999982,0.3999999999999755,0.23364485981307004,HE,0,0.0,gap_v3
31004_20020819_0000_00,0,0,2,680.0,999.0,0.0,319.0,940.0,905.0,16.600000000000023,17.600000000000023,319.0,1.0,0.31347962382445144,G,0,0.0,gap_v3
31004_20020824_0000_00,0,0,2,680.0,1106.8,0.0,426.79999999999995,928.0,882.0,11.600000000000025,12.400000000000034,426.79999999999995,0.8000000000000096,0.1874414245548289,G,0,0.0,gap_v3
31004_20020822_0000_00,0,0,1,680.0,725.3,0.0,45.299999999999955,933.0,928.0,15.400000000000034,16.400000000000034,45.299999999999955,1.0,2.2075055187637993,G,0,0.0,gap_v3
31004_20020822_0000_00,1,6,7,3602.4,3810.0,2922.4,3130.0,652.0,635.0,-6.5,-5.5,207.5999999999999,1.0,0.48169556840077093,HE,0,0.0,gap_v3
31004_20020822_0000_00,2,8,10,4567.5,4852.4,3887.5,4172.4,576.0,555.0,-11.699999999999989,-10.299999999999956,284.89999999999964,1.4000000000000323,0.4914004914005034,HE,0,0.0,gap_v3
31004_20020826_0000_00,0,3,4,1853.2,2017.6,1173.2,1337.6,806.0,790.0,3.8000000000000114,5.0,164.39999999999986,1.1999999999999886,0.7299270072992637,HE,0,0.0,gap_v3
31004_20020828_0000_00,0,0,1,680.0,901.2,0.0,221.20000000000005,925.0,901.0,13.200000000000044,13.600000000000025,221.20000000000005,0.3999999999999808,0.18083182640143794,G,0,0.0,gap_v3
31004_20020829_0000_00,0,0,2,680.0,1163.8,0.0,483.79999999999995,928.0,876.0,12.0,13.200000000000044,483.79999999999995,1.2000000000000437,0.2480363786688805,G,0,0.0,gap_v3
31004_20020829_0000_00,1,6,7,3018.7,3110.7,2338.7,2430.7,698.0,690.0,2.0,2.6000000000000227,92.0,0.6000000000000227,0.652173913043503,HE,0,0.0,gap_v3
31004_20020830_0000_00,0,5,6,3434.7,3605.0,2754.7,2925.0,656.0,642.0,-4.899999999999977,-4.5,170.30000000000018,0.39999999999997726,0.23487962419258768,HE,0,0.0,gap_v3
31004_20020904_0000_00,0,7,8,3375.4,3554.1,2695.4,2874.1,671.0,656.0,-6.699999999999989,-6.2999999999999545,178.69999999999982,0.4000000000000341,0.22383883603807192,HE,0,0.0,gap_v3
31004_20020831_0000_00,0,0,2,680.0,807.9,0.0,127.89999999999998,929.0,915.0,6.400000000000034,7.600000000000023,127.89999999999998,1.1999999999999886,0.9382329945269655,G,0,0.0,gap_v3
31004_20020903_0000_00,0,3,4,2585.9,2772.3,1905.9,2092.3,743.0,726.0,-7.299999999999954,-6.5,186.4000000000001,0.7999999999999536,0.4291845493561981,HE,0,0.0,gap_v3
31004_20020908_0000_00,0,0,1,680.0,809.6,0.0,129.60000000000002,940.0,925.0,6.600000000000023,7.400000000000034,129.60000000000002,0.8000000000000114,0.6172839506172926,G,0,0.0,gap_v3
31004_20020907_0000_00,0,3,4,2231.8,2422.2,1551.8000000000002,1742.1999999999998,777.0,759.0,-6.099999999999966,-1.2999999999999543,190.39999999999964,4.800000000000011,2.521008403361355,HE,0,0.0,gap_v3
31004_20020911_0000_00,0,3,4,1566.9,1775.9,886.9000000000001,1095.9,839.0,818.0,-2.5,1.0,209.0,3.5,1.674641148325359,HE,0,0.0,gap_v3
31004_20020909_0000_00,0,2,3,918.6,1068.1,238.60000000000002,388.0999999999999,904.0,888.0,13.0,14.0,149.4999999999999,1.0,0.6688963210702347,E,0,0.0,gap_v3
31004_20020915_0000_00,0,0,1,680.0,711.6,0.0,31.600000000000023,928.0,925.0,12.800000000000011,13.400000000000034,31.600000000000023,0.6000000000000227,1.8987341772152604,G,0,0.0,gap_v3
31004_20020915_0000_00,1,2,3,1012.5,1221.1,332.5,541.0999999999999,892.0,870.0,12.0,13.600000000000025,208.5999999999999,1.6000000000000245,0.7670182166826582,HE,0,0.0,gap_v3
31004_20020916_0000_00,0,5,7,1856.7,2408.9,1176.7,1728.9,810.0,757.0,1.6000000000000227,5.600000000000023,552.2,4.0,0.7243752263672582,HE,0,0.0,gap_v3
31004_20020919_0000_00,0,5,6,4486.0,4699.7,3806.0,4019.7,584.0,568.0,-25.49999999999997,-24.899999999999977,213.69999999999982,0.5999999999999943,0.2807674309780041,HE,0,0.0,gap_v3
31004_20020914_0000_00,0,0,1,680.0,755.6,0.0,75.60000000000002,933.0,925.0,14.0,14.400000000000034,75.60000000000002,0.4000000000000341,0.529100529100574,G,0,0.0,gap_v3
31004_20020917_0000_00,0,2,5,944.7,1534.5,264.70000000000005,854.5,907.0,845.0,1.2000000000000457,10.600000000000025,589.8,9.399999999999979,1.5937605968124755,HE,0,0.0,gap_v3
31004_20020912_0000_00,0,4,7,1802.2,3032.3,1122.2,2352.3,825.0,700.0,-7.5,-4.099999999999966,1230.1000000000001,3.400000000000034,0.2764002926591361,HE,0,0.0,gap_v3
31004_20020913_0000_00,0,2,3,1120.9,1339.1,440.9000000000001,659.0999999999999,890.0,867.0,4.800000000000011,5.800000000000011,218.19999999999982,1.0,0.4582951420714944,HE,0,0.0,gap_v3
31004_20020918_0000_00,0,4,6,2546.7,3262.4,1866.6999999999998,2582.4,749.0,685.0,-12.299999999999956,-8.899999999999977,715.7000000000003,3.399999999999979,0.4750593824227997,HE,0,0.0,gap_v3
31004_20020918_0000_00,1,7,8,3604.7,3934.5,2924.7,3254.5,656.0,629.0,-9.699999999999989,-8.099999999999966,329.8000000000002,1.6000000000000227,0.485142510612499,HE,0,0.0,gap_v3
31004_20020921_0000_00,0,2,4,1267.2,1421.8,587.2,741.8,868.0,852.0,-3.099999999999966,-2.5,154.5999999999999,0.5999999999999659,0.38809831824059915,HE,0,0.0,gap_v3
31004_20020921_0000_00,1,5,7,2807.1,2910.4,2127.1,2230.4,719.0,700.0,-11.5,-10.699999999999989,103.30000000000018,0.8000000000000114,0.774443368828664,HE,0,0.0,gap_v3
31004_20020922_0000_00,0,1,2,995.1,1137.3,315.1,457.29999999999995,890.0,875.0,1.2000000000000457,2.400000000000034,142.19999999999993,1.1999999999999884,0.8438818565400766,HE,0,0.0,gap_v3
31004_20020922_0000_00,1,4,5,1625.8,1827.9,945.8,1147.9,825.0,805.0,-1.8999999999999773,-1.2999999999999543,202.10000000000014,0.600000000000023,0.2968827313211393,HE,0,0.0,gap_v3
31004_20020923_0000_00,0,5,6,2938.3,2967.5,2258.3,2287.5,700.0,704.0,-5.099999999999966,-4.699999999999989,29.199999999999818,0.39999999999997726,1.3698630136985608,HE,0,0.0,gap_v3
31004_20021002_0000_00,0,3,5,1493.6,2484.3,813.5999999999999,1804.3000000000002,851.0,754.0,-8.299999999999955,-0.8999999999999773,990.7000000000003,7.399999999999977,0.7469466034117266,HE,0,0.0,gap_v3
31004_20020927_0000_00,0,1,2,730.6,1002.1,50.60000000000002,322.1,925.0,896.0,-2.099999999999966,-1.5,271.5,0.5999999999999659,0.220994475138109,E,0,0.0,gap_v3
31004_20021001_0000_00,0,5,6,3002.0,3951.1,2322.0,3271.1,707.0,627.0,-13.299999999999956,-9.099999999999966,949.0999999999999,4.19999999999999,0.44252449689179124,HE,0,0.0,gap_v3
31004_20021004_0000_00,0,3,4,1585.3,1732.7,905.3,1052.7,847.0,832.0,-8.299999999999955,-7.699999999999989,147.4000000000001,0.5999999999999659,0.40705563093620456,HE,0,0.0,gap_v3
31004_20021004_0000_00,1,5,6,2105.7,2397.5,1425.6999999999998,1717.5,795.0,767.0,-9.699999999999989,-7.699999999999989,291.8000000000002,2.0,0.685400959561343,HE,0,0.0,gap_v3
31004_20021004_0000_00,2,9,10,3304.6,3491.7,2624.6,2811.7,685.0,669.0,-11.5,-10.5,187.0999999999999,1.0,0.5344735435595941,HE,0,0.0,gap_v3
31004_20021006_0000_00,0,4,8,2721.1,3971.9,2041.1,3291.9,740.0,632.0,-18.69999999999999,-15.899999999999975,1250.8000000000002,2.800000000000013,0.22385673169171832,HE,1,78.69999999999982,gap_v3
31004_20020926_0000_00,0,6,7,3544.8,3640.8,2864.8,2960.8,661.0,653.0,-21.69999999999999,-21.09999999999997,96.0,0.6000000000000192,0.62500000000002,HE,0,0.0,gap_v3
31004_20020930_0000_00,0,5,6,3260.2,3555.4,2580.2,2875.4,683.0,658.0,-16.099999999999966,-14.899999999999975,295.2000000000003,1.1999999999999904,0.40650406504064673,HE,0,0.0,gap_v3
31004_20020930_0000_00,1,8,9,3810.5,3909.5,3130.5,3229.5,637.0,629.0,-17.49999999999997,-15.299999999999956,99.0,2.2000000000000153,2.222222222222238,HE,0,0.0,gap_v3
31004_20021003_0000_00,0,5,6,1748.6,2093.2,1068.6,1413.1999999999998,826.0,792.0,-7.899999999999977,-5.699999999999989,344.5999999999999,2.1999999999999886,0.6384213580963405,HE,0,0.0,gap_v3
31004_20021003_0000_00,1,7,9,2439.4,2798.0,1759.4,2118.0,759.0,726.0,-7.299999999999954,-5.2999999999999545,358.5999999999999,1.9999999999999991,0.5577244841048521,HE,0,0.0,gap_v3
31004_20021005_0000_00,0,7,8,3021.4,3041.7,2341.4,2361.7,700.0,711.0,-15.699999999999989,-15.299999999999956,20.299999999999727,0.40000000000003233,1.9704433497538802,HE,0,0.0,gap_v3
31004_20021005_0000_00,1,10,11,3971.9,4222.2,3291.9,3542.2,632.0,612.0,-17.099999999999966,-16.5,250.29999999999973,0.5999999999999659,0.2397123451857637,HE,0,0.0,gap_v3
31004_20021009_0000_00,0,9,10,5400.9,5616.6,4720.9,4936.6,500.0,506.0,-32.099999999999966,-31.49999999999997,215.70000000000073,0.5999999999999943,0.2781641168289255,HE,0,0.0,gap_v3
31004_20021008_0000_00,0,2,3,936.0,1208.0,256.0,528.0,906.0,877.0,-2.5,-0.0999999999999659,272.0,2.400000000000034,0.8823529411764831,HE,0,0.0,gap_v3
31004_20021008_0000_00,1,5,6,1794.8,1967.4,1114.8,1287.4,817.0,800.0,-2.099999999999966,-1.6999999999999886,172.60000000000014,0.39999999999997726,0.23174971031284874,HE,0,0.0,gap_v3
31004_20021007_0000_00,0,0,1,680.0,821.6,0.0,141.60000000000002,942.0,925.0,-7.299999999999954,-6.899999999999977,141.60000000000002,0.3999999999999764,0.282485875706198,G,0,0.0,gap_v3
31004_20021007_0000_00,1,2,3,1480.4,2823.6,800.4000000000001,2143.6,850.0,726.0,-6.899999999999977,-5.899999999999977,1343.1999999999998,1.0,0.0744490768314473,HE,0,0.0,gap_v3
31004_20021014_0000_00,0,3,4,1875.6,2018.7,1195.6,1338.7,809.0,795.0,-20.69999999999999,-17.099999999999966,143.10000000000014,3.6000000000000227,2.5157232704402652,HE,0,0.0,gap_v3
31004_20021013_0000_00,0,2,3,1030.5,1200.8,350.5,520.8,892.0,874.0,-14.299999999999956,-13.699999999999989,170.29999999999995,0.5999999999999677,0.35231943628888307,HE,0,0.0,gap_v3
31004_20021013_0000_00,1,6,7,2811.4,3349.9,2131.4,2669.9,700.0,671.0,-17.69999999999999,-17.299999999999983,538.5,0.4000000000000057,0.07428040854224804,HE,0,0.0,gap_v3
31004_20021011_0000_00,0,2,4,1203.1,1445.5,523.0999999999999,765.5,870.0,845.0,-5.899999999999977,-5.099999999999966,242.4000000000001,0.8000000000000114,0.3300330033003346,HE,0,0.0,gap_v3
31004_20021011_0000_00,1,5,6,1927.7,2156.6,1247.7,1476.6,797.0,775.0,-7.099999999999966,-6.5,228.89999999999986,0.5999999999999659,0.26212319790299965,HE,0,0.0,gap_v3
31004_20021011_0000_00,2,9,10,4065.1,4180.7,3385.1,3500.7,610.0,601.0,-16.899999999999977,-16.099999999999966,115.59999999999991,0.8000000000000114,0.6920415224913599,HE,0,0.0,gap_v3
31004_20021018_0000_00,0,0,1,680.0,868.5,0.0,188.5,949.0,925.0,-17.49999999999997,-15.5,188.5,1.9999999999999716,1.0610079575596667,G,0,0.0,gap_v3
31004_20021018_0000_00,1,4,5,2210.6,2472.0,1530.6,1792.0,789.0,764.0,-22.69999999999999,-20.69999999999999,261.4000000000001,2.0,0.7651109410864573,HE,0,0.0,gap_v3
31004_20021017_0000_00,0,4,5,2456.3,2772.3,1776.3000000000002,2092.3,755.0,726.0,-22.69999999999999,-21.69999999999999,316.0,1.0,0.31645569620253167,HE,0,0.0,gap_v3
31004_20021019_0000_00,0,3,4,1830.6,2132.0,1150.6,1452.0,830.0,800.0,-18.899999999999977,-15.299999999999956,301.4000000000001,3.600000000000021,1.1944260119442667,HE,0,0.0,gap_v3
31004_20021019_0000_00,1,7,8,3890.3,4037.7,3210.3,3357.7,642.0,630.0,-24.69999999999999,-23.49999999999997,147.39999999999964,1.200000000000017,0.8141112618724695,HE,0,0.0,gap_v3
31004_20021012_0000_00,0,3,4,1623.7,2812.3,943.7,2132.3,827.0,700.0,-13.699999999999989,-12.5,1188.6000000000001,1.1999999999999886,0.10095911155981731,HE,0,0.0,gap_v3
31004_20021021_0000_00,0,2,6,1208.8,1707.2,528.8,1027.2,891.0,839.0,-20.09999999999997,-13.299999999999956,498.4000000000001,6.800000000000013,1.3643659711075466,HE,0,0.0,gap_v3
31004_20021010_0000_00,0,0,2,680.0,981.4,0.0,301.4,937.0,904.0,-5.699999999999989,-3.899999999999977,301.4,1.8000000000000118,0.5972130059721341,G,0,0.0,gap_v3
31004_20021010_0000_00,1,6,10,2725.7,3350.5,2045.6999999999998,2670.5,731.0,676.0,-16.299999999999955,-13.5,624.8000000000002,2.7999999999999545,0.44814340588987733,HE,1,58.899999999999636,gap_v3
31004_20021015_0000_00,0,0,3,680.0,1759.2,0.0,1079.2,922.0,810.0,-17.69999999999999,-8.5,1079.2,9.199999999999989,0.8524833209785015,G,0,0.0,gap_v3
31004_20021020_0000_00,0,3,5,1663.6,2275.8,983.5999999999999,1595.8000000000002,847.0,786.0,-20.09999999999997,-15.299999999999956,612.2000000000003,4.800000000000013,0.7840574975498221,HE,0,0.0,gap_v3
31004_20021022_0000_00,0,0,4,680.0,1432.0,0.0,752.0,942.0,861.0,-21.899999999999977,-13.5,752.0,8.399999999999977,1.1170212765957417,G,0,0.0,gap_v3
31004_20021023_0000_00,0,2,5,852.5,1543.3,172.5,863.3,918.0,845.0,-19.09999999999997,-11.299999999999956,690.8,7.800000000000013,1.1291256514186472,E,1,44.700000000000045,gap_v3
31004_20021027_0000_00,0,0,1,680.0,848.5,0.0,168.5,946.0,925.0,-16.69999999999999,-16.099999999999966,168.5,0.6000000000000227,0.356083086053426,G,0,0.0,gap_v3
