profile_id,n_inversion_layers,has_G,has_E,has_HE,lowest_layer_index,strongest_layer_index,lowest_base_agl_m,lowest_top_agl_m,lowest_delta_t_c,strongest_delta_t_c,strongest_depth_m,pattern
31004_20080820_1200_12,1,True,False,False,0,0,0.0,314.5,4.199999999999992,4.199999999999992,314.5,G
31004_20080821_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080824_1200_12,1,False,False,True,0,0,2316.4,2845.2,0.8000000000000118,0.8000000000000118,528.7999999999997,HE
31004_20080822_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080819_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080825_1200_12,1,True,False,False,0,0,0.0,97.5,0.6000000000000227,0.6000000000000227,97.5,G
31004_20080827_1200_12,1,False,False,True,0,0,377.0999999999999,768.4000000000001,1.400000000000034,1.400000000000034,391.3000000000002,HE
31004_20080829_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080831_1200_12,1,True,False,False,0,0,0.0,296.70000000000005,3.0,3.0,296.70000000000005,G
31004_20080826_1200_12,1,True,False,False,0,0,0.0,236.5,4.600000000000021,4.600000000000021,236.5,G
31004_20080828_1200_12,1,True,False,False,0,0,0.0,81.60000000000002,0.4000000000000341,0.4000000000000341,81.60000000000002,G
31004_20080830_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080901_1200_12,1,True,False,False,0,0,0.0,257.4,0.8000000000000096,0.8000000000000096,257.4,G
31004_20080902_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080903_1200_12,1,True,False,False,0,0,0.0,47.5,0.39999999999997726,0.39999999999997726,47.5,G
31004_20080904_1200_12,1,False,False,True,0,0,2634.5,2741.0,1.2000000000000455,1.2000000000000455,106.5,HE
31004_20080907_1200_12,1,False,False,True,0,0,2939.2,3073.0,2.400000000000034,2.400000000000034,133.80000000000018,HE
31004_20080905_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080906_1200_12,1,False,False,True,0,0,1236.3,2344.6,0.6000000000000227,0.6000000000000227,1108.3,HE
31004_20080910_1200_12,2,True,False,True,0,0,0.0,352.5,4.399999999999977,4.399999999999977,352.5,G+HE
31004_20080909_1200_12,2,True,False,True,0,0,0.0,358.79999999999995,1.1999999999999886,1.1999999999999886,358.79999999999995,G+HE
31004_20080908_1200_12,1,True,False,False,0,0,0.0,283.5,1.1999999999999886,1.1999999999999886,283.5,G
31004_20080914_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080911_1200_12,2,True,False,True,0,0,0.0,257.70000000000005,4.0,4.0,257.70000000000005,G+HE
31004_20080912_1200_12,1,True,False,False,0,0,0.0,331.79999999999995,4.199999999999989,4.199999999999989,331.79999999999995,G
31004_20080913_1200_12,1,True,False,False,0,0,0.0,312.70000000000005,1.8000000000000114,1.8000000000000114,312.70000000000005,G
31004_20080915_1200_12,1,False,False,True,0,0,2574.9,2822.6,1.0,1.0,247.69999999999982,HE
31004_20080916_1200_12,1,False,False,True,0,0,1218.7,1698.8000000000002,2.8000000000000114,2.8000000000000114,480.10000000000014,HE
31004_20080917_1200_12,1,True,False,False,0,0,0.0,304.4,3.5,3.5,304.4,G
31004_20080919_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080920_1200_12,1,False,False,True,0,0,4710.9,4739.9,1.4000000000000057,1.4000000000000057,29.0,HE
31004_20080918_1200_12,1,True,False,False,0,0,0.0,118.89999999999998,2.0000000000000004,2.0000000000000004,118.89999999999998,G
31004_20080923_1200_12,1,True,False,False,0,0,0.0,331.1,1.5,1.5,331.1,G
31004_20080924_1200_12,1,False,False,True,0,0,4670.9,4750.1,1.0,1.0,79.20000000000073,HE
31004_20080921_1200_12,2,True,False,True,0,0,0.0,238.0,1.1999999999999886,1.1999999999999886,238.0,G+HE
31004_20080922_1200_12,1,False,False,True,0,0,2219.4,2225.5,0.8000000000000096,0.8000000000000096,6.099999999999909,HE
31004_20080925_1200_12,1,False,False,True,0,0,4720.9,4741.5,1.4000000000000057,1.4000000000000057,20.600000000000364,HE
31004_20080926_1200_12,0,False,False,False,,,,,,,,NONE
31004_20080927_1200_12,1,True,False,False,0,0,0.0,218.10000000000002,4.300000000000011,4.300000000000011,218.10000000000002,G
31004_20080928_1200_12,2,True,False,True,0,0,0.0,218.60000000000002,4.099999999999966,4.099999999999966,218.60000000000002,G+HE
31004_20080929_1200_12,2,True,False,True,0,0,0.0,135.79999999999995,2.1999999999999886,2.1999999999999886,135.79999999999995,G+HE
31004_20081003_1200_12,2,False,False,True,0,1,1345.4,1561.9,0.7999999999999563,1.0,249.69999999999982,MULTI
31004_20080930_1200_12,2,True,False,True,0,0,0.0,376.70000000000005,4.199999999999989,4.199999999999989,376.70000000000005,G+HE
31004_20081010_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081012_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081005_1200_12,2,True,False,True,0,0,0.0,136.20000000000005,2.599999999999966,2.599999999999966,136.20000000000005,G+HE
31004_20081009_1200_12,2,True,False,True,0,0,0.0,182.39999999999998,2.8000000000000114,2.8000000000000114,182.39999999999998,G+HE
31004_20081007_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081008_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081004_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081002_1200_12,1,False,False,True,0,0,2607.7,2806.8,1.1999999999999886,1.1999999999999886,199.10000000000036,HE
31004_20081006_1200_12,1,True,False,False,0,0,0.0,182.60000000000002,2.6999999999999886,2.6999999999999886,182.60000000000002,G
31004_20081014_1200_12,1,True,False,False,0,0,0.0,393.29999999999995,3.0,3.0,393.29999999999995,G
31004_20081001_1200_12,1,True,False,False,0,0,0.0,312.1,5.0,5.0,312.1,G
31004_20081013_1200_12,2,True,False,True,0,0,0.0,283.5,2.0,2.0,283.5,G+HE
31004_20081015_1200_12,3,True,False,True,0,2,0.0,171.60000000000002,0.6000000000000227,1.200000000000017,84.5,MULTI
31004_20081018_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081016_1200_12,1,True,False,False,0,0,0.0,235.70000000000005,2.0,2.0,235.70000000000005,G
31004_20081021_1200_12,1,False,False,True,0,0,2306.4,2339.1,0.6000000000000245,0.6000000000000245,32.69999999999982,HE
31004_20081017_1200_12,1,True,False,False,0,0,0.0,208.89999999999998,2.300000000000011,2.300000000000011,208.89999999999998,G
31004_20081020_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081019_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081022_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081023_1200_12,1,False,False,True,0,0,3483.3999999999996,3856.6000000000004,1.0,1.0,373.2000000000007,HE
31004_20081025_1200_12,2,False,False,True,0,0,604.4000000000001,723.3,2.0,2.0,118.89999999999986,MULTI
31004_20081024_1200_12,2,False,False,True,0,0,583.9000000000001,1564.1,9.80000000000001,9.80000000000001,980.1999999999998,MULTI
31004_20081026_1200_12,1,False,False,True,0,0,1322.7,1700.8000000000002,2.199999999999987,2.199999999999987,378.10000000000014,HE
31004_20081028_1200_12,2,False,False,True,0,0,1739.6,2234.1,2.800000000000013,2.800000000000013,494.5,MULTI
31004_20081027_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081031_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081029_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081030_1200_12,1,False,False,True,0,0,4550.7,4768.5,0.8000000000000078,0.8000000000000078,217.80000000000018,HE
31004_20081102_1200_12,1,False,False,True,0,0,1089.6,1490.6999999999998,2.399999999999981,2.399999999999981,401.0999999999999,HE
31004_20081104_1200_12,3,True,False,True,0,0,0.0,211.89999999999998,4.0000000000000036,4.0000000000000036,211.89999999999998,MULTI
31004_20081101_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081106_1200_12,3,True,False,True,0,0,0.0,151.60000000000002,1.8000000000000078,1.8000000000000078,151.60000000000002,MULTI
31004_20081107_1200_12,2,True,False,True,0,0,0.0,680.4000000000001,9.400000000000006,9.400000000000006,680.4000000000001,G+HE
31004_20081105_1200_12,2,False,False,True,0,0,815.4000000000001,1182.8,5.200000000000017,5.200000000000017,367.39999999999986,MULTI
31004_20081109_1200_12,2,True,False,True,0,1,0.0,88.60000000000002,0.4000000000000341,3.599999999999966,362.0,G+HE
31004_20081108_1200_12,2,True,False,True,0,0,0.0,684.8,5.80000000000001,5.80000000000001,684.8,G+HE
31004_20081103_1200_12,1,False,False,True,0,0,491.70000000000005,1281.5,5.600000000000023,5.600000000000023,789.8,HE
31004_20081111_1200_12,1,False,False,True,0,0,1054.6,1379.9,1.0,1.0,325.3000000000002,HE
31004_20081110_1200_12,1,False,False,True,0,0,1000.3,1263.9,2.399999999999979,2.399999999999979,263.60000000000014,HE
31004_20081113_1200_12,1,True,False,False,0,0,0.0,321.0,0.6000000000000192,0.6000000000000192,321.0,G
31004_20081116_1200_12,1,True,False,False,0,0,0.0,771.4000000000001,5.799999999999983,5.799999999999983,771.4000000000001,G
31004_20081114_1200_12,1,True,False,False,0,0,0.0,526.3,4.2000000000000135,4.2000000000000135,526.3,G
31004_20081112_1200_12,1,True,False,False,0,0,0.0,451.79999999999995,0.8000000000000131,0.8000000000000131,451.79999999999995,G
31004_20081115_1200_12,1,True,False,False,0,0,0.0,868.3,5.0,5.0,868.3,G
31004_20081117_1200_12,2,True,False,True,0,0,0.0,797.3,5.800000000000011,5.800000000000011,797.3,G+HE
31004_20081118_1200_12,1,True,False,False,0,0,0.0,290.9,6.599999999999998,6.599999999999998,290.9,G
31004_20081119_1200_12,1,True,False,False,0,0,0.0,360.70000000000005,8.599999999999994,8.599999999999994,360.70000000000005,G
31004_20081122_1200_12,2,False,False,True,0,0,1032.3,1264.0,2.399999999999981,2.399999999999981,231.70000000000005,MULTI
31004_20081120_1200_12,1,True,False,False,0,0,0.0,183.79999999999995,1.8000000000000114,1.8000000000000114,183.79999999999995,G
31004_20081121_1200_12,2,False,False,True,0,1,1152.9,1399.9,1.1999999999999922,1.200000000000017,317.59999999999945,MULTI
31004_20081123_1200_12,1,True,False,False,0,0,0.0,746.4000000000001,6.800000000000008,6.800000000000008,746.4000000000001,G
31004_20081124_1200_12,2,True,False,True,0,0,0.0,369.29999999999995,5.199999999999989,5.199999999999989,369.29999999999995,G+HE
31004_20081125_1200_12,2,False,False,True,0,0,830.7,1459.3000000000002,2.400000000000002,2.400000000000002,628.6000000000001,MULTI
31004_20081129_1200_12,1,True,False,False,0,0,0.0,583.4000000000001,5.800000000000011,5.800000000000011,583.4000000000001,G
31004_20081209_1200_12,1,True,False,False,0,0,0.0,285.1,4.0,4.0,285.1,G
31004_20081207_1200_12,2,True,False,True,0,0,0.0,232.29999999999995,0.8000000000000114,0.8000000000000114,232.29999999999995,G+HE
31004_20081126_1200_12,2,True,False,True,0,0,0.0,671.4000000000001,5.0,5.0,671.4000000000001,G+HE
31004_20081130_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081201_1200_12,1,True,False,False,0,0,0.0,305.70000000000005,4.799999999999983,4.799999999999983,305.70000000000005,G
31004_20081208_1200_12,1,False,False,True,0,0,1955.3000000000002,2028.1,0.8000000000000114,0.8000000000000114,72.79999999999973,HE
31004_20081128_1200_12,2,True,False,True,0,0,0.0,200.60000000000002,3.2000000000000135,3.2000000000000135,200.60000000000002,G+HE
31004_20081202_1200_12,1,False,False,True,0,0,629.5999999999999,1975.1999999999998,3.399999999999981,3.399999999999981,1345.6,HE
31004_20081205_1200_12,2,True,False,True,0,0,0.0,1247.9,8.599999999999994,8.599999999999994,1247.9,G+HE
31004_20081204_1200_12,2,True,False,True,0,1,0.0,179.5,4.600000000000023,5.200000000000017,1189.2,G+HE
31004_20081127_1200_12,0,False,False,False,,,,,,,,NONE
31004_20081203_1200_12,2,True,False,True,0,0,0.0,518.4000000000001,7.799999999999983,7.799999999999983,518.4000000000001,G+HE
31004_20081206_1200_12,1,True,False,False,0,0,0.0,158.10000000000002,2.2000000000000135,2.2000000000000135,158.10000000000002,G
31004_20081210_1200_12,2,True,False,True,0,0,0.0,146.79999999999995,2.3999999999999773,2.3999999999999773,146.79999999999995,G+HE
31004_20081214_1200_12,1,True,False,False,0,0,0.0,392.4000000000001,6.199999999999989,6.199999999999989,392.4000000000001,G
31004_20081212_1200_12,1,False,False,True,0,0,1046.4,1406.4,1.0,1.0,360.0,HE
31004_20081211_1200_12,1,False,False,True,0,0,352.5,597.3,1.0,1.0,244.79999999999995,HE
31004_20081220_1200_12,2,False,True,True,0,0,145.60000000000002,894.5999999999999,5.0,5.0,748.9999999999999,E+HE
31004_20081215_1200_12,2,True,False,True,0,0,0.0,328.9,8.0,8.0,328.9,G+HE
31004_20081222_1200_12,1,False,False,True,0,0,1421.3000000000002,1635.3000000000002,2.600000000000019,2.600000000000019,214.0,HE
31004_20081221_1200_12,2,False,False,True,0,0,1502.9,1957.3000000000002,8.399999999999977,8.399999999999977,454.4000000000001,MULTI
31004_20081216_1200_12,2,True,False,True,0,1,0.0,39.60000000000002,0.4000000000000057,3.0,1135.4,G+HE
31004_20081213_1200_12,2,False,False,True,0,1,1955.3000000000002,2122.5,0.4000000000000057,2.1999999999999886,58.900000000000546,MULTI
31004_20081219_1200_12,2,True,False,True,0,1,0.0,139.5,1.5999999999999943,6.799999999999983,1314.8000000000002,G+HE
31004_20081218_1200_12,1,True,False,False,0,0,0.0,1004.9000000000001,6.599999999999994,6.599999999999994,1004.9000000000001,G
31004_20081217_1200_12,2,True,False,True,0,0,0.0,483.29999999999995,3.7999999999999865,3.7999999999999865,483.29999999999995,G+HE
31004_20081223_1200_12,2,False,True,True,0,0,118.5,1038.1,5.0,5.0,919.5999999999999,E+HE
31004_20081224_1200_12,1,False,False,True,0,0,795.0,2064.3,7.400000000000006,7.400000000000006,1269.3000000000002,HE
31004_20081226_1200_12,2,True,False,True,0,0,0.0,301.79999999999995,3.8000000000000114,3.8000000000000114,301.79999999999995,G+HE
31004_20081225_1200_12,2,True,False,True,0,0,0.0,1851.6999999999998,7.0,7.0,1851.6999999999998,G+HE
31004_20081227_1200_12,3,True,False,True,0,0,0.0,180.89999999999998,5.400000000000002,5.400000000000002,180.89999999999998,MULTI
31004_20090102_0000_00,1,True,False,False,0,0,0.0,588.3,7.600000000000021,7.600000000000021,588.3,G
31004_20081230_1200_12,2,True,False,True,0,0,0.0,188.20000000000005,3.399999999999981,3.399999999999981,188.20000000000005,G+HE
31004_20081228_1200_12,3,True,False,True,0,1,0.0,165.60000000000002,0.4000000000000057,1.1999999999999922,133.0,MULTI
31004_20081231_1200_12,1,True,False,False,0,0,0.0,819.3,14.599999999999994,14.599999999999994,819.3,G
31004_20090101_0000_00,1,True,False,False,0,0,0.0,792.3,13.199999999999989,13.199999999999989,792.3,G
31004_20090104_0000_00,2,False,False,True,0,1,1268.5,2027.5,0.6000000000000192,3.5999999999999943,252.09999999999945,MULTI
31004_20081229_1200_12,2,True,False,True,0,0,0.0,226.29999999999995,5.199999999999989,5.199999999999989,226.29999999999995,G+HE
31004_20090103_0000_00,1,False,False,True,0,0,864.4000000000001,1129.7,1.3999999999999808,1.3999999999999808,265.29999999999995,HE
31004_20090105_0000_00,1,False,False,True,0,0,1047.5,1278.6,0.4000000000000057,0.4000000000000057,231.0999999999999,HE
31004_20090106_0000_00,1,True,False,False,0,0,0.0,714.5,8.199999999999989,8.199999999999989,714.5,G
31004_20090107_0000_00,1,True,False,False,0,0,0.0,1564.8000000000002,17.599999999999966,17.599999999999966,1564.8000000000002,G
31004_20090110_0000_00,3,True,False,True,0,0,0.0,521.2,5.0,5.0,521.2,MULTI
31004_20090109_0000_00,3,True,False,True,0,1,0.0,436.20000000000005,4.0,5.200000000000017,627.6999999999998,MULTI
31004_20090108_0000_00,1,True,False,False,0,0,0.0,1758.3000000000002,11.599999999999994,11.599999999999994,1758.3000000000002,G
31004_20090111_0000_00,2,True,False,True,0,0,0.0,824.8,2.2000000000000135,2.2000000000000135,824.8,G+HE
31004_20090115_0000_00,1,False,False,True,0,0,651.5999999999999,702.3,1.0,1.0,50.700000000000045,HE
31004_20090112_0000_00,1,False,False,True,0,0,1386.3000000000002,1772.5,0.5999999999999943,0.5999999999999943,386.1999999999998,HE
31004_20090113_0000_00,1,True,False,False,0,0,0.0,792.3,4.199999999999989,4.199999999999989,792.3,G
31004_20090118_0000_00,1,True,False,False,0,0,0.0,671.4000000000001,3.4000000000000057,3.4000000000000057,671.4000000000001,G
31004_20090114_0000_00,1,True,False,False,0,0,0.0,718.3,5.400000000000006,5.400000000000006,718.3,G
31004_20090117_0000_00,1,True,False,False,0,0,0.0,220.5,4.000000000000027,4.000000000000027,220.5,G
31004_20090116_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090119_0000_00,2,True,False,True,0,0,7.600000000000023,137.60000000000002,1.8000000000000078,1.8000000000000078,130.0,G+HE
31004_20090120_0000_00,2,False,True,True,0,1,47.5,1220.1,1.4000000000000057,3.200000000000017,2.5,E+HE
31004_20090202_0000_00,1,True,False,False,0,0,0.0,1025.3,3.0,3.0,1025.3,G
31004_20090127_0000_00,2,True,False,True,0,0,0.0,765.5,9.800000000000011,9.800000000000011,765.5,G+HE
31004_20090128_0000_00,2,True,False,True,0,0,0.0,870.0999999999999,11.0,11.0,870.0999999999999,G+HE
31004_20090122_0000_00,1,True,False,False,0,0,0.0,150.60000000000002,2.0,2.0,150.60000000000002,G
31004_20090130_0000_00,4,True,False,True,0,0,0.0,281.1,6.799999999999983,6.799999999999983,281.1,MULTI
31004_20090203_0000_00,1,True,False,False,0,0,0.0,811.0999999999999,3.599999999999998,3.599999999999998,811.0999999999999,G
31004_20090131_0000_00,1,True,False,False,0,0,0.0,225.79999999999995,10.200000000000017,10.200000000000017,225.79999999999995,G
31004_20090126_0000_00,2,True,False,True,0,1,0.0,361.9000000000001,1.8000000000000078,3.399999999999981,808.7999999999997,G+HE
31004_20090124_0000_00,1,False,False,True,0,0,500.70000000000005,2012.3000000000002,7.0,7.0,1511.6000000000001,HE
31004_20090121_0000_00,2,True,False,True,0,0,0.0,516.3,3.399999999999981,3.399999999999981,516.3,G+HE
31004_20090201_0000_00,2,True,False,True,0,1,0.0,457.20000000000005,1.200000000000017,2.0,785.3000000000002,G+HE
31004_20090129_0000_00,3,True,False,True,0,0,0.0,717.5,12.60000000000002,12.60000000000002,717.5,MULTI
31004_20090123_0000_00,2,True,False,True,0,1,0.0,154.39999999999998,2.800000000000008,7.0,249.19999999999982,G+HE
31004_20090125_0000_00,1,False,False,True,0,0,828.3,1547.1,11.399999999999977,11.399999999999977,718.8,HE
31004_20090207_0000_00,2,True,False,True,0,0,28.600000000000023,645.4000000000001,2.5999999999999943,2.5999999999999943,616.8000000000001,G+HE
31004_20090210_0000_00,1,True,False,False,0,0,0.0,939.4000000000001,9.0,9.0,939.4000000000001,G
31004_20090204_0000_00,2,True,False,True,0,0,0.0,285.1,7.599999999999998,7.599999999999998,285.1,G+HE
31004_20090206_0000_00,2,True,False,True,0,1,0.0,238.79999999999995,1.6000000000000192,3.0,38.400000000000546,G+HE
31004_20090208_0000_00,1,True,False,False,0,0,0.0,389.4000000000001,8.800000000000011,8.800000000000011,389.4000000000001,G
31004_20090209_0000_00,1,True,False,False,0,0,0.0,1051.7,5.199999999999992,5.199999999999992,1051.7,G
31004_20090212_0000_00,1,True,False,False,0,0,0.0,1586.9,9.400000000000006,9.400000000000006,1586.9,G
31004_20090215_0000_00,1,False,False,True,0,0,588.3,1985.4,11.800000000000011,11.800000000000011,1397.1000000000001,HE
31004_20090213_0000_00,1,True,False,False,0,0,0.0,1087.3,14.400000000000002,14.400000000000002,1087.3,G
31004_20090205_0000_00,1,True,False,False,0,0,0.0,594.8,8.199999999999989,8.199999999999989,594.8,G
31004_20090211_0000_00,3,True,False,True,0,0,0.0,1562.6,5.599999999999994,5.599999999999994,1562.6,MULTI
31004_20090214_0000_00,2,False,False,True,0,0,254.39999999999998,1619.8000000000002,9.599999999999994,9.599999999999994,1365.4,MULTI
31004_20090216_0000_00,1,False,False,True,0,0,969.5,2019.4,10.599999999999994,10.599999999999994,1049.9,HE
31004_20090217_0000_00,2,True,False,True,0,1,0.0,344.0999999999999,3.200000000000017,3.799999999999983,1446.2999999999997,G+HE
31004_20090218_0000_00,2,False,False,True,0,0,1048.7,1845.1999999999998,3.5999999999999943,3.5999999999999943,796.4999999999998,MULTI
31004_20090220_0000_00,1,True,False,False,0,0,0.0,436.79999999999995,5.599999999999994,5.599999999999994,436.79999999999995,G
31004_20090221_0000_00,1,True,False,False,0,0,0.0,324.6,5.800000000000011,5.800000000000011,324.6,G
31004_20090219_0000_00,2,True,False,True,0,0,0.0,109.0,1.5999999999999943,1.5999999999999943,109.0,G+HE
31004_20090222_0000_00,1,True,False,False,0,0,0.0,429.20000000000005,4.400000000000006,4.400000000000006,429.20000000000005,G
31004_20090225_0000_00,2,True,False,True,0,0,0.0,421.0999999999999,1.1999999999999886,1.1999999999999886,421.0999999999999,G+HE
31004_20090224_0000_00,3,False,False,True,0,0,1951.1999999999998,2073.9,0.8000000000000114,0.8000000000000114,122.70000000000027,MULTI
31004_20090223_0000_00,1,False,False,True,0,0,1424.1,1951.3000000000002,2.3999999999999773,2.3999999999999773,527.2000000000003,HE
31004_20090227_0000_00,1,True,False,False,0,0,0.0,266.20000000000005,1.5999999999999943,1.5999999999999943,266.20000000000005,G
31004_20090226_0000_00,1,False,False,True,0,0,4320.5,4498.8,2.0,2.0,178.30000000000018,HE
31004_20090301_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090228_0000_00,2,False,False,True,0,1,804.7,1499.5,1.3999999999999808,3.0,29.5,MULTI
31004_20090302_0000_00,1,True,False,False,0,0,0.0,295.0,0.5999999999999659,0.5999999999999659,295.0,G
31004_20090303_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090304_0000_00,1,True,False,False,0,0,0.0,230.79999999999995,2.1999999999999886,2.1999999999999886,230.79999999999995,G
31004_20090305_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090306_0000_00,1,True,False,False,0,0,0.0,275.79999999999995,9.60000000000002,9.60000000000002,275.79999999999995,G
31004_20090307_0000_00,1,True,False,False,0,0,0.0,192.89999999999998,7.0,7.0,192.89999999999998,G
31004_20090308_0000_00,2,False,False,True,0,0,532.0999999999999,1580.5,9.800000000000008,9.800000000000008,1048.4,MULTI
31004_20090311_0000_00,2,True,False,True,0,0,0.0,118.20000000000005,5.399999999999977,5.399999999999977,118.20000000000005,G+HE
31004_20090309_0000_00,2,False,False,True,0,1,1272.8,1903.6,0.4000000000000057,4.0,120.59999999999945,MULTI
31004_20090314_0000_00,1,True,False,False,0,0,0.0,194.60000000000002,2.0,2.0,194.60000000000002,G
31004_20090310_0000_00,2,True,False,True,0,0,0.0,321.70000000000005,5.800000000000011,5.800000000000011,321.70000000000005,G+HE
31004_20090312_0000_00,1,False,False,True,0,0,4430.6,4710.5,1.5999999999999943,1.5999999999999943,279.89999999999964,HE
31004_20090316_0000_00,1,False,False,True,0,0,974.8,1691.1999999999998,3.399999999999981,3.399999999999981,716.3999999999999,HE
31004_20090313_0000_00,2,False,False,True,0,1,2023.3000000000002,2722.2,1.1999999999999886,2.8000000000000114,52.899999999999636,MULTI
31004_20090317_0000_00,2,True,False,True,0,0,6.600000000000023,571.2,2.1999999999999886,2.1999999999999886,564.6,G+HE
31004_20090315_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090321_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090322_0000_00,2,True,False,True,0,1,0.0,90.29999999999995,1.1999999999999886,2.4000000000000057,908.1000000000004,G+HE
31004_20090320_0000_00,1,True,False,False,0,0,0.0,247.60000000000002,4.199999999999989,4.199999999999989,247.60000000000002,G
31004_20090318_0000_00,1,True,False,False,0,0,0.0,191.60000000000002,5.0,5.0,191.60000000000002,G
31004_20090324_0000_00,4,True,False,True,0,0,0.0,282.0,3.5999999999999943,3.5999999999999943,282.0,MULTI
31004_20090328_0000_00,3,True,False,True,0,0,0.0,161.39999999999998,2.6000000000000245,2.6000000000000245,161.39999999999998,MULTI
31004_20090325_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090331_0000_00,1,False,False,True,0,0,949.7,1199.0,1.0,1.0,249.29999999999995,HE
31004_20090330_0000_00,3,True,False,True,0,0,0.0,611.4000000000001,1.8000000000000114,1.8000000000000114,611.4000000000001,MULTI
31004_20090319_0000_00,1,True,False,False,0,0,0.0,163.5,2.399999999999981,2.399999999999981,163.5,G
31004_20090323_0000_00,3,True,False,True,0,2,0.0,524.0,2.0,2.5999999999999943,92.69999999999982,MULTI
31004_20090329_0000_00,2,True,False,True,0,0,0.0,506.29999999999995,5.599999999999968,5.599999999999968,506.29999999999995,G+HE
31004_20090327_0000_00,1,False,False,True,0,0,4650.8,4837.4,1.0,1.0,186.59999999999945,HE
31004_20090326_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090401_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090408_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090406_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090402_0000_00,1,False,False,True,0,0,2558.7,3026.3,1.0,1.0,467.60000000000036,HE
31004_20090403_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090404_0000_00,1,False,False,True,0,0,4520.7,4556.0,2.799999999999983,2.799999999999983,35.30000000000018,HE
31004_20090414_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090412_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090409_0000_00,1,False,False,True,0,0,4480.7,4546.0,2.0,2.0,65.30000000000018,HE
31004_20090415_0000_00,2,False,False,True,0,1,2071.4,2112.4,1.1999999999999886,1.4000000000000057,76.0,MULTI
31004_20090407_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090405_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090411_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090410_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090416_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090421_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090422_0000_00,2,True,False,True,0,0,0.0,147.5,0.6000000000000227,0.6000000000000227,147.5,G+HE
31004_20090419_0000_00,1,False,False,True,0,0,1351.6,1600.6,0.3999999999999755,0.3999999999999755,249.0,HE
31004_20090426_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090420_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090423_0000_00,1,False,False,True,0,0,2852.1,3238.4,1.1999999999999886,1.1999999999999886,386.3000000000002,HE
31004_20090418_0000_00,1,False,False,True,0,0,703.7,989.2,0.39999999999997726,0.39999999999997726,285.5,HE
31004_20090427_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090417_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090428_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090429_0000_00,1,False,False,True,0,0,4720.9,4852.5,0.4000000000000057,0.4000000000000057,131.60000000000036,HE
31004_20090424_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090425_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090430_0000_00,1,False,False,True,0,0,2209.4,2270.3,0.39999999999997726,0.39999999999997726,60.90000000000009,HE
31004_20090504_0000_00,1,False,False,True,0,0,1024.6,1277.1,0.39999999999997726,0.39999999999997726,252.5,HE
31004_20090503_0000_00,1,False,False,True,0,0,4630.8,4829.5,0.4000000000000057,0.4000000000000057,198.69999999999982,HE
31004_20090506_0000_00,0,False,False,False,,,,,,,,NONE
31004_20090505_0000_00,0,False,False,False,,,,,,,,NONE
