profile_id,year,month,cycle,season,gamma_local_c_100m,z_mid_agl_m,dz_m,dt_c
31004_19991009_1200_12,1999,10,12,SON,-0.5094243504839526,2942.65,196.30000000000018,-1.0
31004_19991009_1200_12,1999,10,12,SON,-0.4694835680751174,3147.3,213.0,-1.0
31004_19991009_1200_12,1999,10,12,SON,-0.6915531719709256,3962.3500000000004,1417.0999999999995,-9.799999999999983
31004_19991009_1200_12,1999,10,12,SON,1.9867549668873505,4686.0,30.200000000000728,0.5999999999999943
31004_19991010_1200_12,1999,10,12,SON,1.0886469673406174,64.29999999999995,128.60000000000002,1.400000000000034
31004_19991010_1200_12,1999,10,12,SON,0.0,231.29999999999995,205.39999999999998,0.0
31004_19991010_1200_12,1999,10,12,SON,-0.5664877757901113,501.70000000000005,335.4000000000001,-1.900000000000034
31004_19991010_1200_12,1999,10,12,SON,-0.8727907484180668,1127.7,916.5999999999999,-8.0
31004_19991010_1200_12,1999,10,12,SON,-0.46382189239332117,1693.8000000000002,215.5999999999999,-1.0
31004_19991010_1200_12,1999,10,12,SON,-0.19129603060735326,1906.1499999999996,209.0999999999999,-0.3999999999999755
31004_19991010_1200_12,1999,10,12,SON,-0.7117437722419856,2095.0,168.60000000000036,-1.1999999999999904
31004_19991010_1200_12,1999,10,12,SON,1.7804154302669708,2196.15,33.69999999999982,0.5999999999999659
31004_19991010_1200_12,1999,10,12,SON,-0.700190961171228,3155.6,1885.1999999999998,-13.199999999999989
31004_19991010_1200_12,1999,10,12,SON,-1.0825912345032287,4384.549999999999,572.6999999999998,-6.199999999999989
31004_19991011_1200_12,1999,10,12,SON,-0.06255864873319268,319.70000000000005,639.4000000000001,-0.4000000000000341
31004_19991011_1200_12,1999,10,12,SON,-0.1316135825217163,1019.3,759.7999999999997,-1.0
31004_19991011_1200_12,1999,10,12,SON,-0.19870839542969543,1499.85,201.30000000000018,-0.39999999999997726
31004_19991011_1200_12,1999,10,12,SON,-0.3698566805362971,1708.65,216.30000000000018,-0.8000000000000114
31004_19991011_1200_12,1999,10,12,SON,-0.7007299270072931,1988.0500000000002,342.5,-2.399999999999979
31004_19991011_1200_12,1999,10,12,SON,-0.5617977528089888,2604.3,890.0,-5.0
31004_19991011_1200_12,1999,10,12,SON,-0.37558685446009843,3155.8,213.0,-0.8000000000000096
31004_19991011_1200_12,1999,10,12,SON,-0.6598535447010556,3883.6499999999996,1242.6999999999998,-8.200000000000017
31004_19991011_1200_12,1999,10,12,SON,-1.591813530415004,4592.95,175.89999999999964,-2.7999999999999865
31004_19991011_1200_12,1999,10,12,SON,4.225352112675948,4695.1,28.400000000000546,1.1999999999999922
31004_19991012_1200_12,1999,10,12,SON,-1.020408163265238,9.799999999999955,19.600000000000023,-0.19999999999998685
31004_19991012_1200_12,1999,10,12,SON,-1.1049723756905987,73.90000000000009,108.60000000000002,-1.1999999999999904
31004_19991012_1200_12,1999,10,12,SON,-0.8283132530120545,393.8000000000002,531.2,-4.400000000000034
31004_19991012_1200_12,1999,10,12,SON,-0.388486667843897,942.5500000000002,566.3,-2.1999999999999886
31004_19991012_1200_12,1999,10,12,SON,0.18373909049150464,1334.5500000000002,217.70000000000005,0.4000000000000057
31004_19991012_1200_12,1999,10,12,SON,0.0,1554.6000000000004,222.4000000000001,0.0
31004_19991012_1200_12,1999,10,12,SON,-0.28122802906022715,1879.15,426.6999999999998,-1.1999999999999886
31004_19991012_1200_12,1999,10,12,SON,0.7462686567163704,2105.9,26.800000000000182,0.19999999999998863
31004_19991012_1200_12,1999,10,12,SON,0.19354838709677694,2429.3,620.0,1.200000000000017
31004_19991012_1200_12,1999,10,12,SON,-0.3689149089742581,3362.75,1246.8999999999996,-4.600000000000023
31004_19991012_1200_12,1999,10,12,SON,-1.0413276928083268,4293.5,614.6000000000004,-6.399999999999981
31004_19991013_1200_12,1999,10,12,SON,0.0,34.799999999999955,69.60000000000002,0.0
31004_19991013_1200_12,1999,10,12,SON,0.0,103.0,66.79999999999995,0.0
31004_19991013_1200_12,1999,10,12,SON,-0.7329842931937202,422.9000000000001,573.0000000000001,-4.200000000000017
31004_19991013_1200_12,1999,10,12,SON,0.0,758.4000000000001,98.0,0.0
31004_19991013_1200_12,1999,10,12,SON,0.1821908449100459,1026.95,439.0999999999999,0.8000000000000114
31004_19991013_1200_12,1999,10,12,SON,-0.46521931767833585,1697.9,902.8000000000002,-4.200000000000017
31004_19991013_1200_12,1999,10,12,SON,-0.19029495718363462,2674.8,1051.0,-2.0
31004_19991013_1200_12,1999,10,12,SON,-0.6954002173125675,3890.55,1380.5,-9.599999999999994
31004_19991014_1200_12,1999,10,12,SON,-0.8032128514056337,49.799999999999955,99.60000000000002,-0.8000000000000114
31004_19991014_1200_12,1999,10,12,SON,-0.5524861878452735,117.70000000000005,36.19999999999993,-0.19999999999998863
31004_19991014_1200_12,1999,10,12,SON,-0.8423180592991912,432.5999999999999,593.6000000000001,-5.0
31004_19991014_1200_12,1999,10,12,SON,-0.3008649868371558,995.3000000000002,531.8,-1.5999999999999943
31004_19991014_1200_12,1999,10,12,SON,1.1121408711770187,1369.1,215.79999999999995,2.4000000000000057
31004_19991014_1200_12,1999,10,12,SON,0.906618313689937,1587.3000000000002,220.5999999999999,2.0
31004_19991014_1200_12,1999,10,12,SON,0.3727865796831369,1804.8999999999996,214.5999999999999,0.8000000000000114
31004_19991014_1200_12,1999,10,12,SON,-0.1823154056517801,2021.8999999999996,219.4000000000001,-0.4000000000000057
31004_19991014_1200_12,1999,10,12,SON,-3.7735849056603796,2155.45,47.70000000000027,-1.8000000000000114
31004_19991014_1200_12,1999,10,12,SON,-0.626393460027603,3121.2000000000003,1883.8000000000002,-11.799999999999986
31004_19991014_1200_12,1999,10,12,SON,-1.4402122418040595,4326.950000000001,527.6999999999998,-7.600000000000019
31004_19991016_1200_12,1999,10,12,SON,-0.5747126436782072,34.799999999999955,69.60000000000002,-0.40000000000003233
31004_19991016_1200_12,1999,10,12,SON,-0.3460207612456523,98.5,57.799999999999955,-0.19999999999998685
31004_19991016_1200_12,1999,10,12,SON,-0.6529209621993148,418.4000000000001,582.0000000000001,-3.800000000000013
31004_19991016_1200_12,1999,10,12,SON,-0.6072874493927071,857.5999999999999,296.39999999999986,-1.799999999999983
31004_19991016_1200_12,1999,10,12,SON,0.11440338634023241,1442.85,874.1000000000001,0.9999999999999716
31004_19991016_1200_12,1999,10,12,SON,-0.6219765031098764,2024.6000000000004,289.4000000000001,-1.799999999999983
31004_19991016_1200_12,1999,10,12,SON,-0.28414856910899,2662.0,985.3999999999996,-2.7999999999999865
31004_19991016_1200_12,1999,10,12,SON,-0.557620817843866,3369.9,430.40000000000055,-2.400000000000002
31004_19991016_1200_12,1999,10,12,SON,-0.6372501689678477,4102.950000000001,1035.6999999999998,-6.599999999999998
31004_19991016_1200_12,1999,10,12,SON,0.27014858171994566,4731.85,222.09999999999945,0.5999999999999979
31004_19991017_1200_12,1999,10,12,SON,2.0833333333331914,4.7999999999999545,9.600000000000023,0.19999999999998685
31004_19991017_1200_12,1999,10,12,SON,1.3479359730413005,68.95000000000005,118.69999999999993,1.6000000000000227
31004_19991017_1200_12,1999,10,12,SON,-0.6025230653360929,393.8499999999999,531.1000000000001,-3.1999999999999904
31004_19991017_1200_12,1999,10,12,SON,-0.2615404733882569,1041.75,764.6999999999998,-2.0
31004_19991017_1200_12,1999,10,12,SON,0.18912529550826515,1529.85,211.5,0.3999999999999808
31004_19991017_1200_12,1999,10,12,SON,-0.5161802660313725,1887.4499999999998,503.7000000000003,-2.6000000000000245
31004_19991017_1200_12,1999,10,12,SON,-0.42453831458288904,2845.9500000000003,1413.3000000000002,-5.999999999999972
31004_19991017_1200_12,1999,10,12,SON,-0.7560007560007561,4081.7000000000007,1058.1999999999998,-8.0
31004_19991018_1200_12,1999,10,12,SON,-0.8347245409015028,59.89999999999998,119.79999999999995,-1.0
31004_19991018_1200_12,1999,10,12,SON,-0.4618937644341756,379.5999999999999,519.6000000000001,-2.3999999999999773
31004_19991018_1200_12,1999,10,12,SON,-0.5134348793428032,1223.7,1168.6,-5.999999999999998
31004_19991018_1200_12,1999,10,12,SON,-0.9055236945366733,1973.65,331.3000000000002,-3.0
31004_19991018_1200_12,1999,10,12,SON,-0.5482945489321005,2923.55,1568.5,-8.599999999999996
31004_19991018_1200_12,1999,10,12,SON,-0.8324205914567357,4164.3,913.0,-7.599999999999998
31004_19991019_1200_12,1999,10,12,SON,-2.013422818792019,29.799999999999955,59.60000000000002,-1.2000000000000437
31004_19991019_1200_12,1999,10,12,SON,-1.7673048600883492,93.54999999999995,67.89999999999998,-1.1999999999999886
31004_19991019_1200_12,1999,10,12,SON,-0.39152874176899594,408.45000000000005,561.9000000000001,-2.1999999999999886
31004_19991019_1200_12,1999,10,12,SON,-0.254000508001016,1083.1000000000001,787.4000000000001,-2.0
31004_19991019_1200_12,1999,10,12,SON,0.3195617438940895,1695.8500000000004,438.0999999999999,1.4000000000000057
31004_19991019_1200_12,1999,10,12,SON,0.5870841487279785,2017.1000000000004,204.4000000000001,1.1999999999999886
31004_19991019_1200_12,1999,10,12,SON,0.04561003420752873,2338.55,438.5,0.2000000000000135
31004_19991019_1200_12,1999,10,12,SON,-0.3154076644062451,3191.9,1268.1999999999998,-4.0
31004_19991019_1200_12,1999,10,12,SON,-0.9937238493723872,4208.4,764.8000000000002,-7.600000000000019
31004_19991020_1200_12,1999,10,12,SON,1.507537688442232,39.799999999999955,79.60000000000002,1.200000000000017
31004_19991020_1200_12,1999,10,12,SON,0.43103448275861667,218.79999999999995,278.4,1.1999999999999886
31004_19991020_1200_12,1999,10,12,SON,-0.4413062665489852,471.29999999999995,226.5999999999999,-1.0
31004_19991020_1200_12,1999,10,12,SON,-0.4807692307692255,647.0,124.80000000000018,-0.5999999999999943
31004_19991020_1200_12,1999,10,12,SON,0.0,762.8499999999999,106.89999999999986,0.0
31004_19991020_1200_12,1999,10,12,SON,-0.5407029137879235,1149.1999999999998,665.8,-3.5999999999999943
31004_19991020_1200_12,1999,10,12,SON,0.5420054200541952,1592.8000000000002,221.4000000000001,1.1999999999999886
31004_19991020_1200_12,1999,10,12,SON,-0.09394081728511168,1916.4,425.8000000000002,-0.4000000000000057
31004_19991020_1200_12,1999,10,12,SON,-0.9478672985781492,2139.8500000000004,21.09999999999991,-0.19999999999998863
31004_19991020_1200_12,1999,10,12,SON,0.0934142923867299,2257.45,214.0999999999999,0.19999999999998863
31004_19991020_1200_12,1999,10,12,SON,-0.3669243873673172,3127.6,1526.1999999999998,-5.599999999999994
31004_19991020_1200_12,1999,10,12,SON,-1.2812499999999982,4210.7,640.0,-8.199999999999989
31004_19991021_1200_12,1999,10,12,SON,0.0,67.60000000000002,135.20000000000005,0.0
31004_19991021_1200_12,1999,10,12,SON,-4.651162790697459,137.35000000000002,4.2999999999999545,-0.19999999999998863
31004_19991021_1200_12,1999,10,12,SON,-0.4539264639128462,359.79999999999995,440.5999999999999,-2.0
31004_19991021_1200_12,1999,10,12,SON,0.5285412262156447,674.6999999999998,189.20000000000005,1.0
31004_19991021_1200_12,1999,10,12,SON,0.5502461627570203,1114.6,690.6000000000001,3.799999999999983
31004_19991021_1200_12,1999,10,12,SON,0.0,1676.1999999999998,432.5999999999999,0.0
31004_19991021_1200_12,1999,10,12,SON,0.0,2065.95,346.9000000000001,0.0
31004_19991021_1200_12,1999,10,12,SON,0.2797202797202638,2275.15,71.5,0.19999999999998863
31004_19991021_1200_12,1999,10,12,SON,-0.2841178141869468,2838.8500000000004,1055.9,-2.9999999999999716
31004_19991021_1200_12,1999,10,12,SON,-0.8210541749138642,4048.8500000000004,1364.0999999999995,-11.200000000000017
31004_19991022_1200_12,1999,10,12,SON,5.852842809364548,59.799999999999955,119.60000000000002,7.0
31004_19991022_1200_12,1999,10,12,SON,0.1758241758241909,233.3499999999999,227.4999999999999,0.4000000000000341
31004_19991022_1200_12,1999,10,12,SON,-0.04627487274409732,563.1999999999998,432.20000000000005,-0.19999999999998863
31004_19991022_1200_12,1999,10,12,SON,-0.21064726158560376,1301.5,1044.3999999999999,-2.2000000000000455
31004_19991022_1200_12,1999,10,12,SON,-0.34356882112947496,2056.55,465.7000000000003,-1.599999999999966
31004_19991022_1200_12,1999,10,12,SON,-0.42590949423248164,2571.15,563.5,-2.400000000000034
31004_19991022_1200_12,1999,10,12,SON,-0.5795701521371591,3059.95,414.0999999999999,-2.3999999999999755
31004_19991022_1200_12,1999,10,12,SON,-0.518975024326953,3575.3,616.6000000000004,-3.199999999999994
31004_19991022_1200_12,1999,10,12,SON,-0.3328578221588217,4093.8999999999996,420.59999999999945,-1.4000000000000021
31004_19991022_1200_12,1999,10,12,SON,-0.24319066147859933,4509.799999999999,411.1999999999998,-1.0
31004_19991022_1200_12,1999,10,12,SON,-1.673640167364008,4763.2,95.60000000000036,-1.5999999999999979
31004_19991113_1200_12,1999,11,12,SON,0.7412898443291328,67.45000000000005,134.89999999999998,1.0
31004_19991113_1200_12,1999,11,12,SON,0.0,142.20000000000005,14.600000000000023,0.0
31004_19991113_1200_12,1999,11,12,SON,-0.4591669399803233,454.4000000000001,609.8,-2.8000000000000114
31004_19991113_1200_12,1999,11,12,SON,-0.22462732285072382,1249.0,979.3999999999999,-2.1999999999999886
31004_19991113_1200_12,1999,11,12,SON,0.17777777777777873,1851.1999999999998,225.0,0.40000000000000213
31004_19991113_1200_12,1999,11,12,SON,-0.30674846625767793,2061.5,195.60000000000036,-0.6000000000000192
31004_19991113_1200_12,1999,11,12,SON,-0.22953328232593695,2943.5,1568.3999999999996,-3.5999999999999943
31004_19991113_1200_12,1999,11,12,SON,-0.8468244084682419,4129.2,803.0,-6.799999999999983
31004_19991114_1200_12,1999,11,12,SON,-0.5917159763313665,67.60000000000002,135.20000000000005,-0.8000000000000078
31004_19991114_1200_12,1999,11,12,SON,-4.6511627906975415,137.35000000000002,4.2999999999999545,-0.19999999999999218
31004_19991114_1200_12,1999,11,12,SON,-0.48402710551790906,449.4000000000001,619.8,-3.0
31004_19991114_1200_12,1999,11,12,SON,-0.28996013048206143,897.25,275.9000000000001,-0.8000000000000078
31004_19991114_1200_12,1999,11,12,SON,0.27235587834770514,1145.35,220.29999999999995,0.5999999999999943
31004_19991114_1200_12,1999,11,12,SON,-0.4704498676859732,1595.6,680.1999999999998,-3.1999999999999886
31004_19991114_1200_12,1999,11,12,SON,0.36529680365296024,2045.1999999999998,219.0,0.799999999999983
31004_19991114_1200_12,1999,11,12,SON,-2.7397260273970607,2162.0,14.600000000000364,-0.3999999999999808
31004_19991114_1200_12,1999,11,12,SON,-0.0468493792457282,2382.75,426.89999999999964,-0.2000000000000135
31004_19991114_1200_12,1999,11,12,SON,0.449640287769784,2707.3999999999996,222.4000000000001,1.0
31004_19991114_1200_12,1999,11,12,SON,-0.7076817714872733,3694.7,1752.2000000000003,-12.400000000000006
31004_19991114_1200_12,1999,11,12,SON,0.9104704097116909,4669.65,197.69999999999982,1.8000000000000114
31004_19991115_1200_12,1999,11,12,SON,-0.2967359050445121,67.39999999999998,134.79999999999995,-0.40000000000000213
31004_19991115_1200_12,1999,11,12,SON,-1.6194331983805867,147.14999999999998,24.700000000000045,-0.4000000000000057
31004_19991115_1200_12,1999,11,12,SON,-0.41949015811552026,469.4000000000001,619.8,-2.5999999999999943
31004_19991115_1200_12,1999,11,12,SON,0.0,798.1500000000001,37.700000000000045,0.0
31004_19991115_1200_12,1999,11,12,SON,0.08900756564307459,929.3499999999999,224.70000000000005,0.19999999999998863
31004_19991115_1200_12,1999,11,12,SON,-0.2569153035882504,1625.5500000000002,1167.7,-3.0
31004_19991115_1200_12,1999,11,12,SON,-0.24585125998770743,2616.15,813.5,-2.0
31004_19991115_1200_12,1999,11,12,SON,-0.5793815731469228,3816.8500000000004,1587.9,-9.199999999999989
31004_19991115_1200_12,1999,11,12,SON,0.16778523489932753,4789.6,357.59999999999945,0.5999999999999943
31004_19991116_1200_12,1999,11,12,SON,-0.2512562814070186,39.799999999999955,79.60000000000002,-0.19999999999998685
31004_19991116_1200_12,1999,11,12,SON,-0.3533568904593469,107.90000000000009,56.60000000000002,-0.1999999999999904
31004_19991116_1200_12,1999,11,12,SON,-0.36463081130356034,355.5999999999999,438.79999999999995,-1.6000000000000227
31004_19991116_1200_12,1999,11,12,SON,0.13850415512464578,647.2,144.4000000000001,0.19999999999998863
31004_19991116_1200_12,1999,11,12,SON,-0.34917555771095143,977.1500000000001,515.5,-1.7999999999999545
31004_19991116_1200_12,1999,11,12,SON,0.3755868544600859,1447.9,426.0,1.599999999999966
31004_19991116_1200_12,1999,11,12,SON,-0.4920514761544273,1925.1000000000004,528.4000000000001,-2.5999999999999943
31004_19991116_1200_12,1999,11,12,SON,-0.47432460301092966,2674.2,969.7999999999997,-4.599999999999994
31004_19991116_1200_12,1999,11,12,SON,-0.6614024431396376,3899.95,1481.7000000000003,-9.800000000000011
31004_19991117_1200_12,1999,11,12,SON,0.1554001554001479,64.35000000000002,128.70000000000005,0.1999999999999904
31004_19991117_1200_12,1999,11,12,SON,-0.6113715100876302,374.0500000000002,490.70000000000005,-3.0000000000000018
31004_19991117_1200_12,1999,11,12,SON,-0.5454926917966298,1334.3500000000001,1429.9,-7.800000000000011
31004_19991117_1200_12,1999,11,12,SON,1.3192612137203215,2087.2,75.79999999999973,1.0
31004_19991117_1200_12,1999,11,12,SON,-0.5256241787122197,3114.3999999999996,1978.6,-10.399999999999977
31004_19991117_1200_12,1999,11,12,SON,-1.514673398548439,4262.15,316.90000000000055,-4.800000000000011
31004_19991118_1200_12,1999,11,12,SON,0.46439628482973605,64.60000000000002,129.20000000000005,0.6000000000000192
31004_19991118_1200_12,1999,11,12,SON,-0.3911342894393759,359.3000000000002,460.20000000000005,-1.8000000000000078
31004_19991118_1200_12,1999,11,12,SON,-0.5957869352436347,1294.3500000000001,1409.9,-8.400000000000006
31004_19991118_1200_12,1999,11,12,SON,0.12804097311140444,2077.4,156.19999999999982,0.2000000000000135
31004_19991118_1200_12,1999,11,12,SON,-0.5083225356324136,3158.8,2006.6000000000004,-10.200000000000014
31004_19991118_1200_12,1999,11,12,SON,-2.2281167108753257,4256.35,188.5,-4.199999999999989
31004_19991119_1200_12,1999,11,12,SON,4.057971014492752,69.0,138.0,5.599999999999998
31004_19991119_1200_12,1999,11,12,SON,-0.6501950585175551,368.70000000000005,461.4000000000001,-3.0
31004_19991119_1200_12,1999,11,12,SON,-0.6423826556682978,1284.3500000000001,1369.9,-8.800000000000011
31004_19991119_1200_12,1999,11,12,SON,0.16240357287860582,2092.45,246.29999999999973,0.4000000000000057
31004_19991119_1200_12,1999,11,12,SON,-0.5956248646307126,3139.0,1846.7999999999997,-11.0
31004_19991119_1200_12,1999,11,12,SON,-0.951814396192737,4146.45,168.10000000000036,-1.5999999999999943
31004_19991120_1200_12,1999,11,12,SON,4.729729729729745,14.799999999999955,29.600000000000023,1.4000000000000057
31004_19991120_1200_12,1999,11,12,SON,4.279069767441855,83.35000000000002,107.5,4.599999999999994
31004_19991120_1200_12,1999,11,12,SON,-0.43798526776826363,388.25,502.30000000000007,-2.1999999999999886
31004_19991120_1200_12,1999,11,12,SON,-0.29688273132112725,740.45,202.0999999999999,-0.5999999999999979
31004_19991120_1200_12,1999,11,12,SON,0.08729812309035018,956.05,229.0999999999999,0.19999999999999218
31004_19991120_1200_12,1999,11,12,SON,0.0,1187.85,234.5,0.0
31004_19991120_1200_12,1999,11,12,SON,0.0,1419.8000000000002,229.4000000000001,0.0
31004_19991120_1200_12,1999,11,12,SON,0.08928571428570921,1646.5,224.0,0.19999999999998863
