profile_id,year,month,cycle,season,gamma_local_c_100m,z_mid_agl_m,dz_m,dt_c
31004_20050622_1200_12,2005,6,12,JJA,-0.6115223688445464,310.70000000000005,621.4000000000001,-3.8000000000000114
31004_20050622_1200_12,2005,6,12,JJA,-0.5467625899280565,1142.65,1042.5,-5.699999999999989
31004_20050622_1200_12,2005,6,12,JJA,-0.3134796238244558,1919.1000000000004,510.4000000000001,-1.6000000000000227
31004_20050622_1200_12,2005,6,12,JJA,-0.3429691327780491,2786.6000000000004,1224.6,-4.199999999999989
31004_20050622_1200_12,2005,6,12,JJA,-0.4920049200492013,4089.95,1382.1,-6.800000000000011
31004_20050623_0000_00,2005,6,00,JJA,-0.7285397529299913,315.70000000000005,631.4000000000001,-4.599999999999966
31004_20050623_0000_00,2005,6,00,JJA,-0.5439291970130022,1173.75,1084.6999999999998,-5.900000000000034
31004_20050623_0000_00,2005,6,00,JJA,0.5235602094241278,1754.3000000000002,76.40000000000009,0.4000000000000341
31004_20050623_0000_00,2005,6,00,JJA,-0.466562986003113,1985.4,385.8000000000002,-1.800000000000011
31004_20050623_0000_00,2005,6,00,JJA,-0.4414199006805184,2450.15,543.6999999999998,-2.3999999999999777
31004_20050623_0000_00,2005,6,00,JJA,0.0,2918.45,392.9000000000001,0.0
31004_20050623_0000_00,2005,6,00,JJA,-0.5893909626719093,3267.6000000000004,305.4000000000001,-1.8000000000000114
31004_20050623_0000_00,2005,6,00,JJA,-0.108371714982399,3604.8500000000004,369.09999999999945,-0.4000000000000341
31004_20050623_0000_00,2005,6,00,JJA,-0.46349942062571886,3918.8500000000004,258.90000000000055,-1.1999999999999886
31004_20050623_0000_00,2005,6,00,JJA,-0.32238565383839757,4296.450000000001,496.3000000000002,-1.5999999999999677
31004_20050623_0000_00,2005,6,00,JJA,-1.3536379018612728,4662.8,236.39999999999964,-3.2000000000000437
31004_20050623_1200_12,2005,6,12,JJA,-0.45647212259538056,153.35000000000002,306.70000000000005,-1.4000000000000323
31004_20050623_1200_12,2005,6,12,JJA,-0.8946044171093057,485.5500000000002,357.70000000000005,-3.199999999999987
31004_20050623_1200_12,2005,6,12,JJA,-0.8734746307000659,1053.65,778.5,-6.800000000000013
31004_20050623_1200_12,2005,6,12,JJA,-0.627943485086351,1506.6000000000004,127.40000000000009,-0.8000000000000118
31004_20050623_1200_12,2005,6,12,JJA,-0.619335347432019,1901.3000000000002,662.0,-4.099999999999966
31004_20050623_1200_12,2005,6,12,JJA,-0.7272727272727346,2466.05,467.5,-3.400000000000034
31004_20050623_1200_12,2005,6,12,JJA,-0.4108584005869339,3040.55,681.5,-2.7999999999999545
31004_20050623_1200_12,2005,6,12,JJA,-0.7312614259597813,3518.05,273.5,-2.0000000000000018
31004_20050623_1200_12,2005,6,12,JJA,-0.6173898130680857,4237.9,1166.1999999999998,-7.200000000000015
31004_20050624_0000_00,2005,6,00,JJA,-0.9504829066380484,326.15,652.3,-6.199999999999989
31004_20050624_0000_00,2005,6,00,JJA,-0.7201580523867191,1436.85,1569.1000000000001,-11.300000000000011
31004_20050624_0000_00,2005,6,00,JJA,-0.6191950464395927,2269.8500000000004,96.90000000000009,-0.5999999999999659
31004_20050624_0000_00,2005,6,00,JJA,-0.5489980785067257,2500.45,364.2999999999997,-2.0
31004_20050624_0000_00,2005,6,00,JJA,-0.6813958290315943,3166.8999999999996,968.5999999999999,-6.600000000000023
31004_20050624_0000_00,2005,6,00,JJA,-0.27942717429269415,3937.5,572.6000000000004,-1.5999999999999677
31004_20050624_0000_00,2005,6,00,JJA,-0.6279434850863516,4287.5,127.39999999999964,-0.8000000000000096
31004_20050624_0000_00,2005,6,00,JJA,-1.0004349717268424,4581.1,459.8000000000002,-4.600000000000023
31004_20050625_0000_00,2005,6,00,JJA,-0.9130875887724097,295.70000000000005,591.4000000000001,-5.400000000000032
31004_20050625_0000_00,2005,6,00,JJA,-0.747198007471982,912.5999999999999,642.3999999999999,-4.800000000000011
31004_20050625_0000_00,2005,6,00,JJA,-0.520199225235195,1685.5500000000002,903.5000000000002,-4.699999999999989
31004_20050625_0000_00,2005,6,00,JJA,-0.6256517205422301,2472.95,671.2999999999997,-4.199999999999989
31004_20050625_0000_00,2005,6,00,JJA,-0.2478753541076449,3091.0,564.8000000000002,-1.399999999999979
31004_20050625_0000_00,2005,6,00,JJA,-0.7792803117121326,3591.55,436.2999999999997,-3.4000000000000323
31004_20050625_0000_00,2005,6,00,JJA,-0.875224416517054,4255.299999999999,891.1999999999998,-7.799999999999983
31004_20050625_1200_12,2005,6,12,JJA,-0.9383797309978104,319.70000000000005,639.4000000000001,-6.0
31004_20050625_1200_12,2005,6,12,JJA,0.0,651.3499999999999,23.899999999999864,0.0
31004_20050625_1200_12,2005,6,12,JJA,-0.5967213114754112,1425.8000000000002,1525.0000000000002,-9.100000000000023
31004_20050625_1200_12,2005,6,12,JJA,-0.5295675198587859,2358.25,339.89999999999964,-1.8000000000000114
31004_20050625_1200_12,2005,6,12,JJA,-0.28089887640447825,2599.3999999999996,142.4000000000001,-0.39999999999997726
31004_20050625_1200_12,2005,6,12,JJA,-0.47609979051609214,3720.8,2100.4,-10.0
31004_20050626_0000_00,2005,6,00,JJA,-0.9484666455896302,316.29999999999995,632.5999999999999,-6.0
31004_20050626_0000_00,2005,6,00,JJA,-1.3468013468012683,647.4499999999998,29.700000000000045,-0.39999999999997726
31004_20050626_0000_00,2005,6,00,JJA,-0.7238949391415765,1442.8000000000002,1561.0000000000002,-11.300000000000011
31004_20050626_0000_00,2005,6,00,JJA,-0.7187780772686374,2390.25,333.89999999999964,-2.3999999999999777
31004_20050626_0000_00,2005,6,00,JJA,-0.36373083917901633,2749.6499999999996,384.9000000000001,-1.400000000000034
31004_20050626_0000_00,2005,6,00,JJA,-0.4509047760308494,3784.8500000000004,1685.5000000000005,-7.599999999999968
31004_20050626_0000_00,2005,6,00,JJA,-0.7759456838021473,4679.15,103.09999999999945,-0.8000000000000096
31004_20050626_0000_00,2005,6,00,JJA,-1.2453300124532973,4770.85,80.30000000000018,-1.0
31004_20050626_1200_12,2005,6,12,JJA,-0.4085801838610891,195.79999999999995,391.5999999999999,-1.6000000000000245
31004_20050626_1200_12,2005,6,12,JJA,-0.7022471910112356,534.0,284.8000000000002,-2.0
31004_20050626_1200_12,2005,6,12,JJA,-0.8206437494301086,1224.75,1096.6999999999998,-9.0
31004_20050626_1200_12,2005,6,12,JJA,-0.44285111767186097,2010.1999999999998,474.2000000000003,-2.099999999999966
31004_20050626_1200_12,2005,6,12,JJA,-0.5999428625845169,3297.4,2100.2,-12.600000000000023
31004_20050626_1200_12,2005,6,12,JJA,0.055279159756768524,4528.4,361.8000000000002,0.19999999999998863
31004_20050626_1200_12,2005,6,12,JJA,-0.42342978122792285,4780.15,141.69999999999982,-0.5999999999999659
31004_20050627_0000_00,2005,6,00,JJA,-0.859229557496778,349.1500000000001,698.3,-6.0
31004_20050627_0000_00,2005,6,00,JJA,-0.861821315713875,872.3499999999999,348.10000000000014,-3.0
31004_20050627_0000_00,2005,6,00,JJA,-0.5732591468555108,1342.95,593.0999999999999,-3.400000000000034
31004_20050627_0000_00,2005,6,00,JJA,-0.5867560771165037,1758.8000000000002,238.5999999999999,-1.3999999999999773
31004_20050627_0000_00,2005,6,00,JJA,0.0,1938.85,121.5,0.0
31004_20050627_0000_00,2005,6,00,JJA,-0.07307270734380286,2136.45,273.7000000000003,-0.19999999999998863
31004_20050627_0000_00,2005,6,00,JJA,-0.17233950883240234,2505.4,464.1999999999998,-0.8000000000000114
31004_20050627_0000_00,2005,6,00,JJA,-0.4733159555494565,3466.3999999999996,1457.8000000000002,-6.899999999999977
31004_20050627_0000_00,2005,6,00,JJA,-0.2861230329042153,4230.25,69.89999999999964,-0.20000000000004547
31004_20050627_0000_00,2005,6,00,JJA,0.2638522427440727,4378.9,227.40000000000055,0.6000000000000227
31004_20050627_0000_00,2005,6,00,JJA,-0.6385404789053618,4711.85,438.5,-2.8000000000000114
31004_20050627_1200_12,2005,6,12,JJA,0.37998733375553684,157.89999999999998,315.79999999999995,1.199999999999985
31004_20050627_1200_12,2005,6,12,JJA,-0.7882291119285336,506.0999999999999,380.60000000000014,-3.0
31004_20050627_1200_12,2005,6,12,JJA,-1.4705882352940438,703.2,13.599999999999909,-0.19999999999998863
31004_20050627_1200_12,2005,6,12,JJA,-0.8671146759158899,1401.9499999999998,1383.9,-12.0
31004_20050627_1200_12,2005,6,12,JJA,-0.5899705014749497,2144.75,101.69999999999982,-0.6000000000000227
31004_20050627_1200_12,2005,6,12,JJA,-0.3581020590868185,2251.45,111.70000000000027,-0.39999999999997726
31004_20050627_1200_12,2005,6,12,JJA,-0.3832466465918519,2489.95,365.2999999999997,-1.400000000000034
31004_20050627_1200_12,2005,6,12,JJA,-0.6144990665836946,3315.3999999999996,1285.6,-7.899999999999977
31004_20050627_1200_12,2005,6,12,JJA,-0.6223479490806194,4311.7,707.0,-4.399999999999979
31004_20050627_1200_12,2005,6,12,JJA,-0.4729729729729839,4813.2,296.0,-1.4000000000000323
31004_20050628_0000_00,2005,6,00,JJA,0.3672612801678853,190.60000000000002,381.20000000000005,1.399999999999979
31004_20050628_0000_00,2005,6,00,JJA,-0.16142050040354225,443.1500000000001,123.89999999999986,-0.19999999999998863
31004_20050628_0000_00,2005,6,00,JJA,-0.5120327700972858,602.75,195.30000000000018,-1.0
31004_20050628_0000_00,2005,6,00,JJA,-0.7246376811593879,714.2,27.59999999999991,-0.1999999999999904
31004_20050628_0000_00,2005,6,00,JJA,-0.8581340149717027,1275.7,1095.4,-9.400000000000032
31004_20050628_0000_00,2005,6,00,JJA,-0.5450733752620475,2061.9,477.0,-2.5999999999999663
31004_20050628_0000_00,2005,6,00,JJA,-0.39037085230969665,2530.95,461.0999999999999,-1.800000000000011
31004_20050628_0000_00,2005,6,00,JJA,-0.813638124757847,3148.65,774.3000000000002,-6.300000000000011
31004_20050628_0000_00,2005,6,00,JJA,0.0,3594.7000000000007,117.80000000000018,0.0
31004_20050628_0000_00,2005,6,00,JJA,0.0,3773.55,239.89999999999964,0.0
31004_20050628_0000_00,2005,6,00,JJA,-0.4304778303917345,4009.6499999999996,232.30000000000018,-1.0
31004_20050628_0000_00,2005,6,00,JJA,-0.7501875468867232,4259.1,266.59999999999945,-2.0
31004_20050628_0000_00,2005,6,00,JJA,-0.3490401396160349,4449.7,114.60000000000036,-0.39999999999997726
31004_20050628_0000_00,2005,6,00,JJA,-0.5402971634398999,4729.1,444.1999999999998,-2.400000000000034
31004_20050628_1200_12,2005,6,12,JJA,-0.39202874877490523,153.04999999999995,306.1,-1.199999999999985
31004_20050628_1200_12,2005,6,12,JJA,-0.8926357550210825,507.75,403.30000000000007,-3.6000000000000263
31004_20050628_1200_12,2005,6,12,JJA,-0.787224471434998,1154.0,889.1999999999998,-7.0
31004_20050628_1200_12,2005,6,12,JJA,-0.5763688760806899,1962.9499999999998,728.7000000000003,-4.199999999999989
31004_20050628_1200_12,2005,6,12,JJA,-0.664439355831675,3659.25,2663.8999999999996,-17.69999999999999
31004_20050629_0000_00,2005,6,00,JJA,-0.46620046620046474,343.20000000000005,686.4000000000001,-3.1999999999999904
31004_20050629_0000_00,2005,6,00,JJA,-0.4578507945057949,1057.7,742.5999999999999,-3.4000000000000323
31004_20050629_0000_00,2005,6,00,JJA,0.0,1471.25,84.5,0.0
31004_20050629_0000_00,2005,6,00,JJA,-0.8002000500125,1713.4499999999998,399.9000000000001,-3.1999999999999886
31004_20050629_0000_00,2005,6,00,JJA,-0.5421523448088912,2097.8500000000004,368.9000000000001,-2.0
31004_20050629_0000_00,2005,6,00,JJA,-0.6225680933852226,2346.55,128.5,-0.8000000000000109
31004_20050629_0000_00,2005,6,00,JJA,-2.570093457943942,2475.0,128.39999999999964,-3.300000000000012
31004_20050629_0000_00,2005,6,00,JJA,-0.32186184699182535,2943.1,807.8000000000002,-2.599999999999966
31004_20050629_0000_00,2005,6,00,JJA,-0.17444395987788766,3690.95,687.8999999999996,-1.1999999999999886
31004_20050629_0000_00,2005,6,00,JJA,-0.2072538860104098,4083.1499999999996,96.5,-0.20000000000004547
31004_20050629_0000_00,2005,6,00,JJA,-0.5187106335679863,4536.25,809.7000000000007,-4.199999999999989
31004_20050629_1200_12,2005,6,12,JJA,-0.6956521739131027,28.75,57.5,-0.4000000000000341
31004_20050629_1200_12,2005,6,12,JJA,-0.6190208216094509,412.9000000000001,710.8,-4.399999999999977
31004_20050629_1200_12,2005,6,12,JJA,-0.6412747765254588,1282.9,1029.2,-6.600000000000023
31004_20050629_1200_12,2005,6,12,JJA,-0.4249291784702508,2079.9,564.8000000000002,-2.3999999999999773
31004_20050629_1200_12,2005,6,12,JJA,-0.5684097900227365,3110.0,1495.3999999999996,-8.5
31004_20050629_1200_12,2005,6,12,JJA,-0.454184171681617,4298.049999999999,880.6999999999998,-4.0
31004_20050629_1200_12,2005,6,12,JJA,-0.21994134897361522,4874.799999999999,272.8000000000002,-0.6000000000000227
31004_20050630_0000_00,2005,6,00,JJA,-1.0791366906475288,27.799999999999955,55.60000000000002,-0.6000000000000263
31004_20050630_0000_00,2005,6,00,JJA,-0.7834359261331796,413.0,714.8000000000001,-5.599999999999968
31004_20050630_0000_00,2005,6,00,JJA,-0.758634457975646,1020.8499999999999,500.89999999999986,-3.8000000000000096
31004_20050630_0000_00,2005,6,00,JJA,-0.56667580659903,1818.35,1094.1000000000001,-6.199999999999989
31004_20050630_0000_00,2005,6,00,JJA,-0.5936881574836003,2845.45,960.0999999999999,-5.7000000000000455
31004_20050630_0000_00,2005,6,00,JJA,-0.17391304347825098,3440.5,230.0,-0.39999999999997726
31004_20050630_0000_00,2005,6,00,JJA,-0.6533575317604396,3693.25,275.5,-1.8000000000000114
31004_20050630_0000_00,2005,6,00,JJA,-0.7049700387733526,3972.8500000000004,283.6999999999998,-2.0
31004_20050630_0000_00,2005,6,00,JJA,-0.5131065253764604,4562.95,896.5,-4.599999999999968
31004_20050630_1200_12,2005,6,12,JJA,-0.8421052631578394,23.75,47.5,-0.3999999999999737
31004_20050630_1200_12,2005,6,12,JJA,-0.3362959404275853,255.64999999999998,416.29999999999995,-1.4000000000000377
31004_20050630_1200_12,2005,6,12,JJA,-1.2238325281803397,619.05,310.5,-3.7999999999999545
31004_20050630_1200_12,2005,6,12,JJA,-1.0164738871363495,1059.6,570.6000000000001,-5.800000000000011
31004_20050630_1200_12,2005,6,12,JJA,-0.6746987951807228,1863.65,1037.5,-7.0
31004_20050630_1200_12,2005,6,12,JJA,-0.7765830346475582,2549.8,334.7999999999997,-2.6000000000000227
31004_20050630_1200_12,2005,6,12,JJA,-0.7843137254901794,2819.2,204.0,-1.599999999999966
31004_20050630_1200_12,2005,6,12,JJA,-0.5280844935189735,3025.35,208.30000000000018,-1.1000000000000227
31004_20050630_1200_12,2005,6,12,JJA,-0.5363622022401004,4080.3500000000004,1901.6999999999998,-10.199999999999989
31004_20050701_0000_00,2005,7,00,JJA,-0.7194244604317221,27.799999999999955,55.60000000000002,-0.40000000000003766
31004_20050701_0000_00,2005,7,00,JJA,-0.9724923589886079,415.5,719.8000000000001,-7.0
31004_20050701_0000_00,2005,7,00,JJA,-0.8249669234959892,1417.8500000000004,1284.9,-10.599999999999966
31004_20050701_0000_00,2005,7,00,JJA,-0.509391913403382,2217.3500000000004,314.0999999999999,-1.6000000000000223
31004_20050701_0000_00,2005,7,00,JJA,-0.6729939603106088,2664.15,579.5,-3.8999999999999777
31004_20050701_0000_00,2005,7,00,JJA,-0.5454545454545662,3008.9,110.0,-0.6000000000000227
31004_20050701_0000_00,2005,7,00,JJA,-0.3511141120864237,3434.1499999999996,740.4999999999995,-2.599999999999966
31004_20050701_0000_00,2005,7,00,JJA,-0.7490636704119944,3857.7999999999993,106.80000000000018,-0.8000000000000114
31004_20050701_0000_00,2005,7,00,JJA,-0.7695596408721721,4145.1,467.8000000000002,-3.6000000000000227
31004_20050701_0000_00,2005,7,00,JJA,-0.4360012457178468,4700.1,642.1999999999998,-2.8000000000000114
31004_20050702_0000_00,2005,7,00,JJA,-0.7812499999999688,12.799999999999955,25.600000000000023,-0.19999999999999218
31004_20050702_0000_00,2005,7,00,JJA,-0.9933774834437148,388.0,724.8000000000001,-7.2000000000000455
31004_20050702_0000_00,2005,7,00,JJA,-0.966271649954418,1298.9,1097.0,-10.599999999999966
31004_20050702_0000_00,2005,7,00,JJA,-0.4975124378109645,1907.6999999999998,120.59999999999991,-0.6000000000000227
31004_20050702_0000_00,2005,7,00,JJA,-0.6694129763130705,2162.2,388.4000000000001,-2.5999999999999663
31004_20050702_0000_00,2005,7,00,JJA,-0.6017925736235653,2746.9,781.0,-4.7000000000000455
31004_20050702_0000_00,2005,7,00,JJA,-0.6522245515956188,3781.3500000000004,1287.9,-8.399999999999975
31004_20050702_0000_00,2005,7,00,JJA,-0.3472825143254039,4713.25,575.8999999999996,-2.0
31004_20050702_1200_12,2005,7,12,JJA,-0.9259259259258723,10.799999999999955,21.600000000000023,-0.19999999999998863
31004_20050702_1200_12,2005,7,12,JJA,-0.5058311086131829,377.45000000000005,711.6999999999999,-3.6000000000000227
31004_20050702_1200_12,2005,7,12,JJA,-0.5758582502768478,959.05,451.5,-2.5999999999999677
31004_20050702_1200_12,2005,7,12,JJA,-0.5847953216374449,1236.1,102.60000000000014,-0.6000000000000192
31004_20050702_1200_12,2005,7,12,JJA,-0.750721847930704,1806.9,1039.0,-7.800000000000013
31004_20050702_1200_12,2005,7,12,JJA,-0.6649427410417482,2461.75,270.6999999999998,-1.8000000000000114
31004_20050702_1200_12,2005,7,12,JJA,-0.4824874910650445,3436.5,1678.7999999999997,-8.099999999999966
31004_20050702_1200_12,2005,7,12,JJA,-0.5255474452554773,4447.15,342.5,-1.8000000000000096
31004_20050702_1200_12,2005,7,12,JJA,-0.58343057176196,4789.799999999999,342.8000000000002,-2.0
31004_20050703_0000_00,2005,7,00,JJA,-2.325581395348699,4.2999999999999545,8.600000000000023,-0.19999999999998863
31004_20050703_0000_00,2005,7,00,JJA,-0.7933989209774678,323.70000000000005,630.1999999999999,-5.000000000000002
31004_20050703_0000_00,2005,7,00,JJA,0.7547169811320348,678.55,79.5,0.5999999999999677
31004_20050703_0000_00,2005,7,00,JJA,0.0,786.25,135.9000000000001,0.0
31004_20050703_0000_00,2005,7,00,JJA,-0.7127192982456124,1583.8000000000002,1459.2,-10.399999999999977
31004_20050703_0000_00,2005,7,00,JJA,-0.8110300081103019,2375.05,123.29999999999973,-1.0
31004_20050703_0000_00,2005,7,00,JJA,-0.34451958657649456,2828.55,783.7000000000003,-2.6999999999999886
31004_20050703_0000_00,2005,7,00,JJA,-0.5974264705882374,4090.8,1740.7999999999997,-10.400000000000034
31004_20050703_1200_12,2005,7,12,JJA,-0.3732736095558044,133.95000000000005,267.9,-1.0
31004_20050703_1200_12,2005,7,12,JJA,-1.0302351623740247,491.1500000000001,446.5000000000001,-4.600000000000021
31004_20050703_1200_12,2005,7,12,JJA,-0.935453695042096,874.75,320.6999999999998,-3.0
31004_20050703_1200_12,2005,7,12,JJA,-0.715000715000715,1384.75,699.3000000000002,-5.000000000000002
31004_20050703_1200_12,2005,7,12,JJA,-0.5585617036131939,2020.8500000000004,572.9000000000001,-3.1999999999999886
31004_20050703_1200_12,2005,7,12,JJA,-0.5818786367414838,2728.3500000000004,842.0999999999999,-4.900000000000034
31004_20050703_1200_12,2005,7,12,JJA,-0.38022813688212737,3438.7,578.5999999999999,-2.1999999999999886
31004_20050703_1200_12,2005,7,12,JJA,-0.940438871473346,3855.6000000000004,255.19999999999982,-2.3999999999999773
31004_20050703_1200_12,2005,7,12,JJA,-0.2439024390243753,4024.2,82.0,-0.19999999999998774
31004_20050703_1200_12,2005,7,12,JJA,-0.4063205417607248,4508.2,886.0,-3.600000000000022
31004_20050704_0000_00,2005,7,00,JJA,-0.7278835386338169,357.20000000000005,714.4000000000001,-5.199999999999989
31004_20050704_0000_00,2005,7,00,JJA,-0.7711840496567282,1246.05,1063.2999999999997,-8.199999999999989
31004_20050704_0000_00,2005,7,00,JJA,-0.4254187716033026,1965.75,376.10000000000036,-1.6000000000000227
31004_20050704_0000_00,2005,7,00,JJA,-0.5242463958060363,2230.1000000000004,152.5999999999999,-0.8000000000000109
31004_20050704_0000_00,2005,7,00,JJA,-0.23795359904817245,2390.45,168.0999999999999,-0.3999999999999777
31004_20050704_0000_00,2005,7,00,JJA,-0.700000000000017,2574.5,200.0,-1.400000000000034
31004_20050704_0000_00,2005,7,00,JJA,-0.20822488287349164,2770.55,192.0999999999999,-0.39999999999997726
31004_20050704_0000_00,2005,7,00,JJA,-0.658978583196006,2896.95,60.70000000000027,-0.3999999999999774
31004_20050704_0000_00,2005,7,00,JJA,-1.0586319218241158,2988.7,122.79999999999973,-1.3000000000000114
31004_20050704_0000_00,2005,7,00,JJA,-0.7678525723061167,3245.45,390.7000000000003,-3.0
31004_20050704_0000_00,2005,7,00,JJA,1.0362694300517692,3460.1000000000004,38.599999999999454,0.39999999999997726
31004_20050704_0000_00,2005,7,00,JJA,0.21917808219179952,3570.6499999999996,182.5,0.4000000000000341
31004_20050704_0000_00,2005,7,00,JJA,-0.6711409395973209,3721.5,119.20000000000073,-0.8000000000000114
31004_20050704_0000_00,2005,7,00,JJA,-0.8323133414932764,3985.3500000000004,408.5,-3.400000000000034
31004_20050704_0000_00,2005,7,00,JJA,-0.6490632836701545,4528.55,677.8999999999996,-4.3999999999999755
31004_20050704_0000_00,2005,7,00,JJA,-0.2134471718249635,4914.35,93.69999999999982,-0.1999999999999904
31004_20050704_1200_12,2005,7,12,JJA,-1.2820512820515717,7.7999999999999545,15.600000000000023,-0.20000000000004547
31004_20050704_1200_12,2005,7,12,JJA,-0.6724572709442359,372.5,713.8000000000001,-4.799999999999956
31004_20050704_1200_12,2005,7,12,JJA,-0.7217114872411746,1311.3500000000001,1163.9,-8.400000000000032
31004_20050704_1200_12,2005,7,12,JJA,-0.5151018496839123,2106.8500000000004,427.0999999999999,-2.1999999999999886
31004_20050704_1200_12,2005,7,12,JJA,-0.4575810042047971,2724.7,808.5999999999999,-3.6999999999999886
31004_20050704_1200_12,2005,7,12,JJA,-0.522940920127002,3932.1499999999996,1606.3000000000002,-8.400000000000034
31004_20050704_1200_12,2005,7,12,JJA,-0.5086901229334423,4853.25,235.89999999999964,-1.1999999999999886
31004_20050705_0000_00,2005,7,00,JJA,0.0,12.799999999999955,25.600000000000023,0.0
31004_20050705_0000_00,2005,7,00,JJA,-0.7336343115124133,380.0,708.8000000000001,-5.199999999999987
31004_20050705_0000_00,2005,7,00,JJA,-0.8481764206955057,793.3499999999999,117.89999999999986,-1.0
31004_20050705_0000_00,2005,7,00,JJA,-0.4353741496598625,1587.3000000000002,1470.0000000000002,-6.399999999999979
31004_20050705_0000_00,2005,7,00,JJA,-0.46012269938650296,2811.3,978.0,-4.499999999999999
31004_20050705_0000_00,2005,7,00,JJA,-0.5984798611526725,4135.75,1670.8999999999996,-10.000000000000002
31004_20050705_1200_12,2005,7,12,JJA,-0.9389671361501767,21.299999999999955,42.60000000000002,-0.3999999999999755
31004_20050705_1200_12,2005,7,12,JJA,-0.6499011020062199,396.5,707.8000000000001,-4.6000000000000245
31004_20050705_1200_12,2005,7,12,JJA,-0.5464480874316632,805.3000000000002,109.79999999999995,-0.5999999999999659
31004_20050705_1200_12,2005,7,12,JJA,-0.26765799256505757,1196.4499999999998,672.4999999999998,-1.8000000000000114
31004_20050705_1200_12,2005,7,12,JJA,-0.5653189136045251,1939.5500000000002,813.7000000000003,-4.600000000000023
31004_20050705_1200_12,2005,7,12,JJA,-0.6060606060606061,2676.4,660.0,-4.0
31004_20050705_1200_12,2005,7,12,JJA,-0.24064171122994044,3193.4,374.0,-0.8999999999999773
31004_20050705_1200_12,2005,7,12,JJA,-1.1416709911779894,3476.75,192.70000000000027,-2.1999999999999886
31004_20050705_1200_12,2005,7,12,JJA,-0.5461802394790289,4287.15,1428.0999999999995,-7.80000000000001
31004_20050707_0000_00,2005,7,00,JJA,-0.7619047619047186,26.25,52.5,-0.39999999999997726
31004_20050707_0000_00,2005,7,00,JJA,-0.8404538450763415,409.45000000000005,713.9000000000001,-6.000000000000002
31004_20050707_0000_00,2005,7,00,JJA,-0.7299270072992872,862.3000000000002,191.79999999999995,-1.4000000000000323
31004_20050707_0000_00,2005,7,00,JJA,-0.5284959291529765,1658.3000000000002,1400.2,-7.399999999999977
31004_20050707_0000_00,2005,7,00,JJA,-0.653065630397238,3284.8,1852.7999999999997,-12.100000000000023
31004_20050707_0000_00,2005,7,00,JJA,-0.5063291139240507,4606.2,790.0,-4.0
31004_20050714_1200_12,2005,7,12,JJA,0.43333814820164723,346.1500000000001,692.3,3.0000000000000036
31004_20050714_1200_12,2005,7,12,JJA,-0.7901234567901243,1502.3000000000002,1620.0000000000002,-12.800000000000015
31004_20050714_1200_12,2005,7,12,JJA,-0.998705381912332,2582.65,540.6999999999998,-5.399999999999977
31004_20050714_1200_12,2005,7,12,JJA,-0.480277143532007,3488.05,1270.1000000000004,-6.100000000000023
31004_20050714_1200_12,2005,7,12,JJA,-0.5659709939865599,4547.15,848.0999999999995,-4.800000000000011
31004_20050715_0000_00,2005,7,00,JJA,-0.23032629558542275,130.25,260.5,-0.6000000000000263
31004_20050715_0000_00,2005,7,00,JJA,-0.9746088740702771,455.45000000000005,389.9000000000001,-3.8000000000000114
31004_20050715_0000_00,2005,7,00,JJA,-0.9160305343511363,846.9000000000001,393.0,-3.599999999999966
31004_20050715_0000_00,2005,7,00,JJA,-0.2986188876446473,1177.35,267.89999999999986,-0.8000000000000096
31004_20050715_0000_00,2005,7,00,JJA,-0.44667783361251395,1400.85,179.10000000000014,-0.8000000000000131
31004_20050715_0000_00,2005,7,00,JJA,-0.6842105263157879,1870.4,760.0,-5.199999999999989
31004_20050715_0000_00,2005,7,00,JJA,-1.0247651579846195,2308.95,117.09999999999991,-1.1999999999999886
31004_20050715_0000_00,2005,7,00,JJA,-0.5465725347301377,2587.05,439.0999999999999,-2.400000000000034
31004_20050715_0000_00,2005,7,00,JJA,-0.5228546787408359,3734.2,1855.2000000000003,-9.699999999999989
31004_20050715_0000_00,2005,7,00,JJA,-0.5850396991224305,4781.450000000001,239.30000000000018,-1.3999999999999773
31004_20050716_0000_00,2005,7,00,JJA,-0.6350166313879632,330.70000000000005,661.4000000000001,-4.199999999999989
31004_20050716_0000_00,2005,7,00,JJA,-0.3018867924528415,860.1500000000001,397.5,-1.200000000000045
31004_20050716_0000_00,2005,7,00,JJA,0.6505576208178603,1166.5,215.19999999999982,1.400000000000034
31004_20050716_0000_00,2005,7,00,JJA,-0.0877963125548802,1501.8999999999996,455.5999999999999,-0.4000000000000341
31004_20050716_0000_00,2005,7,00,JJA,-0.5245107928182297,1977.5500000000002,495.7000000000003,-2.599999999999966
31004_20050716_0000_00,2005,7,00,JJA,-0.5623058471943695,3496.95,2543.1,-14.30000000000001
31004_20050716_0000_00,2005,7,00,JJA,-1.65517241379309,4804.75,72.5,-1.1999999999999904
31004_20050716_1200_12,2005,7,12,JJA,-2.08333333333321,4.7999999999999545,9.600000000000023,-0.19999999999998863
31004_20050716_1200_12,2005,7,12,JJA,-0.5500868558193415,355.0,690.8000000000001,-3.8000000000000114
31004_20050716_1200_12,2005,7,12,JJA,-0.49413218035824136,943.25,485.6999999999998,-2.3999999999999773
31004_20050716_1200_12,2005,7,12,JJA,-0.08328706274292375,1546.3000000000002,720.4000000000001,-0.6000000000000227
31004_20050716_1200_12,2005,7,12,JJA,-0.3923766816143432,2084.9,356.8000000000002,-1.3999999999999773
