profile_id,datetime_utc,date,year,month,cycle,season,gamma_local_c_100m,z_mid_agl_m,dz_m,dt_c
31004_20091104_1200_12,2009-11-04 12:00:00,2009-11-04,2009,11,12,SON,15.38461538461572,4396.450000000001,11.699999999999818,1.8000000000000114
31004_20091124_0000_00,2009-11-24 00:00:00,2009-11-24,2009,11,00,SON,116.66666666668482,2109.9,1.199999999999818,1.4000000000000057
31004_20091125_1200_12,2009-11-25 12:00:00,2009-11-25,2009,11,12,SON,-33.3333333333313,2131.2,4.200000000000273,-1.4000000000000057
31004_20091126_0000_00,2009-11-26 00:00:00,2009-11-26,2009,11,00,SON,-18.44660194174798,4470.4,20.599999999999454,-3.799999999999983
31004_20091218_0000_00,2009-12-18 00:00:00,2009-12-18,2009,12,00,DJF,-21.70542635658927,772.8499999999999,12.899999999999864,-2.7999999999999865
31004_20091218_1200_12,2009-12-18 12:00:00,2009-12-18,2009,12,12,DJF,-20.00000000000008,2111.9,7.0,-1.4000000000000057
31004_20091220_0000_00,2009-12-20 00:00:00,2009-12-20,2009,12,00,DJF,-88.88888888887801,2108.8500000000004,0.900000000000091,-0.799999999999983
31004_20091226_0000_00,2009-12-26 00:00:00,2009-12-26,2009,12,00,DJF,40.579710144928505,733.8499999999999,6.899999999999864,2.8000000000000114
31004_20091226_0000_00,2009-12-26 00:00:00,2009-12-26,2009,12,00,DJF,-54.545454545447264,2148.2,2.200000000000273,-1.1999999999999886
31004_20100102_1200_12,2010-01-02 12:00:00,2010-01-02,2010,1,12,DJF,-16.759776536312337,4571.85,17.900000000000546,-3.0
31004_20100107_0000_00,2010-01-07 00:00:00,2010-01-07,2010,1,00,DJF,-25.490196078432017,4735.799999999999,10.199999999999818,-2.600000000000019
31004_20100109_1200_12,2010-01-09 12:00:00,2010-01-09,2010,1,12,DJF,-16.666666666665385,794.8000000000002,1.2000000000000455,-0.19999999999999218
31004_20100122_1200_12,2010-01-22 12:00:00,2010-01-22,2010,1,12,DJF,-15.506254425300925,4098.65,423.6999999999998,-65.69999999999999
31004_20100130_1200_12,2010-01-30 12:00:00,2010-01-30,2010,1,12,DJF,64.51612903225522,687.8499999999999,3.1000000000001364,2.0
31004_20100131_1200_12,2010-01-31 12:00:00,2010-01-31,2010,1,12,DJF,32.758620689653995,4476.5,11.600000000000364,3.799999999999983
31004_20100207_0000_00,2010-02-07 00:00:00,2010-02-07,2010,2,00,DJF,16.000000000000156,691.9000000000001,5.0,0.8000000000000078
31004_20100212_1200_12,2010-02-12 12:00:00,2010-02-12,2010,2,12,DJF,110.34482758622035,4362.05,2.899999999999636,3.1999999999999886
31004_20100326_0000_00,2010-03-26 00:00:00,2010-03-26,2010,3,00,MAM,-29.62962962962942,710.0500000000002,2.7000000000000455,-0.8000000000000078
31004_20100410_0000_00,2010-04-10 00:00:00,2010-04-10,2010,4,00,MAM,-18.14159292035391,2073.8,45.20000000000027,-8.200000000000017
31004_20100524_0000_00,2010-05-24 00:00:00,2010-05-24,2010,5,00,MAM,16.666666666666668,742.0999999999999,2.3999999999998636,0.39999999999997726
31004_20100628_0000_00,2010-06-28 00:00:00,2010-06-28,2010,6,00,JJA,-66.66666666662246,2353.25,0.3000000000001819,-0.19999999999998863
31004_20100924_0000_00,2010-09-24 00:00:00,2010-09-24,2010,9,00,SON,-18.367346938776137,2252.2,9.799999999999727,-1.8000000000000114
31004_20100928_0000_00,2010-09-28 00:00:00,2010-09-28,2010,9,00,SON,-15.686274509804145,4815.9,10.199999999999818,-1.5999999999999943
31004_20101003_0000_00,2010-10-03 00:00:00,2010-10-03,2010,10,00,SON,-50.000000000014104,2301.8,0.7999999999997272,-0.3999999999999764
31004_20101007_0000_00,2010-10-07 00:00:00,2010-10-07,2010,10,00,SON,-48.780487804884544,4678.85,4.099999999999454,-2.0
31004_20101028_0000_00,2010-10-28 00:00:00,2010-10-28,2010,10,00,SON,-28.571428571429877,4486.5,8.399999999999636,-2.4000000000000057
31004_20101111_0000_00,2010-11-11 00:00:00,2010-11-11,2010,11,00,SON,-21.818181818181642,4645.3,11.0,-2.399999999999981
31004_20101117_1200_12,2010-11-17 12:00:00,2010-11-17,2010,11,12,SON,-16.666666666666668,651.0999999999999,2.3999999999998636,-0.39999999999997726
31004_20101123_0000_00,2010-11-23 00:00:00,2010-11-23,2010,11,00,SON,-39.344262295079716,4377.55,6.100000000000364,-2.4000000000000057
31004_20101124_1200_12,2010-11-24 12:00:00,2010-11-24,2010,11,12,SON,-47.36842105262952,2134.5,3.800000000000182,-1.8000000000000078
31004_20101202_1200_12,2010-12-02 12:00:00,2010-12-02,2010,12,12,DJF,-300.00000000027,4470.4,0.5999999999994543,-1.799999999999983
31004_20101211_0000_00,2010-12-11 00:00:00,2010-12-11,2010,12,00,DJF,-100.0,667.9000000000001,3.0,-3.0
31004_20101220_0000_00,2010-12-20 00:00:00,2010-12-20,2010,12,00,DJF,83.33333333334596,2002.9,1.199999999999818,1.0
31004_20101224_1200_12,2010-12-24 12:00:00,2010-12-24,2010,12,12,DJF,36.363636363636125,214.95000000000005,1.1000000000000227,0.4000000000000057
31004_20101225_0000_00,2010-12-25 00:00:00,2010-12-25,2010,12,00,DJF,-15.853658536585684,4702.7,16.399999999999636,-2.5999999999999943
31004_20110104_0000_00,2011-01-04 00:00:00,2011-01-04,2011,1,00,DJF,25.641025641026538,736.3499999999999,3.8999999999998636,1.0
31004_20110121_1200_12,2011-01-21 12:00:00,2011-01-21,2011,1,12,DJF,-254.545454545424,784.8499999999999,1.1000000000001364,-2.8000000000000114
31004_20110126_0000_00,2011-01-26 00:00:00,2011-01-26,2011,1,00,DJF,-18.181818181818183,2211.65,5.5,-1.0
31004_20110225_0000_00,2011-02-25 00:00:00,2011-02-25,2011,2,00,DJF,17.142857142857142,4459.35,17.5,3.0
31004_20110225_1200_12,2011-02-25 12:00:00,2011-02-25,2011,2,12,DJF,-46.37681159419907,4397.15,6.900000000000546,-3.1999999999999886
31004_20110323_1200_12,2011-03-23 12:00:00,2011-03-23,2011,3,12,MAM,214.28571428576996,4581.5,1.3999999999996362,3.0
31004_20110326_1200_12,2011-03-26 12:00:00,2011-03-26,2011,3,12,MAM,22.222222222223053,4784.6,7.199999999999818,1.6000000000000192
31004_20110519_0000_00,2011-05-19 00:00:00,2011-05-19,2011,5,00,MAM,18.18181818181776,2192.65,3.300000000000182,0.6000000000000192
31004_20110621_1200_12,2011-06-21 12:00:00,2011-06-21,2011,6,12,JJA,-25.0,751.9000000000001,0.7999999999999545,-0.19999999999998863
31004_20110802_1200_12,2011-08-02 12:00:00,2011-08-02,2011,8,12,JJA,66.50943396226414,31.799999999999955,63.60000000000002,42.30000000000001
31004_20110908_1200_12,2011-09-08 12:00:00,2011-09-08,2011,9,12,SON,66.66666666667118,2209.3500000000004,2.099999999999909,1.400000000000034
31004_20110917_1200_12,2011-09-17 12:00:00,2011-09-17,2011,9,12,SON,75.00000000002132,2264.8,0.7999999999997272,0.5999999999999659
31004_20111012_1200_12,2011-10-12 12:00:00,2011-10-12,2011,10,12,SON,-33.333333333328596,2177.7,1.2000000000002728,-0.4000000000000341
31004_20111107_1200_12,2011-11-07 12:00:00,2011-11-07,2011,11,12,SON,142.85714285717998,2223.65,0.6999999999998181,1.0
31004_20111116_1200_12,2011-11-16 12:00:00,2011-11-16,2011,11,12,SON,18.604651162790827,4609.4,17.199999999999818,3.1999999999999886
31004_20111205_1200_12,2011-12-05 12:00:00,2011-12-05,2011,12,12,DJF,18.82352941176464,773.05,8.5,1.5999999999999943
31004_20111206_0000_00,2011-12-06 00:00:00,2011-12-06,2011,12,00,DJF,19.999999999998863,179.0,1.0,0.19999999999998863
31004_20120105_1200_12,2012-01-05 12:00:00,2012-01-05,2012,1,12,DJF,27.027027027026694,763.5500000000002,3.7000000000000455,1.0
31004_20120112_0000_00,2012-01-12 00:00:00,2012-01-12,2012,1,00,DJF,-52.94117647058705,2043.6000000000004,3.400000000000091,-1.8000000000000078
31004_20120118_0000_00,2012-01-18 00:00:00,2012-01-18,2012,1,00,DJF,-18.181818181818183,713.1500000000001,5.5,-1.0
31004_20120120_0000_00,2012-01-20 00:00:00,2012-01-20,2012,1,00,DJF,28.571428571426615,818.3499999999999,2.1000000000001364,0.5999999999999979
31004_20120130_0000_00,2012-01-30 00:00:00,2012-01-30,2012,1,00,DJF,32.46073298429329,712.75,19.09999999999991,6.199999999999989
31004_20120213_0000_00,2012-02-13 00:00:00,2012-02-13,2012,2,00,DJF,200.00000000006793,2074.7,0.7999999999997272,1.5999999999999979
31004_20120410_0000_00,2012-04-10 00:00:00,2012-04-10,2012,4,00,MAM,22.44897959183649,4485.6,9.800000000000182,2.200000000000017
31004_20120501_0000_00,2012-05-01 00:00:00,2012-05-01,2012,5,00,MAM,18.181818181818183,2211.65,5.5,1.0
31004_20120615_1200_12,2012-06-15 12:00:00,2012-06-15,2012,6,12,JJA,-15.905947441217144,880.75,216.9000000000001,-34.5
31004_20120801_1200_12,2012-08-01 12:00:00,2012-08-01,2012,8,12,JJA,32.000000000000455,2420.15,2.5,0.8000000000000114
31004_20120928_1200_12,2012-09-28 12:00:00,2012-09-28,2012,9,12,SON,16.47058823529389,4805.25,8.5,1.3999999999999808
31004_20121015_1200_12,2012-10-15 12:00:00,2012-10-15,2012,10,12,SON,-400.0,4760.75,0.5,-2.0
31004_20121027_0000_00,2012-10-27 00:00:00,2012-10-27,2012,10,00,SON,-22.222222222221717,779.1999999999998,1.7999999999999545,-0.3999999999999808
31004_20121029_1200_12,2012-10-29 12:00:00,2012-10-29,2012,10,12,SON,-149.99999999996447,4560.0,1.6000000000003638,-2.3999999999999773
31004_20121105_0000_00,2012-11-05 00:00:00,2012-11-05,2012,11,00,SON,76.92307692306616,719.75,1.300000000000182,1.0
31004_20121206_1200_12,2012-12-06 12:00:00,2012-12-06,2012,12,12,DJF,20.0,714.4000000000001,40.0,8.0
31004_20121208_1200_12,2012-12-08 12:00:00,2012-12-08,2012,12,12,DJF,-49.999999999997634,2271.1000000000004,2.400000000000091,-1.1999999999999886
31004_20121210_0000_00,2012-12-10 00:00:00,2012-12-10,2012,12,00,DJF,21.568627450979022,4726.0,10.200000000000728,2.200000000000017
31004_20121211_0000_00,2012-12-11 00:00:00,2012-12-11,2012,12,00,DJF,16.09195402298856,2264.75,8.699999999999818,1.3999999999999755
31004_20121213_1200_12,2012-12-13 12:00:00,2012-12-13,2012,12,12,DJF,19.230769230769063,712.5999999999999,15.600000000000136,3.0
31004_20121229_0000_00,2012-12-29 00:00:00,2012-12-29,2012,12,00,DJF,43.24324324324522,2106.15,3.699999999999818,1.5999999999999943
31004_20121230_0000_00,2012-12-30 00:00:00,2012-12-30,2012,12,00,DJF,-18.461538461538723,684.6500000000001,6.5,-1.200000000000017
31004_20130115_1200_12,2013-01-15 12:00:00,2013-01-15,2013,1,12,DJF,228.57142857148716,4451.3,1.3999999999996362,3.1999999999999886
31004_20130121_0000_00,2013-01-21 00:00:00,2013-01-21,2013,1,00,DJF,22.5000000000001,2175.4,8.0,1.8000000000000078
31004_20130122_0000_00,2013-01-22 00:00:00,2013-01-22,2013,1,00,DJF,21.19205298013314,4418.15,15.099999999999454,3.1999999999999886
31004_20130207_0000_00,2013-02-07 00:00:00,2013-02-07,2013,2,00,DJF,-20.0,780.4000000000001,10.0,-2.0
31004_20130304_0000_00,2013-03-04 00:00:00,2013-03-04,2013,3,00,MAM,22.535211267605842,2046.8500000000004,7.099999999999909,1.5999999999999943
31004_20130315_0000_00,2013-03-15 00:00:00,2013-03-15,2013,3,00,MAM,26.08695652174067,4414.05,6.899999999999636,1.8000000000000114
31004_20130317_0000_00,2013-03-17 00:00:00,2013-03-17,2013,3,00,MAM,37.03703703703953,2000.65,2.699999999999818,1.0
31004_20130327_1200_12,2013-03-27 12:00:00,2013-03-27,2013,3,12,MAM,-159.99999999999943,2181.8,1.0,-1.5999999999999943
31004_20130328_1200_12,2013-03-28 12:00:00,2013-03-28,2013,3,12,MAM,-25.000000000000508,2198.6000000000004,5.599999999999909,-1.4000000000000057
31004_20130329_1200_12,2013-03-29 12:00:00,2013-03-29,2013,3,12,MAM,35.89743589743029,4502.65,3.9000000000005457,1.3999999999999773
31004_20130408_0000_00,2013-04-08 00:00:00,2013-04-08,2013,4,00,MAM,46.42857142857585,4603.6,5.599999999999454,2.5999999999999943
31004_20130426_0000_00,2013-04-26 00:00:00,2013-04-26,2013,4,00,MAM,19.047619047617758,64.54999999999995,2.1000000000000227,0.39999999999997726
31004_20130506_0000_00,2013-05-06 00:00:00,2013-05-06,2013,5,00,MAM,33.33333333333649,2281.7,0.599999999999909,0.19999999999998863
31004_20130914_0000_00,2013-09-14 00:00:00,2013-09-14,2013,9,00,SON,-66.66666666662246,2213.15,0.3000000000001819,-0.19999999999998863
31004_20130928_1200_12,2013-09-28 12:00:00,2013-09-28,2013,9,12,SON,-999.999999996362,2243.25,0.1000000000003638,-1.0
31004_20131107_0000_00,2013-11-07 00:00:00,2013-11-07,2013,11,00,SON,17.14285714285769,726.55,3.5,0.6000000000000192
31004_20131113_1200_12,2013-11-13 12:00:00,2013-11-13,2013,11,12,SON,-18.867924528301238,2097.65,5.300000000000182,-1.0
31004_20131117_0000_00,2013-11-17 00:00:00,2013-11-17,2013,11,00,SON,-23.80952380952226,2201.2,4.200000000000273,-1.0
31004_20131119_1200_12,2013-11-19 12:00:00,2013-11-19,2013,11,12,SON,28.57142857142509,772.6500000000001,0.7000000000000455,0.19999999999998863
31004_20131128_0000_00,2013-11-28 00:00:00,2013-11-28,2013,11,00,SON,-20.45454545454484,4466.299999999999,8.800000000000182,-1.799999999999983
31004_20131202_1200_12,2013-12-02 12:00:00,2013-12-02,2013,12,12,DJF,19.230769230769905,2165.9,5.199999999999818,1.0
31004_20131213_1200_12,2013-12-13 12:00:00,2013-12-13,2013,12,12,DJF,-33.33333333333386,793.2,3.599999999999909,-1.1999999999999886
31004_20131217_0000_00,2013-12-17 00:00:00,2013-12-17,2013,12,00,DJF,15.000000000000613,225.5,4.0,0.6000000000000245
31004_20131217_0000_00,2013-12-17 00:00:00,2013-12-17,2013,12,00,DJF,-18.691588785047045,4825.65,10.699999999999818,-2.0
31004_20131217_1200_12,2013-12-17 12:00:00,2013-12-17,2013,12,12,DJF,25.0,225.5,4.0,1.0
31004_20140110_1200_12,2014-01-10 12:00:00,2014-01-10,2014,1,12,DJF,28.571428571436403,2061.0,1.3999999999996362,0.4000000000000057
31004_20140111_1200_12,2014-01-11 12:00:00,2014-01-11,2014,1,12,DJF,-30.769230769232284,756.0500000000002,1.2999999999999545,-0.4000000000000057
31004_20140116_0000_00,2014-01-16 00:00:00,2014-01-16,2014,1,00,DJF,-120.00000000000384,733.05,0.5,-0.6000000000000192
31004_20140204_0000_00,2014-02-04 00:00:00,2014-02-04,2014,2,00,DJF,16.19433198380549,1970.9499999999998,24.700000000000273,4.0
31004_20140226_1200_12,2014-02-26 12:00:00,2014-02-26,2014,2,12,DJF,600.0000000005435,2115.45,0.09999999999990905,0.5999999999999979
31004_20140301_1200_12,2014-03-01 12:00:00,2014-03-01,2014,3,12,MAM,31.5789473684222,2110.15,5.699999999999818,1.8000000000000078
31004_20140310_1200_12,2014-03-10 12:00:00,2014-03-10,2014,3,12,MAM,19.696969696969926,4657.4,13.199999999999818,2.5999999999999943
31004_20140325_0000_00,2014-03-25 00:00:00,2014-03-25,2014,3,00,MAM,-20.588235294116735,2125.9,6.800000000000182,-1.3999999999999755
31004_20140507_0000_00,2014-05-07 00:00:00,2014-05-07,2014,5,00,MAM,33.33333333332386,803.5999999999999,0.6000000000001364,0.19999999999998863
31004_20140508_0000_00,2014-05-08 00:00:00,2014-05-08,2014,5,00,MAM,25.000000000003553,4902.3,2.399999999999636,0.5999999999999943
31004_20140510_0000_00,2014-05-10 00:00:00,2014-05-10,2014,5,00,MAM,100.00000000008527,2324.5,0.1999999999998181,0.19999999999998863
31004_20140610_1200_12,2014-06-10 12:00:00,2014-06-10,2014,6,12,JJA,20.68965517241393,2460.05,2.900000000000091,0.6000000000000227
31004_20140621_0000_00,2014-06-21 00:00:00,2014-06-21,2014,6,00,JJA,-57.14285714286874,2449.75,0.6999999999998181,-0.39999999999997726
31004_20140623_1200_12,2014-06-23 12:00:00,2014-06-23,2014,6,12,JJA,-15.128688010043902,4582.450000000001,159.30000000000018,-24.099999999999966
31004_20140919_0000_00,2014-09-19 00:00:00,2014-09-19,2014,9,00,SON,54.54545454543341,2316.75,1.1000000000003638,0.5999999999999659
31004_20140922_1200_12,2014-09-22 12:00:00,2014-09-22,2014,9,12,SON,-20.0,4756.0,10.0,-2.0
31004_20140923_0000_00,2014-09-23 00:00:00,2014-09-23,2014,9,00,SON,-24.999999999992895,2276.9,0.8000000000001819,-0.19999999999998863
31004_20141006_1200_12,2014-10-06 12:00:00,2014-10-06,2014,10,12,SON,32.78688524589968,4713.95,6.100000000000364,2.0
31004_20141017_0000_00,2014-10-17 00:00:00,2014-10-17,2014,10,00,SON,17.24137931034564,2148.3,5.799999999999727,1.0
31004_20141020_0000_00,2014-10-20 00:00:00,2014-10-20,2014,10,00,SON,-28.333333333333382,4374.6,12.0,-3.4000000000000057
31004_20141101_1200_12,2014-11-01 12:00:00,2014-11-01,2014,11,12,SON,23.529411764705483,2133.1000000000004,3.400000000000091,0.8000000000000078
31004_20141115_1200_12,2014-11-15 12:00:00,2014-11-15,2014,11,12,SON,66.66666666667298,161.75,0.2999999999999545,0.19999999999998863
31004_20141120_1200_12,2014-11-20 12:00:00,2014-11-20,2014,11,12,SON,-266.6666666665005,2170.25,0.3000000000001819,-0.7999999999999865
31004_20141210_0000_00,2014-12-10 00:00:00,2014-12-10,2014,12,00,DJF,29.2682926829272,725.25,4.099999999999909,1.1999999999999886
31004_20141211_1200_12,2014-12-11 12:00:00,2014-12-11,2014,12,12,DJF,-24.390243902439565,678.45,4.099999999999909,-1.0
31004_20141213_0000_00,2014-12-13 00:00:00,2014-12-13,2014,12,00,DJF,15.49815498154976,13.549999999999955,27.100000000000023,4.199999999999989
31004_20141217_0000_00,2014-12-17 00:00:00,2014-12-17,2014,12,00,DJF,50.0,2075.3,2.0,1.0
31004_20141220_1200_12,2014-12-20 12:00:00,2014-12-20,2014,12,12,DJF,200.00000000017764,4330.7,0.3999999999996362,0.799999999999983
31004_20141222_1200_12,2014-12-22 12:00:00,2014-12-22,2014,12,12,DJF,23.728813559323594,2062.25,5.899999999999636,1.4000000000000057
31004_20141231_0000_00,2014-12-31 00:00:00,2014-12-31,2014,12,00,DJF,599.9999999998721,751.3000000000002,0.20000000000004547,1.200000000000017
31004_20150107_1200_12,2015-01-07 12:00:00,2015-01-07,2015,1,12,DJF,171.4285714286184,2187.65,0.6999999999998181,1.200000000000017
31004_20150303_1200_12,2015-03-03 12:00:00,2015-03-03,2015,3,12,MAM,-600.00000000054,2103.3500000000004,0.09999999999990905,-0.5999999999999943
31004_20150316_1200_12,2015-03-16 12:00:00,2015-03-16,2015,3,12,MAM,-15.217391304348034,4491.5,18.399999999999636,-2.799999999999983
31004_20150409_0000_00,2015-04-09 00:00:00,2015-04-09,2015,4,00,MAM,-38.554216867468895,4496.549999999999,8.300000000000182,-3.1999999999999886
31004_20150531_1200_12,2015-05-31 12:00:00,2015-05-31,2015,5,12,MAM,-47.058823529416635,4719.2,3.399999999999636,-1.5999999999999943
31004_20150807_0000_00,2015-08-07 00:00:00,2015-08-07,2015,8,00,JJA,-17.39130434782565,223.0,9.200000000000045,-1.5999999999999677
31004_20150923_1200_12,2015-09-23 12:00:00,2015-09-23,2015,9,12,SON,15.384615384615199,4834.9,7.800000000000182,1.2000000000000135
31004_20151009_1200_12,2015-10-09 12:00:00,2015-10-09,2015,10,12,SON,-33.333333333333336,834.8,3.0,-1.0
31004_20151011_1200_12,2015-10-11 12:00:00,2015-10-11,2015,10,12,SON,60.000000000000675,2228.3,2.0,1.2000000000000135
31004_20151021_1200_12,2015-10-21 12:00:00,2015-10-21,2015,10,12,SON,-22.76422764227618,4494.549999999999,12.300000000000182,-2.8000000000000114
31004_20151104_0000_00,2015-11-04 00:00:00,2015-11-04,2015,11,00,SON,-39.50617283950869,4506.65,8.099999999999454,-3.1999999999999886
31004_20151110_0000_00,2015-11-10 00:00:00,2015-11-10,2015,11,00,SON,32.78688524589968,4713.95,6.100000000000364,2.0
31004_20151129_1200_12,2015-11-29 12:00:00,2015-11-29,2015,11,12,SON,-15.686274509803447,2128.2,10.200000000000273,-1.5999999999999943
31004_20151205_0000_00,2015-12-05 00:00:00,2015-12-05,2015,12,00,DJF,-37.20930232557969,2110.15,4.300000000000182,-1.5999999999999943
31004_20151206_0000_00,2015-12-06 00:00:00,2015-12-06,2015,12,00,DJF,17.679558011049796,72.34999999999991,18.100000000000023,3.200000000000017
31004_20151208_1200_12,2015-12-08 12:00:00,2015-12-08,2015,12,12,DJF,-57.14285714285424,2141.6000000000004,1.400000000000091,-0.8000000000000114
31004_20151213_1200_12,2015-12-13 12:00:00,2015-12-13,2015,12,12,DJF,-22.22222222222386,4506.65,8.099999999999454,-1.8000000000000114
31004_20151214_0000_00,2015-12-14 00:00:00,2015-12-14,2015,12,00,DJF,-3000.000000016371,4500.65,0.0999999999994543,-3.0
31004_20151223_0000_00,2015-12-23 00:00:00,2015-12-23,2015,12,00,DJF,16.981132075471685,2101.7,10.599999999999909,1.799999999999983
31004_20151226_1200_12,2015-12-26 12:00:00,2015-12-26,2015,12,12,DJF,-99.99999999997335,81.5,0.20000000000004547,-0.19999999999999218
31004_20151227_0000_00,2015-12-27 00:00:00,2015-12-27,2015,12,00,DJF,100.00000000000533,4432.200000000001,3.199999999999818,3.1999999999999886
31004_20151228_0000_00,2015-12-28 00:00:00,2015-12-28,2015,12,00,DJF,54.545454545456366,710.0999999999999,4.399999999999864,2.4000000000000057
31004_20151229_0000_00,2015-12-29 00:00:00,2015-12-29,2015,12,00,DJF,71.42857142856678,744.7,1.400000000000091,1.0
31004_20160105_0000_00,2016-01-05 00:00:00,2016-01-05,2016,1,00,DJF,-97.14285714285731,4418.85,3.5,-3.4000000000000057
31004_20160115_0000_00,2016-01-15 00:00:00,2016-01-15,2016,1,00,DJF,-114.28571428571951,4538.6,4.199999999999818,-4.800000000000011
31004_20160123_1200_12,2016-01-23 12:00:00,2016-01-23,2016,1,12,DJF,22.2222222222213,4668.1,14.400000000000546,3.1999999999999886
31004_20160203_1200_12,2016-02-03 12:00:00,2016-02-03,2016,2,12,DJF,-30.588235294117748,4282.0,17.0,-5.200000000000017
31004_20160212_0000_00,2016-02-12 00:00:00,2016-02-12,2016,2,00,DJF,292.30769230785677,4441.25,1.2999999999992724,3.8000000000000114
31004_20160213_1200_12,2016-02-13 12:00:00,2016-02-13,2016,2,12,DJF,-30.769230769232284,722.7,2.599999999999909,-0.8000000000000114
31004_20160222_0000_00,2016-02-22 00:00:00,2016-02-22,2016,2,00,DJF,18.181818181819942,732.5,2.199999999999818,0.4000000000000057
31004_20160225_0000_00,2016-02-25 00:00:00,2016-02-25,2016,2,00,DJF,87.4999999999929,733.5999999999999,1.6000000000001364,1.4000000000000057
31004_20160320_0000_00,2016-03-20 00:00:00,2016-03-20,2016,3,00,MAM,47.05882352941635,4653.35,5.099999999999454,2.3999999999999773
31004_20160403_0000_00,2016-04-03 00:00:00,2016-04-03,2016,4,00,MAM,-29.166666666665158,2094.9,4.800000000000182,-1.3999999999999808
31004_20160410_0000_00,2016-04-10 00:00:00,2016-04-10,2016,4,00,MAM,-50.00000000000045,798.9000000000001,0.7999999999999545,-0.3999999999999808
31004_20160415_0000_00,2016-04-15 00:00:00,2016-04-15,2016,4,00,MAM,-40.0,4658.4,5.0,-2.0
31004_20160418_1200_12,2016-04-18 12:00:00,2016-04-18,2016,4,12,MAM,-17.218543046357162,4593.25,15.100000000000364,-2.5999999999999943
31004_20160515_0000_00,2016-05-15 00:00:00,2016-05-15,2016,5,00,MAM,-200.00000000048317,4720.75,0.2999999999992724,-0.5999999999999943
31004_20160516_1200_12,2016-05-16 12:00:00,2016-05-16,2016,5,12,MAM,16.326530612244827,2187.8500000000004,4.900000000000091,0.8000000000000114
31004_20160517_0000_00,2016-05-17 00:00:00,2016-05-17,2016,5,00,MAM,-53.33333333333279,2202.65,4.5,-2.3999999999999755
31004_20160622_1200_12,2016-06-22 12:00:00,2016-06-22,2016,6,12,JJA,-16.666666666670316,4831.6,1.199999999999818,-0.2000000000000135
31004_20160701_0000_00,2016-07-01 00:00:00,2016-07-01,2016,7,00,JJA,-34.00000000000034,988.7,10.0,-3.400000000000034
31004_20160907_1200_12,2016-09-07 12:00:00,2016-09-07,2016,9,12,SON,-17.391304347823723,2388.25,2.300000000000182,-0.39999999999997726
31004_20161005_0000_00,2016-10-05 00:00:00,2016-10-05,2016,10,00,SON,-21.428571428569832,2187.9,2.800000000000182,-0.5999999999999943
31004_20161015_0000_00,2016-10-15 00:00:00,2016-10-15,2016,10,00,SON,-129.41176470589554,4619.950000000001,1.699999999999818,-2.1999999999999886
31004_20161023_1200_12,2016-10-23 12:00:00,2016-10-23,2016,10,12,SON,34.48275862069398,2104.75,2.899999999999636,1.0
31004_20161109_1200_12,2016-11-09 12:00:00,2016-11-09,2016,11,12,SON,-15.714285714285836,4553.8,14.0,-2.200000000000017
31004_20161128_0000_00,2016-11-28 00:00:00,2016-11-28,2016,11,00,SON,450.0000000004121,2093.5,0.3999999999996362,1.8000000000000114
31004_20161214_1200_12,2016-12-14 12:00:00,2016-12-14,2016,12,12,DJF,-33.962264150942445,2190.65,5.300000000000182,-1.8000000000000114
31004_20170109_1200_12,2017-01-09 12:00:00,2017-01-09,2017,1,12,DJF,30.50847457627091,4286.4,11.800000000000182,3.6000000000000227
31004_20170110_0000_00,2017-01-10 00:00:00,2017-01-10,2017,1,00,DJF,-199.99999999987685,1973.0,0.6000000000003638,-1.1999999999999886
31004_20170121_0000_00,2017-01-21 00:00:00,2017-01-21,2017,1,00,DJF,-29.032258064517166,4514.5,12.399999999999636,-3.6000000000000227
31004_20170131_0000_00,2017-01-31 00:00:00,2017-01-31,2017,1,00,DJF,105.55555555554442,4282.3,3.600000000000364,3.799999999999983
31004_20170203_1200_12,2017-02-03 12:00:00,2017-02-03,2017,2,12,DJF,32.96703296703165,4555.25,9.100000000000364,3.0
31004_20170221_0000_00,2017-02-21 00:00:00,2017-02-21,2017,2,00,DJF,90.32258064517755,4442.15,3.0999999999994543,2.8000000000000114
31004_20170311_1200_12,2017-03-11 12:00:00,2017-03-11,2017,3,12,MAM,133.33333333332135,2162.8500000000004,0.900000000000091,1.2000000000000135
31004_20170316_1200_12,2017-03-16 12:00:00,2017-03-16,2017,3,12,MAM,17.77777777777799,2251.65,4.5,0.8000000000000096
31004_20170405_1200_12,2017-04-05 12:00:00,2017-04-05,2017,4,12,MAM,-30.769230769230123,4596.9,7.800000000000182,-2.4000000000000057
31004_20170814_1200_12,2017-08-14 12:00:00,2017-08-14,2017,8,12,JJA,-80.00000000000114,2447.0,1.0,-0.8000000000000114
31004_20170827_0000_00,2017-08-27 00:00:00,2017-08-27,2017,8,00,JJA,-108.60215053763451,9.299999999999955,18.600000000000023,-20.200000000000045
31004_20170830_0000_00,2017-08-30 00:00:00,2017-08-30,2017,8,00,JJA,30.303030303037094,4932.75,3.2999999999992724,1.0000000000000036
31004_20171006_0000_00,2017-10-06 00:00:00,2017-10-06,2017,10,00,SON,-28.915662650605015,4656.75,8.299999999999272,-2.4000000000000057
31004_20171019_0000_00,2017-10-19 00:00:00,2017-10-19,2017,10,00,SON,18.867924528301238,2172.75,5.300000000000182,1.0
