year,month,n_profiles,median_850,q25_850,q75_850,n_850,median_700,q25_700,q75_700,n_700,median_500,q25_500,q75_500,n_500
2000,10,31,-0.5447865197009951,-0.7167460470324507,0.05004378831477616,31,-0.42069835927640004,-0.585724948438665,-0.3104410575413461,31,-0.5199856264135794,-0.5869600498504643,-0.4654301964746337,31
2000,11,30,0.07732577518555969,-0.4368178480855472,0.6159711967459429,30,-0.04642107308243139,-0.32756315641920714,0.04500766520363373,30,-0.3481598857321402,-0.43786641718531527,-0.27583558836449,30
2000,12,30,0.4587278722848947,-0.05196523820537237,0.9318787355405185,30,0.24106981365766994,0.055684404821395694,0.36040165475642993,30,-0.14862856370760694,-0.2434837561545383,-0.10267300761030311,30
2001,1,30,0.7218166684802239,0.08490571141749453,1.3843754062134395,30,0.1137818233537195,-0.15867372994690015,0.48292569285030396,30,-0.24943856010403587,-0.40449342895950985,-0.05588205241825463,30
2001,2,27,-0.18478595626732192,-0.45861098744587775,0.25378598073935665,27,-0.12564635383946232,-0.32071357387097765,0.020058297652338877,27,-0.3845631814685788,-0.43868059396103676,-0.29695090801834123,27
2001,3,26,-0.28413201306423375,-0.4749228665210689,-0.09190426575090693,26,-0.3738982022023867,-0.5729189336589251,-0.22128644499441066,26,-0.4839688132760453,-0.5897403327530735,-0.37075827895765956,26
2001,4,29,-0.7065057403591338,-0.8242566970856667,-0.5045683894722472,29,-0.6016252862209852,-0.7145062409032764,-0.5260107876788664,29,-0.5918535585195206,-0.6700627787524577,-0.5193905817174509,29
2001,5,61,-0.7506255212677277,-0.8566275924256068,-0.5718954248366074,61,-0.6674519042010213,-0.7997041556880696,-0.600508459717719,61,-0.6531526770804718,-0.7129247040184977,-0.5879822171231903,61
2001,6,58,-0.7679130942708527,-0.8705328716575984,-0.6461569113716932,58,-0.7549838826377842,-0.8128740710203926,-0.6165334963271063,58,-0.6543345371896615,-0.7041108695210418,-0.5956485457266585,58
2001,7,59,-0.582312264952082,-0.7165273234516139,-0.3675713914134151,59,-0.6575162324319881,-0.7553701334439272,-0.5810139344932426,59,-0.629251367298531,-0.6712265425402375,-0.5629513383902601,59
2001,8,45,-0.5217630097487312,-0.68754774637128,-0.338850514792131,45,-0.5654040726097866,-0.6470986296734904,-0.4520795660036166,45,-0.5646515957985059,-0.5974799361110565,-0.49561243536656063,45
2001,9,57,-0.601142170123234,-0.7111813512445719,-0.3219747786423366,57,-0.5513588608144477,-0.6383071743977627,-0.48021266560905734,57,-0.5911636589919098,-0.6362534626038788,-0.5372329392242274,57
2001,10,62,-0.545701752177525,-0.7471435490011303,-0.27002132938906176,62,-0.49436818477463584,-0.6168487352189229,-0.4158589109470751,62,-0.515773459102776,-0.5880112899005353,-0.4617746930990561,62
2001,11,60,-0.5426822814672472,-0.7194669178096392,-0.27029382552342307,60,-0.356701680866528,-0.5305780623434415,-0.19589912335779347,60,-0.4129794611835212,-0.5465724894103001,-0.35278206419278424,60
2001,12,63,0.32816229116945306,-0.5990904395533458,0.8570935563252762,63,0.0,-0.21245558286733718,0.17668626086423567,63,-0.304884883538458,-0.37918887591671785,-0.2109523402110855,63
2002,1,61,0.054922422078811046,-0.38840752913056803,0.49606069448497303,61,-0.3242263863062024,-0.4527066075900601,-0.12040939193257062,61,-0.4519928776879882,-0.5206773413201243,-0.33548899728518816,61
2002,2,54,-0.3542805891242233,-0.6954140026637634,0.46719611168434216,54,-0.29950834146810834,-0.588050649280136,-0.03180861912363284,54,-0.42009070532468257,-0.5889091539644437,-0.2763637618617806,54
2002,3,54,-0.41604498799881007,-0.7058266855129104,-0.19543126832145385,54,-0.5419840119301396,-0.6765457316674292,-0.3868491166136875,54,-0.5540989682434211,-0.6358385279191592,-0.47269267084255717,54
2002,4,55,-0.6024096385542139,-0.7548596445439915,-0.3683496003780556,55,-0.6338787987771993,-0.7444241657872237,-0.49911104584977944,55,-0.6316981789666288,-0.6746922543984852,-0.566428029389836,55
2002,5,61,-0.6914958146306012,-0.8425890463424005,-0.5959637003927915,61,-0.654132732628659,-0.7436382393397528,-0.5821364833857393,61,-0.638459485537148,-0.685765557905531,-0.5863865510768,61
2002,6,57,-0.7371703997731767,-0.8395644759281172,-0.5945639864099643,57,-0.7302823758519961,-0.802874378992194,-0.6599811433959046,57,-0.6712085785697011,-0.7189516450250941,-0.6391248597531664,57
2002,7,45,-0.5662932414132668,-0.6859382655561024,-0.4572589864092495,45,-0.653650984776812,-0.7375125712370083,-0.5856391105075546,45,-0.6065635311086083,-0.6671772958155278,-0.5636102923603922,45
2002,8,61,-0.4765876325509351,-0.6294850812035757,-0.27382256297918944,61,-0.5991212887764611,-0.6545271460938141,-0.5137979613822813,61,-0.5875089620011152,-0.6182285609352999,-0.515026660203587,61
2002,9,59,-0.5212987786714327,-0.6711003172403991,-0.33176919339130884,59,-0.5578984361272179,-0.6332847832977554,-0.4034999072952733,59,-0.5749434568475347,-0.6273856794623021,-0.5106848643817672,59
2002,10,62,-0.46097778055347194,-0.6700750250400727,0.2405038448297687,62,-0.23840245375318236,-0.34455572985214145,-0.0740395289538676,62,-0.41622567017893913,-0.4636492630457306,-0.35911966432000314,62
2002,11,60,-0.25321576003495827,-0.6190876013211535,0.31501312576020885,60,-0.15582064436366494,-0.35099423157708276,0.14857246993665613,60,-0.36731498384384215,-0.4409796991918824,-0.24578500886283328,60
2002,12,62,-0.10825788156184692,-0.5449073878717584,0.5602570952059579,62,-0.15222106691473095,-0.3622883622208643,0.19468080323407774,62,-0.33325458129699026,-0.4257769965253587,-0.13719697657119084,62
