profile_id,station_name,source_file,station_id,subset_index,report_datetime_utc,seq,fxy,name,value,value_text,unit,kind,scale,reference,nbits
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,84,031000,Short delayed descriptor replication factor,0,,Numeric,numeric,0,0,1
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,85,008001,Vertical sounding significance,4,,Flag table,numeric,0,0,7
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,86,033207,QMPR     ON29 QUALITY MARK FOR PRESSURE,,,CODE TABLE,code,0,0,4
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,87,007004,Pressure,72900.0,,Pa,numeric,-1,0,14
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,88,033192,QMGP     ON29 QUALITY MARK FOR GEOPOTENTIAL,,,CODE TABLE,code,0,0,4
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,89,031000,Short delayed descriptor replication factor,0,,Numeric,numeric,0,0,1
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,90,031000,Short delayed descriptor replication factor,0,,Numeric,numeric,0,0,1
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,91,031000,Short delayed descriptor replication factor,1,,Numeric,numeric,0,0,1
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,92,033193,QMAT     ON29 QUALITY MARK FOR TEMPERATURE,,,CODE TABLE,code,0,0,4
31004_19991002_1200_12,Aldan,gdex_data\raw\1999\gdas.adpupa.t12z.19991002.bufr,31004,1,1999-10-02T12:00:00,93,012225,Non-standard temperature,256.45,,K,numeric,1,0,16
