profile_id,year,month,cycle,pressure_hpa,height_agl_m,gamma_c_per_100m
31004_20000229_1200_12,2000,2,12,850.0,639.4000000000001,0.21881838074398335
31004_20000229_1200_12,2000,2,12,750.0,1742.5851851851849,-0.3894447055663744
31004_20000229_1200_12,2000,2,12,500.0,4460.7,-0.6021577318725435
31004_20000301_1200_12,2000,3,12,850.0,699.4000000000001,-0.2813379180994034
31004_20000301_1200_12,2000,3,12,750.0,1673.3816326530614,-0.49477807973861304
31004_20000301_1200_12,2000,3,12,500.0,4490.7,-0.6494054145230669
31004_20000302_1200_12,2000,3,12,750.0,1720.6592592592592,-0.5566114580505034
31004_20000302_1200_12,2000,3,12,500.0,4470.7,-0.7025173538513011
31004_20000303_1200_12,2000,3,12,750.0,1729.6962962962966,-0.5435151844554658
31004_20000303_1200_12,2000,3,12,500.0,4440.6,-0.6325644161430437
31004_20000304_1200_12,2000,3,12,850.0,659.4000000000001,-0.6986344871387751
31004_20000304_1200_12,2000,3,12,750.0,1579.3333333333335,-0.5942459598521644
31004_20000304_1200_12,2000,3,12,500.0,4360.6,-0.715116529530866
31004_20000305_1200_12,2000,3,12,850.0,719.4000000000001,-0.7744433688286562
31004_20000305_1200_12,2000,3,12,750.0,1698.237007874016,-0.3492816076928824
31004_20000305_1200_12,2000,3,12,500.0,4430.6,-0.6922511140916366
31004_20000306_1200_12,2000,3,12,850.0,709.4000000000001,-0.5162955792191051
31004_20000306_1200_12,2000,3,12,750.0,1852.6666666666665,-0.28573094641086944
31004_20000306_1200_12,2000,3,12,500.0,4390.6,-0.6257332811888934
31004_20000307_1200_12,2000,3,12,850.0,699.4000000000001,-0.8067118425298483
31004_20000307_1200_12,2000,3,12,750.0,1717.4645569620252,-0.4846625080352259
31004_20000307_1200_12,2000,3,12,500.0,4380.6,-0.45861636308570913
31004_20000308_1200_12,2000,3,12,850.0,699.4000000000001,-0.6453694740238786
31004_20000308_1200_12,2000,3,12,750.0,1724.8063291139242,-0.08715285450287823
31004_20000308_1200_12,2000,3,12,500.0,4450.6,-0.5166645491890068
31004_20000309_1200_12,2000,3,12,850.0,659.4000000000001,-0.6668783740870139
31004_20000309_1200_12,2000,3,12,750.0,1773.3857142857141,-0.3419724113757121
31004_20000309_1200_12,2000,3,12,500.0,4440.6,-0.5144857251296764
31004_20000310_1200_12,2000,3,12,850.0,649.4000000000001,-0.6668783740870105
31004_20000310_1200_12,2000,3,12,750.0,1683.971052631579,-0.25232934066241625
31004_20000310_1200_12,2000,3,12,500.0,4460.7,-0.48507150623065975
31004_20000311_1200_12,2000,3,12,850.0,699.4000000000001,-0.3872216844143281
31004_20000311_1200_12,2000,3,12,750.0,1734.6658536585364,0.0018847521197578381
31004_20000311_1200_12,2000,3,12,500.0,4530.7,-0.5913217289914223
31004_20000312_1200_12,2000,3,12,850.0,749.4000000000001,-0.5939356048765262
31004_20000312_1200_12,2000,3,12,750.0,1807.2545454545457,0.09682261409599653
31004_20000312_1200_12,2000,3,12,500.0,4600.8,-0.6469002695417788
31004_20000313_1200_12,2000,3,12,850.0,739.4000000000001,-0.468896530165677
31004_20000313_1200_12,2000,3,12,750.0,1837.8761904761905,-0.3641408011097619
31004_20000313_1200_12,2000,3,12,500.0,4580.8,-0.5746408494690811
