profile_id,year,month,cycle,pressure_hpa,height_agl_m,gamma_c_per_100m
31004_20000120_1200_12,2000,1,12,700.0,2119.3,-0.4938271604938275
31004_20000120_1200_12,2000,1,12,500.0,4450.6,-0.4975764594861234
31004_20000129_1200_12,2000,1,12,850.0,859.3,0.06453694740238879
31004_20000129_1200_12,2000,1,12,700.0,2279.4,-0.11266812196324161
31004_20000129_1200_12,2000,1,12,500.0,4660.9,-0.4450976275456644
31004_20000130_1200_12,2000,1,12,850.0,829.3,0.4063769928102571
31004_20000130_1200_12,2000,1,12,700.0,2319.4,-0.26843835984162134
31004_20000130_1200_12,2000,1,12,500.0,4791.0,-0.639262016507526
31004_20000131_1200_12,2000,1,12,850.0,749.4000000000001,-0.6351222610352497
31004_20000131_1200_12,2000,1,12,700.0,2209.4,0.0
31004_20000131_1200_12,2000,1,12,500.0,4660.9,-0.5547623903732417
31004_20000201_1200_12,2000,2,12,850.0,719.4000000000001,-0.03125976867771861
31004_20000201_1200_12,2000,2,12,700.0,2179.3,-0.39728748544420733
31004_20000201_1200_12,2000,2,12,500.0,4620.8,-0.5242678681138637
31004_20000202_1200_12,2000,2,12,850.0,739.4000000000001,-0.6251953735542362
31004_20000202_1200_12,2000,2,12,700.0,2179.3,-0.013889853462046912
31004_20000202_1200_12,2000,2,12,500.0,4610.8,-0.6004523956405509
31004_20000203_1200_12,2000,2,12,850.0,739.4000000000001,0.603366147983488
31004_20000203_1200_12,2000,2,12,700.0,2189.3,-0.22070487619835943
31004_20000203_1200_12,2000,2,12,500.0,4610.8,-0.6029320669006812
31004_20000205_1200_12,2000,2,12,850.0,749.4000000000001,1.3772749631087071
31004_20000205_1200_12,2000,2,12,700.0,2109.3,-0.16177660122067714
31004_20000205_1200_12,2000,2,12,500.0,4530.7,-0.6277360204840183
31004_20000206_1200_12,2000,2,12,850.0,749.4000000000001,0.6886374815543559
31004_20000206_1200_12,2000,2,12,700.0,2209.4,0.21917808219178003
31004_20000206_1200_12,2000,2,12,500.0,4650.8,-0.7290898664700574
31004_20000207_1200_12,2000,2,12,850.0,759.3,0.889312370970303
31004_20000207_1200_12,2000,2,12,700.0,2209.4,-0.20688228398041514
31004_20000207_1200_12,2000,2,12,500.0,4630.8,-0.6277360204840182
