profile_id,datetime_utc,year,month,cycle,layer_index,position_type,base_pressure_hpa,top_pressure_hpa,base_height_m,top_height_m,base_height_agl_m,top_height_agl_m,depth_m,delta_t_c,gamma_c_per_100m,confirm_drop_c
31004_20071217_0000_00,2007-12-17 00:00:00,2007,12,00,0,G,933.0,902.0,680.0,964.1,0.0,284.1,284.1,6.400000000000006,2.252727912706795,-1.0
31004_20071217_1200_12,2007-12-17 12:00:00,2007,12,12,0,G,928.0,914.0,680.0,808.1,0.0,128.10000000000002,128.10000000000002,10.799999999999983,8.430913348946122,-7.0
31004_20071218_0000_00,2007-12-18 00:00:00,2007,12,00,0,G,924.0,867.0,680.0,1213.9,0.0,533.9000000000001,533.9000000000001,4.800000000000008,0.8990447649372555,-9.60000000000002
31004_20071218_1200_12,2007-12-18 12:00:00,2007,12,12,0,HE,850.0,833.0,1289.4,1546.1,609.4000000000001,866.0999999999999,256.6999999999998,0.40000000000000213,0.15582391897156306,-7.0
31004_20071220_0000_00,2007-12-20 00:00:00,2007,12,00,0,G,933.0,895.0,680.0,1029.4,0.0,349.4000000000001,349.4000000000001,8.199999999999989,2.3468803663422975,-1.8000000000000114
31004_20071222_0000_00,2007-12-22 00:00:00,2007,12,00,0,HE,870.0,846.0,1230.1,1462.5,550.0999999999999,782.5,232.4000000000001,2.5999999999999943,1.1187607573149712,-6.199999999999989
31004_20071223_1200_12,2007-12-23 12:00:00,2007,12,12,0,G,939.0,911.0,680.0,934.6,0.0,254.60000000000002,254.60000000000002,9.0,3.5349567949725054,-2.4000000000000057
31004_20071224_1200_12,2007-12-24 12:00:00,2007,12,12,0,E,924.0,900.0,815.6,1036.4,135.60000000000002,356.4000000000001,220.80000000000007,4.0,1.81159420289855,-1.0
31004_20071225_1200_12,2007-12-25 12:00:00,2007,12,12,0,HE,850.0,831.0,1474.3,1751.3,794.3,1071.3,277.0,0.20000000000001705,0.07220216606498811,-2.4000000000000057
31004_20071226_0000_00,2007-12-26 00:00:00,2007,12,00,0,G,943.0,860.0,680.0,1450.5,0.0,770.5,770.5,5.199999999999989,0.6748864373783242,-8.59999999999997
31004_20071226_1200_12,2007-12-26 12:00:00,2007,12,12,0,E,923.0,899.0,833.7,1054.6,153.70000000000005,374.5999999999999,220.89999999999986,7.199999999999989,3.2593933906745103,-0.5999999999999659
31004_20071228_0000_00,2007-12-28 00:00:00,2007,12,00,0,G,944.0,900.0,680.0,1080.8,0.0,400.79999999999995,400.79999999999995,4.199999999999989,1.0479041916167637,-3.4000000000000057
31004_20071228_1200_12,2007-12-28 12:00:00,2007,12,12,0,G,945.0,916.0,680.0,942.2,0.0,262.20000000000005,262.20000000000005,5.0,1.9069412662090006,-3.4000000000000057
31004_20071228_1200_12,2007-12-28 12:00:00,2007,12,12,1,HE,812.0,754.0,1941.3,2544.4,1261.3,1864.4,603.1000000000001,0.8000000000000078,0.13264798540872286,-2.400000000000002
31004_20071229_0000_00,2007-12-29 00:00:00,2007,12,00,0,G,941.0,908.0,680.0,980.1,0.0,300.1,300.1,10.799999999999983,3.598800399866705,-1.1999999999999886
31004_20071229_1200_12,2007-12-29 12:00:00,2007,12,12,0,G,938.0,865.0,680.0,1358.2,0.0,678.2,678.2,6.400000000000006,0.94367443232085,-6.0
31004_20071230_0000_00,2007-12-30 00:00:00,2007,12,00,0,G,936.0,891.0,680.0,1093.7,0.0,413.70000000000005,413.70000000000005,10.199999999999989,2.4655547498187063,-2.399999999999981
31004_20071230_1200_12,2007-12-30 12:00:00,2007,12,12,0,G,942.0,916.0,680.0,915.5,0.0,235.5,235.5,6.599999999999994,2.8025477707006345,-2.0
31004_20071231_0000_00,2007-12-31 00:00:00,2007,12,00,0,G,941.0,897.0,680.0,1082.1,0.0,402.0999999999999,402.0999999999999,6.199999999999989,1.5419049987565259,-1.4000000000000057
31004_20071231_0000_00,2007-12-31 00:00:00,2007,12,00,1,HE,820.0,797.0,1826.0,2059.2,1146.0,1379.1999999999998,233.19999999999982,1.2000000000000135,0.5145797598627849,-3.600000000000019
31004_20071231_1200_12,2007-12-31 12:00:00,2007,12,12,0,G,937.0,925.0,680.0,775.6,0.0,95.60000000000002,95.60000000000002,0.2000000000000135,0.20920502092051618,-1.2000000000000135
31004_20080101_0000_00,2008-01-01 00:00:00,2008,1,00,0,G,932.0,884.0,680.0,1123.8,0.0,443.79999999999995,443.79999999999995,1.200000000000017,0.2703920684993279,-2.200000000000017
31004_20080101_0000_00,2008-01-01 00:00:00,2008,1,00,1,HE,793.0,755.0,2021.8,2421.6,1341.8,1741.6,399.79999999999995,1.4000000000000057,0.35017508754377336,-4.800000000000011
31004_20080101_0000_00,2008-01-01 00:00:00,2008,1,00,2,HE,673.0,642.0,3343.3,3715.5,2663.3,3035.5,372.1999999999998,0.6000000000000192,0.16120365394949474,-8.800000000000008
31004_20080101_1200_12,2008-01-01 12:00:00,2008,1,12,0,G,925.0,882.0,704.6,1106.8,24.600000000000023,426.79999999999995,402.19999999999993,1.8000000000000114,0.4475385380407786,-2.0000000000000036
31004_20080101_1200_12,2008-01-01 12:00:00,2008,1,12,1,HE,752.0,721.0,2419.0,2758.9,1739.0,2078.9,339.9000000000001,1.5999999999999979,0.4707266843189166,-3.200000000000017
31004_20080102_1200_12,2008-01-02 12:00:00,2008,1,12,0,HE,700.0,680.0,2719.3,3209.8,2039.3000000000002,2529.8,490.5,0.3999999999999808,0.08154943934760057,-7.199999999999989
31004_20080103_0000_00,2008-01-03 00:00:00,2008,1,00,0,G,925.0,901.0,700.6,928.4,20.600000000000023,248.39999999999998,227.79999999999995,0.2000000000000135,0.08779631255487863,-2.400000000000002
31004_20080103_1200_12,2008-01-03 12:00:00,2008,1,12,0,G,930.0,909.0,680.0,872.3,0.0,192.29999999999995,192.29999999999995,0.6000000000000192,0.31201248049922997,-3.800000000000008
31004_20080104_0000_00,2008-01-04 00:00:00,2008,1,00,0,HE,803.0,755.0,1892.7,2395.5,1212.7,1715.5,502.79999999999995,2.0,0.3977724741447892,-0.8000000000000114
31004_20080104_1200_12,2008-01-04 12:00:00,2008,1,12,0,HE,845.0,803.0,1454.5,1875.0,774.5,1195.0,420.5,1.5999999999999943,0.3804994054696776,-2.4000000000000057
31004_20080105_1200_12,2008-01-05 12:00:00,2008,1,12,0,G,921.0,917.0,680.0,716.7,0.0,36.700000000000045,36.700000000000045,1.0,2.724795640326972,-3.400000000000002
31004_20080106_1200_12,2008-01-06 12:00:00,2008,1,12,0,HE,783.0,761.0,2063.9,2296.2,1383.9,1616.1999999999998,232.29999999999973,0.4000000000000057,0.17219113215669657,-3.8000000000000114
31004_20080107_0000_00,2008-01-07 00:00:00,2008,1,00,0,G,922.0,887.0,680.0,1005.3,0.0,325.29999999999995,325.29999999999995,3.0,0.922225637872733,-1.1999999999999922
31004_20080107_1200_12,2008-01-07 12:00:00,2008,1,12,0,G,925.0,897.0,687.6,947.6,7.600000000000023,267.6,260.0,3.200000000000017,1.2307692307692373,-1.5999999999999979
31004_20080108_0000_00,2008-01-08 00:00:00,2008,1,00,0,G,928.0,906.0,680.0,881.9,0.0,201.89999999999998,201.89999999999998,3.200000000000017,1.5849430411094687,-2.0
31004_20080108_1200_12,2008-01-08 12:00:00,2008,1,12,0,G,928.0,881.0,680.0,1116.3,0.0,436.29999999999995,436.29999999999995,4.799999999999983,1.1001604400641722,-1.799999999999983
31004_20080109_0000_00,2008-01-09 00:00:00,2008,1,00,0,G,927.0,903.0,680.0,900.7,0.0,220.70000000000005,220.70000000000005,6.0,2.7186225645672852,-2.0
31004_20080109_1200_12,2008-01-09 12:00:00,2008,1,12,0,G,929.0,903.0,680.0,918.8,0.0,238.79999999999995,238.79999999999995,9.599999999999994,4.020100502512562,-1.4000000000000057
31004_20080109_1200_12,2008-01-09 12:00:00,2008,1,12,1,HE,700.0,682.0,2657.3,3212.2,1977.3000000000002,2532.2,554.8999999999996,0.4000000000000057,0.07208506037123914,-3.200000000000017
31004_20080110_0000_00,2008-01-10 00:00:00,2008,1,00,0,G,933.0,890.0,680.0,1076.3,0.0,396.29999999999995,396.29999999999995,3.200000000000017,0.8074690890739382,-0.4000000000000057
31004_20080110_0000_00,2008-01-10 00:00:00,2008,1,00,1,HE,823.0,759.0,1725.8,2387.5,1045.8,1707.5,661.7,2.5999999999999943,0.3929273084479362,-1.4000000000000057
31004_20080110_1200_12,2008-01-10 12:00:00,2008,1,12,0,G,941.0,737.0,680.0,2694.2,0.0,2014.1999999999998,2014.1999999999998,12.200000000000014,0.605699533313475,-2.600000000000019
31004_20080111_0000_00,2008-01-11 00:00:00,2008,1,00,0,E,925.0,711.0,854.5,3050.1,174.5,2370.1,2195.6,7.400000000000006,0.33703771178721104,-2.5999999999999943
31004_20080111_1200_12,2008-01-11 12:00:00,2008,1,12,0,HE,759.0,700.0,2576.1,2858.3,1896.1,2178.3,282.2000000000003,0.2000000000000135,0.07087172218285376,-4.800000000000008
31004_20080112_0000_00,2008-01-12 00:00:00,2008,1,00,0,HE,805.0,740.0,2123.9,2805.5,1443.9,2125.5,681.5999999999999,5.199999999999989,0.7629107981220642,-1.5999999999999943
31004_20080113_0000_00,2008-01-13 00:00:00,2008,1,00,0,HE,760.0,726.0,2599.2,2967.0,1919.1999999999998,2287.0,367.8000000000002,1.7999999999999865,0.4893964110929814,-7.799999999999983
31004_20080114_0000_00,2008-01-14 00:00:00,2008,1,00,0,HE,738.0,700.0,2793.6,2868.3,2113.6,2188.3,74.70000000000027,2.400000000000002,3.2128514056224815,-5.800000000000008
31004_20080115_0000_00,2008-01-15 00:00:00,2008,1,00,0,HE,920.0,788.0,958.7,2238.1,278.70000000000005,1558.1,1279.3999999999999,5.0,0.39080819133969047,-2.4000000000000057
31004_20080116_0000_00,2008-01-16 00:00:00,2008,1,00,0,HE,861.0,794.0,1493.4,2159.1,813.4000000000001,1479.1,665.6999999999998,6.599999999999994,0.9914375844975207,-2.0
31004_20080116_1200_12,2008-01-16 12:00:00,2008,1,12,0,HE,877.0,839.0,1331.9,1698.5,651.9000000000001,1018.5,366.5999999999999,3.4000000000000057,0.9274413529732696,-3.1999999999999886
31004_20080117_0000_00,2008-01-17 00:00:00,2008,1,00,0,HE,815.0,778.0,1911.1,2290.5,1231.1,1610.5,379.4000000000001,1.2000000000000135,0.3162888771744895,-1.4000000000000021
31004_20080117_1200_12,2008-01-17 12:00:00,2008,1,12,0,HE,860.0,820.0,1459.3,1852.2,779.3,1172.2,392.9000000000001,1.1999999999999886,0.3054212267752579,-0.5999999999999943
31004_20080118_0000_00,2008-01-18 00:00:00,2008,1,00,0,G,946.0,941.0,680.0,724.7,0.0,44.700000000000045,44.700000000000045,0.8000000000000114,1.7897091722595313,-2.8000000000000114
31004_20080118_0000_00,2008-01-18 00:00:00,2008,1,00,1,HE,859.0,808.0,1486.4,1990.4,806.4000000000001,1310.4,504.0,3.200000000000017,0.6349206349206383,-2.200000000000017
31004_20080118_1200_12,2008-01-18 12:00:00,2008,1,12,0,HE,867.0,820.0,1444.6,1904.2,764.5999999999999,1224.2,459.60000000000014,4.0,0.8703220191470842,-1.5999999999999943
31004_20080119_0000_00,2008-01-19 00:00:00,2008,1,00,0,E,925.0,748.0,895.5,2685.4,215.5,2005.4,1789.9,5.599999999999994,0.3128666405944463,-1.1999999999999886
31004_20080120_1200_12,2008-01-20 12:00:00,2008,1,12,0,HE,835.0,814.0,1711.8,1921.2,1031.8,1241.2,209.4000000000001,3.5999999999999943,1.7191977077363862,-1.1999999999999886
31004_20080121_0000_00,2008-01-21 00:00:00,2008,1,00,0,G,943.0,925.0,680.0,818.5,0.0,138.5,138.5,1.0,0.7220216606498195,-3.0
31004_20080121_0000_00,2008-01-21 00:00:00,2008,1,00,1,HE,859.0,789.0,1460.1,2158.9,780.0999999999999,1478.9,698.8000000000002,1.4000000000000057,0.20034344590727035,-2.5999999999999943
31004_20080122_0000_00,2008-01-22 00:00:00,2008,1,00,0,HE,738.0,714.0,2648.9,2914.6,1968.9,2234.6,265.6999999999998,0.8000000000000078,0.3010914565299241,-2.800000000000008
31004_20080122_0000_00,2008-01-22 00:00:00,2008,1,00,1,HE,678.0,648.0,3327.0,3684.5,2647.0,3004.5,357.5,0.8000000000000078,0.22377622377622594,-2.2000000000000135
31004_20080122_1200_12,2008-01-22 12:00:00,2008,1,12,0,HE,744.0,676.0,2540.4,3308.0,1860.4,2628.0,767.5999999999999,3.800000000000008,0.4950495049504961,-5.800000000000008
31004_20080123_0000_00,2008-01-23 00:00:00,2008,1,00,0,HE,861.0,836.0,1387.9,1631.8,707.9000000000001,951.8,243.89999999999986,3.0,1.230012300123002,-3.5999999999999943
31004_20080123_1200_12,2008-01-23 12:00:00,2008,1,12,0,HE,846.0,768.0,1551.2,2343.8,871.2,1663.8000000000002,792.6000000000001,1.200000000000017,0.15140045420136472,-4.599999999999998
31004_20080123_1200_12,2008-01-23 12:00:00,2008,1,12,1,HE,688.0,655.0,3227.7,3616.7,2547.7,2936.7,389.0,0.39999999999997726,0.10282776349613812,-4.199999999999989
31004_20080124_0000_00,2008-01-24 00:00:00,2008,1,00,0,E,925.0,902.0,788.5,1017.8,108.5,337.79999999999995,229.29999999999995,0.4000000000000057,0.17444395987789174,-2.5999999999999943
31004_20080124_0000_00,2008-01-24 00:00:00,2008,1,00,1,HE,788.0,751.0,2134.6,2525.2,1454.6,1845.1999999999998,390.5999999999999,2.200000000000017,0.5632360471070194,-3.0
31004_20080124_1200_12,2008-01-24 12:00:00,2008,1,12,0,E,925.0,897.0,794.6,1073.3,114.60000000000002,393.29999999999995,278.69999999999993,0.5999999999999943,0.21528525296017026,-2.1999999999999886
31004_20080124_1200_12,2008-01-24 12:00:00,2008,1,12,1,HE,782.0,742.0,2205.6,2631.1,1525.6,1951.1,425.5,2.200000000000017,0.5170387779083472,-1.8000000000000114
31004_20080125_0000_00,2008-01-25 00:00:00,2008,1,00,0,HE,796.0,732.0,2078.2,2757.5,1398.1999999999998,2077.5,679.3000000000002,2.4000000000000057,0.35330487266303623,-2.0
31004_20080125_1200_12,2008-01-25 12:00:00,2008,1,12,0,HE,850.0,808.0,1419.4,1920.9,739.4000000000001,1240.9,501.5,1.200000000000017,0.23928215353938523,-3.0000000000000036
31004_20080127_0000_00,2008-01-27 00:00:00,2008,1,00,0,HE,818.0,722.0,1802.3,2816.7,1122.3,2136.7,1014.3999999999999,1.5999999999999943,0.15772870662460514,-4.0
31004_20080127_1200_12,2008-01-27 12:00:00,2008,1,12,0,HE,700.0,656.0,2789.3,3587.9,2109.3,2907.9,798.5999999999999,1.1999999999999886,0.15026296018031415,-3.799999999999983
31004_20080128_0000_00,2008-01-28 00:00:00,2008,1,00,0,HE,810.0,765.0,1874.3,2340.9,1194.3,1660.9,466.60000000000014,1.1999999999999886,0.2571795970852954,-1.1999999999999886
31004_20080128_0000_00,2008-01-28 00:00:00,2008,1,00,1,HE,637.0,618.0,3802.1,4038.9,3122.1,3358.9,236.80000000000018,3.5999999999999943,1.5202702702702666,-3.0
31004_20080128_1200_12,2008-01-28 12:00:00,2008,1,12,0,HE,783.0,761.0,2116.7,2348.7,1436.6999999999998,1668.6999999999998,232.0,1.5999999999999943,0.6896551724137907,-3.0
31004_20080129_0000_00,2008-01-29 00:00:00,2008,1,00,0,HE,809.0,772.0,1875.6,2258.2,1195.6,1578.1999999999998,382.5999999999999,1.8000000000000114,0.4704652378463178,-2.0
31004_20080129_1200_12,2008-01-29 12:00:00,2008,1,12,0,HE,837.0,788.0,1613.1,2108.5,933.0999999999999,1428.5,495.4000000000001,2.5999999999999943,0.5248284214775926,-2.1999999999999886
31004_20080130_1200_12,2008-01-30 12:00:00,2008,1,12,0,HE,812.0,789.0,1845.2,2080.6,1165.2,1400.6,235.39999999999986,0.5999999999999943,0.2548853016142713,-3.0
31004_20080131_1200_12,2008-01-31 12:00:00,2008,1,12,0,HE,799.0,748.0,1977.6,2514.4,1297.6,1834.4,536.8000000000002,1.4000000000000057,0.2608047690014913,-1.4000000000000057
31004_20080201_0000_00,2008-02-01 00:00:00,2008,2,00,0,HE,846.0,805.0,1533.5,1942.6,853.5,1262.6,409.0999999999999,3.2000000000000135,0.7822048398924503,-3.2000000000000135
31004_20080201_1200_12,2008-02-01 12:00:00,2008,2,12,0,HE,671.0,649.0,3426.1,3689.1,2746.1,3009.1,263.0,1.0,0.38022813688212925,-4.400000000000002
31004_20080202_1200_12,2008-02-02 12:00:00,2008,2,12,0,HE,871.0,843.0,1300.8,1571.7,620.8,891.7,270.9000000000001,1.5999999999999943,0.5906238464377976,-1.0
31004_20080203_0000_00,2008-02-03 00:00:00,2008,2,00,0,HE,860.0,835.0,1397.5,1641.7,717.5,961.7,244.20000000000005,1.4000000000000021,0.573300573300574,-5.400000000000002
31004_20080205_0000_00,2008-02-05 00:00:00,2008,2,00,0,HE,837.0,788.0,1613.1,2108.5,933.0999999999999,1428.5,495.4000000000001,1.4000000000000057,0.282599919257167,-4.0
31004_20080205_1200_12,2008-02-05 12:00:00,2008,2,12,0,HE,795.0,741.0,2027.5,2599.0,1347.5,1919.0,571.5,2.4000000000000057,0.41994750656168084,-2.0
31004_20080207_0000_00,2008-02-07 00:00:00,2008,2,00,0,HE,850.0,822.0,1406.4,1753.4,726.4000000000001,1073.4,347.0,0.39999999999997726,0.11527377521613179,-2.8000000000000114
31004_20080207_1200_12,2008-02-07 12:00:00,2008,2,12,0,G,934.0,894.0,680.0,1047.7,0.0,367.70000000000005,367.70000000000005,1.0,0.2719608376393799,-1.6000000000000245
31004_20080209_0000_00,2008-02-09 00:00:00,2008,2,00,0,G,936.0,886.0,680.0,1140.7,0.0,460.70000000000005,460.70000000000005,3.599999999999998,0.7814195789016709,-2.8000000000000114
31004_20080212_0000_00,2008-02-12 00:00:00,2008,2,00,0,G,934.0,889.0,680.0,1094.6,0.0,414.5999999999999,414.5999999999999,3.4000000000000057,0.8200675349734698,-2.4000000000000057
31004_20080212_1200_12,2008-02-12 12:00:00,2008,2,12,0,G,932.0,891.0,680.0,1057.9,0.0,377.9000000000001,377.9000000000001,2.4000000000000057,0.6350886477904221,-1.8000000000000114
31004_20080212_1200_12,2008-02-12 12:00:00,2008,2,12,1,HE,700.0,658.0,2748.3,3521.6,2068.3,2841.6,773.2999999999997,1.4000000000000057,0.181042286305445,-6.599999999999994
31004_20080213_0000_00,2008-02-13 00:00:00,2008,2,00,0,G,934.0,876.0,680.0,1217.5,0.0,537.5,537.5,2.4000000000000057,0.44651162790697785,-10.599999999999994
31004_20080213_1200_12,2008-02-13 12:00:00,2008,2,12,0,G,938.0,894.0,680.0,1083.5,0.0,403.5,403.5,5.199999999999992,1.288723667905822,-3.4000000000000057
31004_20080214_0000_00,2008-02-14 00:00:00,2008,2,00,0,G,942.0,918.0,680.0,897.2,0.0,217.20000000000005,217.20000000000005,4.800000000000011,2.20994475138122,-4.599999999999998
31004_20080215_1200_12,2008-02-15 12:00:00,2008,2,12,0,G,940.0,892.0,680.0,1120.0,0.0,440.0,440.0,6.200000000000017,1.409090909090913,-1.6000000000000227
31004_20080216_0000_00,2008-02-16 00:00:00,2008,2,00,0,G,942.0,933.0,680.0,760.9,0.0,80.89999999999998,80.89999999999998,1.4000000000000057,1.7305315203955576,-0.8000000000000114
31004_20080216_0000_00,2008-02-16 00:00:00,2008,2,00,1,HE,889.0,866.0,1165.8,1384.0,485.79999999999995,704.0,218.20000000000005,1.3999999999999773,0.6416131989000812,-1.9999999999999716
31004_20080216_0000_00,2008-02-16 00:00:00,2008,2,00,2,HE,823.0,746.0,1804.8,2604.9,1124.8,1924.9,800.1000000000001,0.40000000000000213,0.04999375078115261,-2.2000000000000135
31004_20080217_0000_00,2008-02-17 00:00:00,2008,2,00,0,HE,787.0,765.0,2188.2,2418.7,1508.1999999999998,1738.6999999999998,230.5,2.599999999999966,1.1279826464208096,-4.0
31004_20080217_0000_00,2008-02-17 00:00:00,2008,2,00,1,HE,620.0,580.0,4088.4,4604.5,3408.4,3924.5,516.0999999999999,0.5999999999999943,0.1162565394303419,-2.7999999999999865
31004_20080217_1200_12,2008-02-17 12:00:00,2008,2,12,0,HE,850.0,822.0,1471.4,1823.5,791.4000000000001,1143.5,352.0999999999999,0.6000000000000192,0.17040613462085186,-4.0
31004_20080219_0000_00,2008-02-19 00:00:00,2008,2,00,0,HE,869.0,782.0,1355.3,2222.9,675.3,1542.9,867.6000000000001,0.5999999999999943,0.0691562932226826,-1.5999999999999943
31004_20080219_1200_12,2008-02-19 12:00:00,2008,2,12,0,G,939.0,907.0,680.0,971.5,0.0,291.5,291.5,5.0,1.7152658662092626,-3.2000000000000135
31004_20080220_0000_00,2008-02-20 00:00:00,2008,2,00,0,HE,673.0,643.0,3385.7,3745.3,2705.7,3065.3,359.60000000000036,0.4000000000000057,0.11123470522803262,-10.400000000000006
31004_20080220_1200_12,2008-02-20 12:00:00,2008,2,12,0,HE,838.0,727.0,1620.9,2778.4,940.9000000000001,2098.4,1157.5,2.2000000000000135,0.19006479481641586,-1.6000000000000192
31004_20080221_0000_00,2008-02-21 00:00:00,2008,2,00,0,HE,850.0,810.0,1390.4,1900.6,710.4000000000001,1220.6,510.1999999999998,1.4000000000000057,0.274402195217563,-1.8000000000000114
31004_20080221_1200_12,2008-02-21 12:00:00,2008,2,12,0,G,940.0,908.0,680.0,971.2,0.0,291.20000000000005,291.20000000000005,3.2000000000000135,1.0989010989011034,-3.600000000000019
31004_20080221_1200_12,2008-02-21 12:00:00,2008,2,12,1,HE,827.0,792.0,1747.4,2101.9,1067.4,1421.9,354.5,1.3999999999999808,0.3949224259520397,-1.0
31004_20080222_0000_00,2008-02-22 00:00:00,2008,2,00,0,HE,850.0,748.0,1440.4,2609.0,760.4000000000001,1929.0,1168.6,2.8000000000000114,0.23960294369330923,-1.200000000000017
31004_20080223_0000_00,2008-02-23 00:00:00,2008,2,00,0,G,948.0,925.0,680.0,861.6,0.0,181.60000000000002,181.60000000000002,0.20000000000001705,0.11013215859031775,-0.8000000000000114
31004_20080223_1200_12,2008-02-23 12:00:00,2008,2,12,0,HE,792.0,769.0,2153.9,2393.5,1473.9,1713.5,239.5999999999999,0.4000000000000057,0.16694490818030294,-2.8000000000000114
31004_20080224_0000_00,2008-02-24 00:00:00,2008,2,00,0,G,940.0,889.0,680.0,1148.1,0.0,468.0999999999999,468.0999999999999,7.800000000000011,1.6663106173894493,-1.200000000000017
31004_20080224_1200_12,2008-02-24 12:00:00,2008,2,12,0,G,936.0,917.0,680.0,852.7,0.0,172.70000000000005,172.70000000000005,2.5999999999999694,1.5055008685581752,-3.5999999999999694
31004_20080225_1200_12,2008-02-25 12:00:00,2008,2,12,0,E,925.0,913.0,723.6,835.4,43.60000000000002,155.39999999999998,111.79999999999995,0.2000000000000437,0.17889087656533434,-3.600000000000021
31004_20080228_0000_00,2008-02-28 00:00:00,2008,2,00,0,G,925.0,885.0,680.0,1051.4,0.0,371.4000000000001,371.4000000000001,1.7999999999999563,0.48465266558964887,-1.3999999999999755
31004_20080229_0000_00,2008-02-29 00:00:00,2008,2,00,0,G,932.0,906.0,680.0,918.0,0.0,238.0,238.0,9.199999999999994,3.8655462184873923,-2.1999999999999904
31004_20080229_1200_12,2008-02-29 12:00:00,2008,2,12,0,G,934.0,916.0,680.0,843.9,0.0,163.89999999999998,163.89999999999998,8.000000000000002,4.881025015253205,-2.1999999999999904
31004_20080301_0000_00,2008-03-01 00:00:00,2008,3,00,0,G,936.0,908.0,680.0,935.5,0.0,255.5,255.5,8.0,3.131115459882583,-0.8000000000000114
31004_20080301_1200_12,2008-03-01 12:00:00,2008,3,12,0,G,940.0,903.0,680.0,1017.5,0.0,337.5,337.5,5.799999999999983,1.7185185185185132,-1.1999999999999869
31004_20080302_0000_00,2008-03-02 00:00:00,2008,3,00,0,G,944.0,915.0,680.0,942.4,0.0,262.4,262.4,9.599999999999994,3.658536585365852,-2.0
31004_20080302_1200_12,2008-03-02 12:00:00,2008,3,12,0,G,944.0,918.0,680.0,915.0,0.0,235.0,235.0,5.399999999999979,2.297872340425523,-1.8000000000000131
31004_20080302_1200_12,2008-03-02 12:00:00,2008,3,12,1,HE,801.0,789.0,2044.3,2167.5,1364.3,1487.5,123.20000000000005,0.4000000000000341,0.32467532467535226,-2.0
31004_20080303_0000_00,2008-03-03 00:00:00,2008,3,00,0,G,945.0,911.0,680.0,988.0,0.0,308.0,308.0,7.200000000000015,2.3376623376623424,-0.6000000000000192
31004_20080303_1200_12,2008-03-03 12:00:00,2008,3,12,0,G,942.0,918.0,680.0,897.2,0.0,217.20000000000005,217.20000000000005,6.000000000000002,2.7624309392265194,-2.8000000000000114
31004_20080304_0000_00,2008-03-04 00:00:00,2008,3,00,0,G,940.0,882.0,680.0,1214.0,0.0,534.0,534.0,2.8000000000000114,0.5243445692883917,-2.199999999999987
31004_20080304_1200_12,2008-03-04 12:00:00,2008,3,12,0,G,941.0,916.0,680.0,906.6,0.0,226.60000000000002,226.60000000000002,3.400000000000034,1.500441306266564,-3.8000000000000114
31004_20080304_1200_12,2008-03-04 12:00:00,2008,3,12,1,HE,698.0,661.0,3129.7,3561.6,2449.7,2881.6,431.9000000000001,0.6000000000000192,0.138921046538555,-3.2000000000000135
31004_20080305_1200_12,2008-03-05 12:00:00,2008,3,12,0,G,942.0,941.0,680.0,689.0,0.0,9.0,9.0,2.400000000000035,26.666666666667055,-4.600000000000022
31004_20080305_1200_12,2008-03-05 12:00:00,2008,3,12,1,HE,822.0,797.0,1814.8,2067.9,1134.8,1387.9,253.10000000000014,0.4000000000000341,0.15804030027658392,-7.200000000000017
31004_20080306_0000_00,2008-03-06 00:00:00,2008,3,00,0,HE,765.0,735.0,2349.6,2673.2,1669.6,1993.1999999999998,323.5999999999999,2.1999999999999904,0.6798516687268205,-2.0
31004_20080307_0000_00,2008-03-07 00:00:00,2008,3,00,0,G,925.0,916.0,687.6,771.5,7.600000000000023,91.5,83.89999999999998,0.8000000000000114,0.9535160905840424,-4.800000000000011
31004_20080307_0000_00,2008-03-07 00:00:00,2008,3,00,1,HE,749.0,726.0,2433.9,2685.9,1753.9,2005.9,252.0,0.2000000000000437,0.07936507936509671,-5.000000000000027
31004_20080308_1200_12,2008-03-08 12:00:00,2008,3,12,0,G,922.0,894.0,680.0,939.4,0.0,259.4,259.4,2.8000000000000114,1.0794140323824255,-3.2000000000000455
31004_20080309_1200_12,2008-03-09 12:00:00,2008,3,12,0,G,925.0,905.0,697.6,882.2,17.600000000000023,202.20000000000005,184.60000000000002,1.0,0.541711809317443,-3.5999999999999677
31004_20080310_1200_12,2008-03-10 12:00:00,2008,3,12,0,G,931.0,904.0,680.0,927.6,0.0,247.60000000000002,247.60000000000002,4.399999999999977,1.7770597738287468,-3.8000000000000114
31004_20080311_0000_00,2008-03-11 00:00:00,2008,3,00,0,G,925.0,905.0,688.6,873.1,8.600000000000023,193.10000000000002,184.5,0.2000000000000437,0.10840108401086379,-2.0
31004_20080312_1200_12,2008-03-12 12:00:00,2008,3,12,0,HE,811.0,738.0,1820.1,2588.4,1140.1,1908.4,768.3000000000002,1.5999999999999943,0.20825198490173033,-2.5999999999999943
31004_20080313_0000_00,2008-03-13 00:00:00,2008,3,00,0,G,928.0,885.0,680.0,1078.4,0.0,398.4000000000001,398.4000000000001,2.0,0.502008032128514,-2.1999999999999886
31004_20080314_0000_00,2008-03-14 00:00:00,2008,3,00,0,G,925.0,877.0,687.6,1136.3,7.600000000000023,456.29999999999995,448.69999999999993,0.7999999999999545,0.17829284599954415,-9.59999999999997
31004_20080314_0000_00,2008-03-14 00:00:00,2008,3,00,1,HE,723.0,700.0,2719.2,2747.3,2039.1999999999998,2067.3,28.100000000000364,1.1999999999999922,4.270462633451874,-2.8000000000000114
