profile_id,datetime_utc,year,month,cycle,layer_index,position_type,base_pressure_hpa,top_pressure_hpa,base_height_m,top_height_m,base_height_agl_m,top_height_agl_m,depth_m,delta_t_c,gamma_c_per_100m,confirm_drop_c
31004_20121103_1200_12,2012-11-03 12:00:00,2012,11,12,0,HE,879.0,843.0,1242.4,1589.3,562.4000000000001,909.3,346.89999999999986,5.399999999999977,1.556644566157388,-9.0
31004_20121104_1200_12,2012-11-04 12:00:00,2012,11,12,0,G,940.0,895.0,680.0,1091.9,0.0,411.9000000000001,411.9000000000001,1.0,0.24277737314882247,-2.4000000000000323
31004_20121105_1200_12,2012-11-05 12:00:00,2012,11,12,0,HE,715.0,700.0,2877.7,2871.4,2197.7,2191.4,-6.299999999999727,0.40000000000000213,,-6.400000000000002
31004_20121106_1200_12,2012-11-06 12:00:00,2012,11,12,0,HE,814.0,759.0,1842.6,2413.5,1162.6,1733.5,570.9000000000001,1.1999999999999869,0.2101944298476067,-2.5999999999999677
31004_20121107_0000_00,2012-11-07 00:00:00,2012,11,00,0,E,925.0,897.0,782.5,1055.4,102.5,375.4000000000001,272.9000000000001,3.0,1.0993037742762912,-1.599999999999966
31004_20121107_0000_00,2012-11-07 00:00:00,2012,11,00,1,HE,815.0,723.0,1850.1,2822.7,1170.1,2142.7,972.5999999999999,0.40000000000003233,0.0411268764137397,-2.4000000000000323
31004_20121108_1200_12,2012-11-08 12:00:00,2012,11,12,0,G,945.0,802.0,680.0,2042.8,0.0,1362.8,1362.8,12.0,0.8805400645729381,-5.199999999999989
31004_20121109_0000_00,2012-11-09 00:00:00,2012,11,00,0,G,948.0,904.0,680.0,1079.1,0.0,399.0999999999999,399.0999999999999,11.400000000000034,2.856426960661498,-1.400000000000034
31004_20121109_1200_12,2012-11-09 12:00:00,2012,11,12,0,G,948.0,912.0,680.0,1005.4,0.0,325.4,325.4,5.80000000000001,1.782421634910882,-2.0
31004_20121111_0000_00,2012-11-11 00:00:00,2012,11,00,0,HE,833.0,785.0,1722.8,2209.0,1042.8,1529.0,486.20000000000005,1.1999999999999922,0.24681201151789223,-2.199999999999992
31004_20121111_1200_12,2012-11-11 12:00:00,2012,11,12,0,HE,778.0,754.0,2290.5,2544.4,1610.5,1864.4,253.9000000000001,0.2000000000000437,0.078771169751888,-2.600000000000021
31004_20121112_0000_00,2012-11-12 00:00:00,2012,11,00,0,E,922.0,809.0,860.7,1945.6,180.70000000000005,1265.6,1084.8999999999999,11.199999999999989,1.0323532122776284,-3.7999999999999563
31004_20121112_1200_12,2012-11-12 12:00:00,2012,11,12,0,HE,911.0,783.0,952.5,2203.8,272.5,1523.8000000000002,1251.3000000000002,11.600000000000021,0.9270358826820122,-3.4000000000000323
31004_20121113_0000_00,2012-11-13 00:00:00,2012,11,00,0,G,940.0,807.0,680.0,1948.5,0.0,1268.5,1268.5,14.400000000000032,1.135199054000791,-1.6000000000000192
31004_20121113_1200_12,2012-11-13 12:00:00,2012,11,12,0,HE,812.0,731.0,1897.8,2751.4,1217.8,2071.4,853.6000000000001,1.1999999999999886,0.1405810684161186,-1.0
31004_20121114_0000_00,2012-11-14 00:00:00,2012,11,00,0,G,938.0,750.0,680.0,2527.3,0.0,1847.3000000000002,1847.3000000000002,10.799999999999983,0.5846370378390073,-2.3999999999999773
31004_20121114_1200_12,2012-11-14 12:00:00,2012,11,12,0,HE,850.0,765.0,1391.4,2340.9,711.4000000000001,1660.9,949.5,1.3999999999999808,0.14744602422327338,-3.0
31004_20121115_0000_00,2012-11-15 00:00:00,2012,11,00,0,HE,867.0,736.0,1303.5,2645.0,623.5,1965.0,1341.5,5.400000000000034,0.40253447633246625,-1.400000000000034
31004_20121115_1200_12,2012-11-15 12:00:00,2012,11,12,0,HE,793.0,759.0,2039.3,2396.2,1359.3,1716.1999999999998,356.89999999999986,1.4000000000000057,0.3922667413841429,-1.8000000000000114
31004_20121116_1200_12,2012-11-16 12:00:00,2012,11,12,0,HE,862.0,790.0,1324.9,2044.0,644.9000000000001,1364.0,719.0999999999999,1.0,0.13906271728549577,-2.7999999999999865
31004_20121117_0000_00,2012-11-17 00:00:00,2012,11,00,0,HE,850.0,836.0,1351.4,1587.6,671.4000000000001,907.5999999999999,236.19999999999982,0.2000000000000135,0.08467400508044608,-3.2000000000000135
31004_20121117_1200_12,2012-11-17 12:00:00,2012,11,12,0,HE,762.0,724.0,2338.0,2751.4,1658.0,2071.4,413.4000000000001,0.5999999999999979,0.14513788098693706,-13.800000000000011
31004_20121118_0000_00,2012-11-18 00:00:00,2012,11,00,0,G,929.0,850.0,680.0,1339.4,0.0,659.4000000000001,659.4000000000001,6.400000000000006,0.9705793145283599,-4.800000000000011
31004_20121119_0000_00,2012-11-19 00:00:00,2012,11,00,0,E,925.0,890.0,720.6,1049.3,40.60000000000002,369.29999999999995,328.69999999999993,0.799999999999983,0.2433830240340685,-1.3999999999999773
31004_20121119_1200_12,2012-11-19 12:00:00,2012,11,12,0,G,929.0,885.0,680.0,1087.4,0.0,407.4000000000001,407.4000000000001,3.4000000000000075,0.8345606283750631,-2.1999999999999904
31004_20121120_0000_00,2012-11-20 00:00:00,2012,11,00,0,G,927.0,881.0,680.0,1107.3,0.0,427.29999999999995,427.29999999999995,5.199999999999989,1.2169435993447202,-1.3999999999999773
31004_20121120_1200_12,2012-11-20 12:00:00,2012,11,12,0,G,930.0,883.0,680.0,1115.3,0.0,435.29999999999995,435.29999999999995,1.6000000000000192,0.367562600505403,-1.0
31004_20121121_0000_00,2012-11-21 00:00:00,2012,11,00,0,G,932.0,914.0,680.0,844.2,0.0,164.20000000000005,164.20000000000005,2.800000000000008,1.7052375152253392,-1.6000000000000192
31004_20121121_1200_12,2012-11-21 12:00:00,2012,11,12,0,G,934.0,913.0,680.0,871.4,0.0,191.39999999999998,191.39999999999998,5.599999999999994,2.925809822361544,-2.799999999999983
31004_20121121_1200_12,2012-11-21 12:00:00,2012,11,12,1,HE,783.0,729.0,2143.0,2721.9,1463.0,2041.9,578.9000000000001,3.400000000000002,0.5873207807911559,-15.400000000000002
31004_20121122_0000_00,2012-11-22 00:00:00,2012,11,00,0,G,932.0,883.0,680.0,1133.3,0.0,453.29999999999995,453.29999999999995,4.199999999999989,0.9265387160820624,-2.0
31004_20121122_0000_00,2012-11-22 00:00:00,2012,11,00,1,HE,804.0,755.0,1908.9,2421.6,1228.9,1741.6,512.6999999999998,1.6000000000000192,0.3120733372342539,-1.8000000000000078
31004_20121122_1200_12,2012-11-22 12:00:00,2012,11,12,0,G,929.0,880.0,680.0,1134.8,0.0,454.79999999999995,454.79999999999995,5.199999999999992,1.143359718557606,-1.8000000000000114
31004_20121123_0000_00,2012-11-23 00:00:00,2012,11,00,0,G,925.0,871.0,686.6,1193.6,6.600000000000023,513.5999999999999,506.9999999999999,6.800000000000011,1.3412228796844208,-3.199999999999992
31004_20121124_0000_00,2012-11-24 00:00:00,2012,11,00,0,G,925.0,864.0,680.0,1251.8,0.0,571.8,571.8,5.0,0.8744316194473594,-5.2000000000000135
31004_20121124_1200_12,2012-11-24 12:00:00,2012,11,12,0,G,925.0,880.0,686.6,1107.8,6.600000000000023,427.79999999999995,421.19999999999993,3.4000000000000057,0.807217473884142,-1.4000000000000057
31004_20121125_1200_12,2012-11-25 12:00:00,2012,11,12,0,G,930.0,904.0,680.0,918.6,0.0,238.60000000000002,238.60000000000002,3.0,1.2573344509639564,-1.6000000000000192
31004_20121126_0000_00,2012-11-26 00:00:00,2012,11,00,0,HE,849.0,815.0,1415.3,1753.1,735.3,1073.1,337.79999999999995,1.4000000000000057,0.4144464179988176,-3.4000000000000057
31004_20121126_1200_12,2012-11-26 12:00:00,2012,11,12,0,HE,850.0,788.0,1286.4,2003.0,606.4000000000001,1323.0,716.5999999999999,0.5999999999999943,0.08372871895059927,-2.5999999999999943
31004_20121127_0000_00,2012-11-27 00:00:00,2012,11,00,0,HE,834.0,786.0,1536.1,2023.8,856.0999999999999,1343.8,487.70000000000005,1.4000000000000057,0.28706171826942906,-1.5999999999999979
31004_20121127_1200_12,2012-11-27 12:00:00,2012,11,12,0,HE,800.0,776.0,1896.9,2146.0,1216.9,1466.0,249.0999999999999,1.200000000000017,0.48173424327579983,-2.200000000000017
31004_20121128_0000_00,2012-11-28 00:00:00,2012,11,00,0,HE,778.0,742.0,2116.2,2501.2,1436.1999999999998,1821.1999999999998,385.0,1.7999999999999865,0.4675324675324641,-1.1999999999999886
31004_20121128_1200_12,2012-11-28 12:00:00,2012,11,12,0,HE,790.0,720.0,1973.4,2726.6,1293.4,2046.6,753.1999999999998,2.0,0.26553372278279347,-2.800000000000008
31004_20121129_1200_12,2012-11-29 12:00:00,2012,11,12,0,G,929.0,899.0,680.0,956.1,0.0,276.1,276.1,2.800000000000008,1.0141253169141642,-3.2000000000000135
31004_20121129_1200_12,2012-11-29 12:00:00,2012,11,12,1,HE,735.0,671.0,2612.6,3341.3,1932.6,2661.3,728.7000000000003,1.1999999999999886,0.16467682173733886,-2.799999999999983
31004_20121201_0000_00,2012-12-01 00:00:00,2012,12,00,0,G,925.0,873.0,708.6,1201.4,28.600000000000023,521.4000000000001,492.80000000000007,2.0,0.4058441558441558,-5.199999999999989
31004_20121201_1200_12,2012-12-01 12:00:00,2012,12,12,0,HE,883.0,850.0,1088.3,1322.3,408.29999999999995,642.3,234.0,2.8000000000000114,1.1965811965812014,-10.599999999999994
31004_20121202_0000_00,2012-12-02 00:00:00,2012,12,00,0,G,933.0,850.0,680.0,1365.4,0.0,685.4000000000001,685.4000000000001,1.6000000000000192,0.2334403268164603,-8.400000000000002
31004_20121202_0000_00,2012-12-02 00:00:00,2012,12,00,1,HE,654.0,636.0,3578.2,3797.7,2898.2,3117.7,219.5,1.0,0.45558086560364464,-7.0
31004_20121202_1200_12,2012-12-02 12:00:00,2012,12,12,0,HE,625.0,612.0,3959.4,4123.2,3279.4,3443.2,163.79999999999973,0.2000000000000135,0.12210012210013053,-6.600000000000019
31004_20121203_0000_00,2012-12-03 00:00:00,2012,12,00,0,HE,815.0,781.0,1832.5,2181.2,1152.5,1501.1999999999998,348.6999999999998,1.0,0.28677946659019227,-2.400000000000002
31004_20121203_1200_12,2012-12-03 12:00:00,2012,12,12,0,HE,697.0,679.0,3090.2,3298.4,2410.2,2618.4,208.20000000000027,0.8000000000000078,0.384245917387131,-7.400000000000002
31004_20121204_0000_00,2012-12-04 00:00:00,2012,12,00,0,E,909.0,815.0,908.3,1814.9,228.29999999999995,1134.9,906.6000000000001,7.800000000000008,0.860357379219061,-4.400000000000002
31004_20121205_0000_00,2012-12-05 00:00:00,2012,12,00,0,HE,823.0,749.0,1743.4,2512.2,1063.4,1832.1999999999998,768.7999999999997,7.400000000000002,0.9625390218522378,-0.6000000000000192
31004_20121205_1200_12,2012-12-05 12:00:00,2012,12,12,0,HE,868.0,759.0,1302.8,2404.8,622.8,1724.8000000000002,1102.0000000000002,10.799999999999983,0.9800362976406516,-2.5999999999999943
31004_20121206_0000_00,2012-12-06 00:00:00,2012,12,00,0,HE,850.0,806.0,1367.3,1932.4,687.3,1252.4,565.1000000000001,17.200000000000017,3.0437090780392877,-4.600000000000023
31004_20121207_0000_00,2012-12-07 00:00:00,2012,12,00,0,HE,889.0,832.0,1218.8,1767.5,538.8,1087.5,548.7,16.59999999999997,3.0253326043375193,-7.199999999999989
31004_20121207_1200_12,2012-12-07 12:00:00,2012,12,12,0,HE,894.0,845.0,1198.4,1665.8,518.4000000000001,985.8,467.39999999999986,17.400000000000034,3.722721437740702,-6.600000000000021
31004_20121208_0000_00,2012-12-08 00:00:00,2012,12,00,0,G,952.0,795.0,680.0,2174.6,0.0,1494.6,1494.6,16.200000000000017,1.083902047370535,-6.0000000000000036
31004_20121208_1200_12,2012-12-08 12:00:00,2012,12,12,0,E,925.0,810.0,890.5,2030.5,210.5,1350.5,1140.0,15.199999999999989,1.3333333333333324,-5.0
31004_20121209_0000_00,2012-12-09 00:00:00,2012,12,00,0,HE,609.0,570.0,4293.0,4802.6,3613.0,4122.6,509.60000000000036,0.5999999999999943,0.11773940345368797,-5.599999999999994
31004_20121209_1200_12,2012-12-09 12:00:00,2012,12,12,0,G,951.0,808.0,680.0,2033.6,0.0,1353.6,1353.6,15.599999999999994,1.1524822695035457,-2.4000000000000057
31004_20121209_1200_12,2012-12-09 12:00:00,2012,12,12,1,HE,700.0,657.0,2949.4,3692.6,2269.4,3012.6,743.1999999999998,0.8000000000000078,0.10764262648008718,-3.0
31004_20121210_0000_00,2012-12-10 00:00:00,2012,12,00,0,G,950.0,746.0,680.0,2673.1,0.0,1993.1,1993.1,19.19999999999999,0.963323465957553,-1.6000000000000245
31004_20121210_1200_12,2012-12-10 12:00:00,2012,12,12,0,G,949.0,833.0,680.0,1766.3,0.0,1086.3,1086.3,21.19999999999999,1.9515787535671534,-0.39999999999997726
31004_20121211_0000_00,2012-12-11 00:00:00,2012,12,00,0,G,945.0,797.0,680.0,2093.9,0.0,1413.9,1413.9,19.599999999999994,1.3862366503996035,-1.0
31004_20121212_0000_00,2012-12-12 00:00:00,2012,12,00,0,G,936.0,784.0,680.0,2150.0,0.0,1470.0,1470.0,14.800000000000013,1.0068027210884363,-4.000000000000002
31004_20121213_0000_00,2012-12-13 00:00:00,2012,12,00,0,G,937.0,802.0,680.0,1973.2,0.0,1293.2,1293.2,11.200000000000014,0.8660686668728745,-1.2000000000000135
31004_20121214_0000_00,2012-12-14 00:00:00,2012,12,00,0,G,943.0,760.0,680.0,2463.2,0.0,1783.1999999999998,1783.1999999999998,7.199999999999989,0.403768506056527,-2.0
31004_20121214_1200_12,2012-12-14 12:00:00,2012,12,12,0,E,925.0,850.0,814.6,1420.4,134.60000000000002,740.4000000000001,605.8000000000001,0.8000000000000114,0.13205678441730132,-1.5999999999999979
31004_20121214_1200_12,2012-12-14 12:00:00,2012,12,12,1,HE,785.0,762.0,2200.3,2441.9,1520.3000000000002,1761.9,241.5999999999999,4.399999999999981,1.821192052980125,-2.1999999999999886
31004_20121215_0000_00,2012-12-15 00:00:00,2012,12,00,0,HE,793.0,742.0,2109.0,2648.3,1429.0,1968.3000000000002,539.3000000000002,1.5999999999999943,0.29668088262562464,-1.5999999999999943
31004_20121215_1200_12,2012-12-15 12:00:00,2012,12,12,0,HE,793.0,770.0,2109.0,2348.6,1429.0,1668.6,239.5999999999999,1.7999999999999865,0.7512520868113469,-0.7999999999999865
31004_20121216_0000_00,2012-12-16 00:00:00,2012,12,00,0,HE,763.0,732.0,2379.5,2714.7,1699.5,2034.6999999999998,335.1999999999998,0.5999999999999943,0.17899761336515355,-2.4000000000000057
31004_20121217_1200_12,2012-12-17 12:00:00,2012,12,12,0,HE,842.0,813.0,1572.7,1861.5,892.7,1181.5,288.79999999999995,4.599999999999994,1.5927977839335163,-1.1999999999999886
31004_20121218_1200_12,2012-12-18 12:00:00,2012,12,12,0,HE,846.0,823.0,1489.2,1716.9,809.2,1036.9,227.70000000000005,2.5999999999999943,1.1418533157663566,-1.0
31004_20121222_0000_00,2012-12-22 00:00:00,2012,12,00,0,HE,766.0,730.0,2286.8,2676.3,1606.8000000000002,1996.3000000000002,389.5,4.800000000000008,1.2323491655969212,-0.6000000000000192
31004_20121223_1200_12,2012-12-23 12:00:00,2012,12,12,0,G,929.0,898.0,680.0,965.4,0.0,285.4,285.4,2.0,0.700770847932726,-2.1999999999999886
31004_20121224_0000_00,2012-12-24 00:00:00,2012,12,00,0,G,934.0,905.0,680.0,945.3,0.0,265.29999999999995,265.29999999999995,6.400000000000006,2.4123633622314387,-3.0
31004_20121224_0000_00,2012-12-24 00:00:00,2012,12,00,1,HE,752.0,710.0,2471.2,2933.9,1791.1999999999998,2253.9,462.7000000000003,3.4000000000000057,0.734817376269722,-1.8000000000000114
31004_20121224_1200_12,2012-12-24 12:00:00,2012,12,12,0,G,940.0,916.0,680.0,897.6,0.0,217.60000000000002,217.60000000000002,3.6000000000000227,1.6544117647058927,-3.4000000000000057
31004_20121224_1200_12,2012-12-24 12:00:00,2012,12,12,1,HE,833.0,755.0,1687.8,2490.8,1007.8,1810.8000000000002,803.0000000000002,2.1999999999999886,0.27397260273972457,-1.5999999999999943
31004_20121225_0000_00,2012-12-25 00:00:00,2012,12,00,0,HE,826.0,767.0,1748.6,2354.4,1068.6,1674.4,605.8000000000002,3.4000000000000057,0.5612413337735234,-0.8000000000000114
31004_20121225_1200_12,2012-12-25 12:00:00,2012,12,12,0,HE,853.0,778.0,1465.3,2221.3,785.3,1541.3000000000002,756.0000000000002,2.4000000000000057,0.3174603174603181,-2.4000000000000057
31004_20121225_1200_12,2012-12-25 12:00:00,2012,12,12,1,HE,670.0,639.0,3421.1,3794.3,2741.1,3114.3,373.2000000000003,1.0,0.267952840300107,-1.4000000000000057
31004_20121226_1200_12,2012-12-26 12:00:00,2012,12,12,0,HE,873.0,748.0,1246.1,2514.4,566.0999999999999,1834.4,1268.3000000000002,10.200000000000017,0.8042261294646389,-2.0
31004_20121227_1200_12,2012-12-27 12:00:00,2012,12,12,0,HE,855.0,791.0,1437.0,2077.4,757.0,1397.4,640.4000000000001,9.800000000000011,1.5302935665209259,-4.599999999999998
31004_20121228_0000_00,2012-12-28 00:00:00,2012,12,00,0,HE,838.0,750.0,1620.9,2527.3,940.9000000000001,1847.3000000000002,906.4000000000001,6.400000000000006,0.7060900264783765,-3.199999999999992
31004_20121228_1200_12,2012-12-28 12:00:00,2012,12,12,0,G,941.0,927.0,680.0,806.3,0.0,126.29999999999995,126.29999999999995,2.4000000000000057,1.9002375296912166,-3.200000000000017
31004_20121228_1200_12,2012-12-28 12:00:00,2012,12,12,1,HE,839.0,799.0,1637.4,2038.7,957.4000000000001,1358.7,401.29999999999995,6.199999999999989,1.5449788188387712,-2.1999999999999886
31004_20121229_0000_00,2012-12-29 00:00:00,2012,12,00,0,HE,850.0,762.0,1409.4,2441.9,729.4000000000001,1761.9,1032.5,4.799999999999983,0.46489104116222596,-1.4000000000000057
31004_20121229_1200_12,2012-12-29 12:00:00,2012,12,12,0,HE,873.0,808.0,1317.1,1955.7,637.0999999999999,1275.7,638.6000000000001,7.0,1.0961478233636075,-2.0
31004_20121230_0000_00,2012-12-30 00:00:00,2012,12,00,0,HE,864.0,770.0,1367.9,2314.0,687.9000000000001,1634.0,946.0999999999999,7.600000000000019,0.8032977486523645,-0.6000000000000192
31004_20121230_1200_12,2012-12-30 12:00:00,2012,12,12,0,G,936.0,798.0,680.0,2005.4,0.0,1325.4,1325.4,11.200000000000014,0.8450279161008007,-1.8000000000000078
31004_20121231_0000_00,2012-12-31 00:00:00,2012,12,00,0,G,938.0,827.0,680.0,1729.8,0.0,1049.8,1049.8,19.0,1.8098685463897886,-1.8000000000000114
31004_20130101_0000_00,2013-01-01 00:00:00,2013,1,00,0,G,937.0,820.0,680.0,1791.0,0.0,1111.0,1111.0,10.800000000000011,0.9720972097209731,-1.0
31004_20130102_0000_00,2013-01-02 00:00:00,2013,1,00,0,HE,853.0,815.0,1483.0,1858.8,803.0,1178.8,375.79999999999995,5.400000000000002,1.43693453964875,-0.2000000000000135
31004_20130102_1200_12,2013-01-02 12:00:00,2013,1,12,0,HE,852.0,797.0,1501.5,2050.5,821.5,1370.5,549.0,3.5999999999999943,0.6557377049180317,-3.4000000000000057
31004_20130103_0000_00,2013-01-03 00:00:00,2013,1,00,0,HE,869.0,793.0,1328.8,2082.9,648.8,1402.9,754.1000000000001,4.0,0.5304336294921097,-3.0
31004_20130103_1200_12,2013-01-03 12:00:00,2013,1,12,0,G,932.0,885.0,680.0,1114.4,0.0,434.4000000000001,434.4000000000001,5.400000000000002,1.243093922651934,-1.6000000000000192
31004_20130103_1200_12,2013-01-03 12:00:00,2013,1,12,1,HE,828.0,791.0,1667.0,2042.4,987.0,1362.4,375.4000000000001,1.4000000000000021,0.37293553542887636,-3.0
31004_20130104_0000_00,2013-01-04 00:00:00,2013,1,00,0,G,925.0,894.0,696.6,984.7,16.600000000000023,304.70000000000005,288.1,1.1999999999999922,0.41652204095799794,-0.4000000000000057
31004_20130104_0000_00,2013-01-04 00:00:00,2013,1,00,1,HE,736.0,714.0,2584.3,2828.6,1904.3000000000002,2148.6,244.29999999999973,0.5999999999999943,0.2455996725337679,-2.5999999999999943
31004_20130104_1200_12,2013-01-04 12:00:00,2013,1,12,0,G,934.0,914.0,680.0,862.2,0.0,182.20000000000005,182.20000000000005,2.399999999999981,1.3172338090010869,-3.5999999999999943
31004_20130104_1200_12,2013-01-04 12:00:00,2013,1,12,1,HE,721.0,688.0,2810.6,3185.2,2130.6,2505.2,374.5999999999999,1.1999999999999922,0.32034169781099636,-2.0
31004_20130105_1200_12,2013-01-05 12:00:00,2013,1,12,0,HE,729.0,684.0,2756.3,3265.6,2076.3,2585.6,509.2999999999997,1.799999999999983,0.3534262713528341,-4.599999999999994
31004_20130106_0000_00,2013-01-06 00:00:00,2013,1,00,0,HE,637.0,610.0,3827.3,4165.3,3147.3,3485.3,338.0,0.4000000000000057,0.11834319526627386,-6.799999999999983
31004_20130106_1200_12,2013-01-06 12:00:00,2013,1,12,0,HE,586.0,574.0,4476.1,4635.4,3796.1000000000004,3955.3999999999996,159.29999999999927,0.5999999999999943,0.3766478342749511,-5.599999999999994
31004_20130107_0000_00,2013-01-07 00:00:00,2013,1,00,0,HE,870.0,763.0,1336.9,2414.1,656.9000000000001,1734.1,1077.1999999999998,9.599999999999994,0.8911994058670624,-3.0
31004_20130107_1200_12,2013-01-07 12:00:00,2013,1,12,0,HE,717.0,684.0,2915.2,3290.9,2235.2,2610.9,375.7000000000003,3.0,0.7985094490284795,-1.5999999999999943
31004_20130108_1200_12,2013-01-08 12:00:00,2013,1,12,0,HE,743.0,700.0,2620.3,2769.3,1940.3000000000002,2089.3,149.0,2.200000000000017,1.4765100671141054,-3.200000000000017
31004_20130109_0000_00,2013-01-09 00:00:00,2013,1,00,0,HE,731.0,712.0,2751.4,2962.7,2071.4,2282.7,211.29999999999973,1.0,0.4732607666824426,-3.399999999999981
31004_20130109_1200_12,2013-01-09 12:00:00,2013,1,12,0,HE,700.0,680.0,2763.3,3320.6,2083.3,2640.6,557.2999999999997,0.5999999999999979,0.10766194150367812,-7.0
31004_20130110_0000_00,2013-01-10 00:00:00,2013,1,00,0,HE,888.0,789.0,1130.8,2106.8,450.79999999999995,1426.8000000000002,976.0000000000002,3.5999999999999943,0.36885245901639274,-3.3999999999999773
31004_20130110_1200_12,2013-01-10 12:00:00,2013,1,12,0,E,925.0,778.0,769.6,2221.3,89.60000000000002,1541.3000000000002,1451.7000000000003,2.2000000000000135,0.15154646276779038,-1.8000000000000078
31004_20130111_1200_12,2013-01-11 12:00:00,2013,1,12,0,HE,866.0,762.0,1330.9,2381.5,650.9000000000001,1701.5,1050.6,5.200000000000017,0.4949552636588633,-2.8000000000000114
31004_20130112_1200_12,2013-01-12 12:00:00,2013,1,12,0,G,935.0,862.0,680.0,1360.5,0.0,680.5,680.5,8.200000000000014,1.2049963262307146,-1.2000000000000135
31004_20130113_1200_12,2013-01-13 12:00:00,2013,1,12,0,G,939.0,850.0,680.0,1393.3,0.0,713.3,713.3,9.800000000000011,1.3738959764474992,-3.599999999999998
31004_20130114_0000_00,2013-01-14 00:00:00,2013,1,00,0,G,941.0,791.0,680.0,2120.9,0.0,1440.9,1440.9,8.60000000000002,0.59684919147755,-3.0
31004_20130114_1200_12,2013-01-14 12:00:00,2013,1,12,0,G,941.0,786.0,680.0,2172.7,0.0,1492.6999999999998,1492.6999999999998,7.599999999999994,0.5091445032491455,-3.4000000000000057
31004_20130116_0000_00,2013-01-16 00:00:00,2013,1,00,0,G,939.0,906.0,680.0,980.8,0.0,300.79999999999995,300.79999999999995,4.0,1.3297872340425534,-0.8000000000000114
31004_20130116_0000_00,2013-01-16 00:00:00,2013,1,00,1,HE,819.0,795.0,1818.6,2062.4,1138.6,1382.4,243.80000000000018,1.1999999999999922,0.49220672682526306,-2.8000000000000114
31004_20130117_0000_00,2013-01-17 00:00:00,2013,1,00,0,G,936.0,879.0,680.0,1206.9,0.0,526.9000000000001,526.9000000000001,4.800000000000011,0.9109888024293056,-6.800000000000011
31004_20130117_1200_12,2013-01-17 12:00:00,2013,1,12,0,G,936.0,877.0,680.0,1225.9,0.0,545.9000000000001,545.9000000000001,8.200000000000015,1.502106612932774,-3.4000000000000323
31004_20130118_1200_12,2013-01-18 12:00:00,2013,1,12,0,HE,844.0,780.0,1588.3,2235.1,908.3,1555.1,646.8,2.8000000000000114,0.43290043290043473,-0.8000000000000114
31004_20130119_0000_00,2013-01-19 00:00:00,2013,1,00,0,HE,878.0,746.0,1278.4,2613.5,598.4000000000001,1933.5,1335.1,1.8000000000000114,0.134821361695754,-2.0
31004_20130119_1200_12,2013-01-19 12:00:00,2013,1,12,0,G,945.0,913.0,680.0,969.7,0.0,289.70000000000005,289.70000000000005,2.600000000000019,0.897480151881263,-1.4000000000000021
31004_20130120_0000_00,2013-01-20 00:00:00,2013,1,00,0,G,946.0,914.0,680.0,969.4,0.0,289.4,289.4,8.599999999999994,2.971665514858326,-1.1999999999999886
31004_20130120_1200_12,2013-01-20 12:00:00,2013,1,12,0,G,945.0,925.0,680.0,835.6,0.0,155.60000000000002,155.60000000000002,9.599999999999998,6.169665809768635,-1.200000000000017
31004_20130122_0000_00,2013-01-22 00:00:00,2013,1,00,0,HE,850.0,803.0,1374.4,1945.5,694.4000000000001,1265.5,571.0999999999999,1.4000000000000057,0.24514095604972966,-2.8000000000000114
31004_20130122_1200_12,2013-01-22 12:00:00,2013,1,12,0,HE,852.0,792.0,1475.0,2075.8,795.0,1395.8000000000002,600.8000000000002,5.199999999999989,0.8655126498002642,-1.1999999999999886
31004_20130123_0000_00,2013-01-23 00:00:00,2013,1,00,0,HE,868.0,783.0,1329.5,2177.8,649.5,1497.8000000000002,848.3000000000002,4.599999999999994,0.5422609925733812,-1.0
31004_20130123_1200_12,2013-01-23 12:00:00,2013,1,12,0,HE,864.0,770.0,1394.4,2340.0,714.4000000000001,1660.0,945.5999999999999,7.9999999999999964,0.8460236886632823,-2.0
31004_20130124_0000_00,2013-01-24 00:00:00,2013,1,00,0,G,939.0,931.0,680.0,752.1,0.0,72.10000000000002,72.10000000000002,1.200000000000017,1.664355062413338,-3.4000000000000057
31004_20130124_0000_00,2013-01-24 00:00:00,2013,1,00,1,HE,854.0,748.0,1473.3,2557.5,793.3,1877.5,1084.2,9.599999999999994,0.885445489762036,-2.4000000000000057
31004_20130124_1200_12,2013-01-24 12:00:00,2013,1,12,0,HE,846.0,757.0,1533.5,2443.5,853.5,1763.5,910.0,8.400000000000002,0.9230769230769234,-1.6000000000000192
31004_20130125_0000_00,2013-01-25 00:00:00,2013,1,00,0,HE,879.0,784.0,1198.0,2141.3,518.0,1461.3000000000002,943.3000000000002,8.0,0.8480865048234918,-3.0
31004_20130125_1200_12,2013-01-25 12:00:00,2013,1,12,0,G,936.0,802.0,680.0,1964.4,0.0,1284.4,1284.4,11.199999999999989,0.8720024914356889,-2.199999999999992
31004_20130126_0000_00,2013-01-26 00:00:00,2013,1,00,0,G,937.0,816.0,680.0,1831.2,0.0,1151.2,1151.2,13.200000000000017,1.1466296038915929,-1.0
31004_20130126_1200_12,2013-01-26 12:00:00,2013,1,12,0,G,936.0,789.0,680.0,2098.1,0.0,1418.1,1418.1,13.200000000000014,0.9308229320922371,-4.800000000000008
31004_20130127_0000_00,2013-01-27 00:00:00,2013,1,00,0,G,933.0,822.0,680.0,1735.8,0.0,1055.8,1055.8,16.999999999999996,1.6101534381511646,-3.400000000000002
31004_20130128_0000_00,2013-01-28 00:00:00,2013,1,00,0,G,928.0,778.0,680.0,2142.6,0.0,1462.6,1462.6,6.0,0.4102283604539861,-3.800000000000008
