profile_id,year,month,gamma_c_per_100m
31004_19991009_1200_12,1999,10,-0.462534690101758
31004_19991009_1200_12,1999,10,-0.5094243504839526
31004_19991009_1200_12,1999,10,-0.4694835680751174
31004_19991009_1200_12,1999,10,-0.6915531719709256
31004_19991009_1200_12,1999,10,1.9867549668873505
31004_19991010_1200_12,1999,10,1.0886469673406174
31004_19991010_1200_12,1999,10,0.0
31004_19991010_1200_12,1999,10,-0.5664877757901113
31004_19991010_1200_12,1999,10,-0.8727907484180668
31004_19991010_1200_12,1999,10,-0.46382189239332117
31004_19991010_1200_12,1999,10,-0.19129603060735326
31004_19991010_1200_12,1999,10,-0.7117437722419856
31004_19991010_1200_12,1999,10,1.7804154302669708
31004_19991010_1200_12,1999,10,-0.700190961171228
31004_19991010_1200_12,1999,10,-1.0825912345032287
31004_19991011_1200_12,1999,10,-0.06255864873319268
31004_19991011_1200_12,1999,10,-0.1316135825217163
31004_19991011_1200_12,1999,10,-0.19870839542969543
31004_19991011_1200_12,1999,10,-0.3698566805362971
31004_19991011_1200_12,1999,10,-0.7007299270072931
31004_19991011_1200_12,1999,10,-0.5617977528089888
31004_19991011_1200_12,1999,10,-0.37558685446009843
31004_19991011_1200_12,1999,10,-0.6598535447010556
31004_19991011_1200_12,1999,10,-1.591813530415004
31004_19991011_1200_12,1999,10,4.225352112675948
31004_19991012_1200_12,1999,10,-1.020408163265238
31004_19991012_1200_12,1999,10,-1.1049723756905987
31004_19991012_1200_12,1999,10,-0.8283132530120545
31004_19991012_1200_12,1999,10,-0.388486667843897
31004_19991012_1200_12,1999,10,0.18373909049150464
31004_19991012_1200_12,1999,10,0.0
31004_19991012_1200_12,1999,10,-0.28122802906022715
31004_19991012_1200_12,1999,10,0.7462686567163704
31004_19991012_1200_12,1999,10,0.19354838709677694
31004_19991012_1200_12,1999,10,-0.3689149089742581
31004_19991012_1200_12,1999,10,-1.0413276928083268
31004_19991013_1200_12,1999,10,0.0
31004_19991013_1200_12,1999,10,0.0
31004_19991013_1200_12,1999,10,-0.7329842931937202
31004_19991013_1200_12,1999,10,0.0
31004_19991013_1200_12,1999,10,0.1821908449100459
31004_19991013_1200_12,1999,10,-0.46521931767833585
31004_19991013_1200_12,1999,10,-0.19029495718363462
31004_19991013_1200_12,1999,10,-0.6954002173125675
31004_19991014_1200_12,1999,10,-0.8032128514056337
31004_19991014_1200_12,1999,10,-0.5524861878452735
31004_19991014_1200_12,1999,10,-0.8423180592991912
31004_19991014_1200_12,1999,10,-0.3008649868371558
31004_19991014_1200_12,1999,10,1.1121408711770187
31004_19991014_1200_12,1999,10,0.906618313689937
31004_19991014_1200_12,1999,10,0.3727865796831369
31004_19991014_1200_12,1999,10,-0.1823154056517801
31004_19991014_1200_12,1999,10,-3.7735849056603796
31004_19991014_1200_12,1999,10,-0.626393460027603
31004_19991014_1200_12,1999,10,-1.4402122418040595
31004_19991016_1200_12,1999,10,-0.5747126436782072
31004_19991016_1200_12,1999,10,-0.3460207612456523
31004_19991016_1200_12,1999,10,-0.6529209621993148
31004_19991016_1200_12,1999,10,-0.6072874493927071
31004_19991016_1200_12,1999,10,0.11440338634023241
31004_19991016_1200_12,1999,10,-0.6219765031098764
31004_19991016_1200_12,1999,10,-0.28414856910899
31004_19991016_1200_12,1999,10,-0.557620817843866
31004_19991016_1200_12,1999,10,-0.6372501689678477
31004_19991016_1200_12,1999,10,0.27014858171994566
31004_19991017_1200_12,1999,10,2.0833333333331914
31004_19991017_1200_12,1999,10,1.3479359730413005
31004_19991017_1200_12,1999,10,-0.6025230653360929
31004_19991017_1200_12,1999,10,-0.2615404733882569
31004_19991017_1200_12,1999,10,0.18912529550826515
31004_19991017_1200_12,1999,10,-0.5161802660313725
31004_19991017_1200_12,1999,10,-0.42453831458288904
31004_19991017_1200_12,1999,10,-0.7560007560007561
31004_19991018_1200_12,1999,10,-0.8347245409015028
31004_19991018_1200_12,1999,10,-0.4618937644341756
31004_19991018_1200_12,1999,10,-0.5134348793428032
31004_19991018_1200_12,1999,10,-0.9055236945366733
31004_19991018_1200_12,1999,10,-0.5482945489321005
31004_19991018_1200_12,1999,10,-0.8324205914567357
31004_19991019_1200_12,1999,10,-2.013422818792019
31004_19991019_1200_12,1999,10,-1.7673048600883492
31004_19991019_1200_12,1999,10,-0.39152874176899594
31004_19991019_1200_12,1999,10,-0.254000508001016
31004_19991019_1200_12,1999,10,0.3195617438940895
31004_19991019_1200_12,1999,10,0.5870841487279785
31004_19991019_1200_12,1999,10,0.04561003420752873
31004_19991019_1200_12,1999,10,-0.3154076644062451
31004_19991019_1200_12,1999,10,-0.9937238493723872
31004_19991020_1200_12,1999,10,1.507537688442232
31004_19991020_1200_12,1999,10,0.43103448275861667
31004_19991020_1200_12,1999,10,-0.4413062665489852
31004_19991020_1200_12,1999,10,-0.4807692307692255
31004_19991020_1200_12,1999,10,0.0
31004_19991020_1200_12,1999,10,-0.5407029137879235
31004_19991020_1200_12,1999,10,0.5420054200541952
31004_19991020_1200_12,1999,10,-0.09394081728511168
31004_19991020_1200_12,1999,10,-0.9478672985781492
31004_19991020_1200_12,1999,10,0.0934142923867299
31004_19991020_1200_12,1999,10,-0.3669243873673172
31004_19991020_1200_12,1999,10,-1.2812499999999982
31004_19991021_1200_12,1999,10,0.0
31004_19991021_1200_12,1999,10,-4.651162790697459
31004_19991021_1200_12,1999,10,-0.4539264639128462
31004_19991021_1200_12,1999,10,0.5285412262156447
31004_19991021_1200_12,1999,10,0.5502461627570203
31004_19991021_1200_12,1999,10,0.0
31004_19991021_1200_12,1999,10,0.0
31004_19991021_1200_12,1999,10,0.2797202797202638
31004_19991021_1200_12,1999,10,-0.2841178141869468
31004_19991021_1200_12,1999,10,-0.8210541749138642
31004_19991022_1200_12,1999,10,5.852842809364548
31004_19991022_1200_12,1999,10,0.1758241758241909
31004_19991022_1200_12,1999,10,-0.04627487274409732
31004_19991022_1200_12,1999,10,-0.21064726158560376
31004_19991022_1200_12,1999,10,-0.34356882112947496
31004_19991022_1200_12,1999,10,-0.42590949423248164
31004_19991022_1200_12,1999,10,-0.5795701521371591
31004_19991022_1200_12,1999,10,-0.518975024326953
31004_19991022_1200_12,1999,10,-0.3328578221588217
31004_19991022_1200_12,1999,10,-0.24319066147859933
31004_19991022_1200_12,1999,10,-1.673640167364008
31004_19991113_1200_12,1999,11,0.7412898443291328
31004_19991113_1200_12,1999,11,0.0
31004_19991113_1200_12,1999,11,-0.4591669399803233
31004_19991113_1200_12,1999,11,-0.22462732285072382
31004_19991113_1200_12,1999,11,0.17777777777777873
31004_19991113_1200_12,1999,11,-0.30674846625767793
31004_19991113_1200_12,1999,11,-0.22953328232593695
31004_19991113_1200_12,1999,11,-0.8468244084682419
31004_19991114_1200_12,1999,11,-0.5917159763313665
31004_19991114_1200_12,1999,11,-4.6511627906975415
31004_19991114_1200_12,1999,11,-0.48402710551790906
31004_19991114_1200_12,1999,11,-0.28996013048206143
31004_19991114_1200_12,1999,11,0.27235587834770514
31004_19991114_1200_12,1999,11,-0.4704498676859732
31004_19991114_1200_12,1999,11,0.36529680365296024
31004_19991114_1200_12,1999,11,-2.7397260273970607
31004_19991114_1200_12,1999,11,-0.0468493792457282
31004_19991114_1200_12,1999,11,0.449640287769784
31004_19991114_1200_12,1999,11,-0.7076817714872733
31004_19991114_1200_12,1999,11,0.9104704097116909
31004_19991115_1200_12,1999,11,-0.2967359050445121
31004_19991115_1200_12,1999,11,-1.6194331983805867
31004_19991115_1200_12,1999,11,-0.41949015811552026
31004_19991115_1200_12,1999,11,0.0
31004_19991115_1200_12,1999,11,0.08900756564307459
31004_19991115_1200_12,1999,11,-0.2569153035882504
31004_19991115_1200_12,1999,11,-0.24585125998770743
31004_19991115_1200_12,1999,11,-0.5793815731469228
31004_19991115_1200_12,1999,11,0.16778523489932753
31004_19991116_1200_12,1999,11,-0.2512562814070186
31004_19991116_1200_12,1999,11,-0.3533568904593469
31004_19991116_1200_12,1999,11,-0.36463081130356034
31004_19991116_1200_12,1999,11,0.13850415512464578
31004_19991116_1200_12,1999,11,-0.34917555771095143
31004_19991116_1200_12,1999,11,0.3755868544600859
31004_19991116_1200_12,1999,11,-0.4920514761544273
31004_19991116_1200_12,1999,11,-0.47432460301092966
31004_19991116_1200_12,1999,11,-0.6614024431396376
31004_19991117_1200_12,1999,11,0.1554001554001479
31004_19991117_1200_12,1999,11,-0.6113715100876302
31004_19991117_1200_12,1999,11,-0.5454926917966298
31004_19991117_1200_12,1999,11,1.3192612137203215
31004_19991117_1200_12,1999,11,-0.5256241787122197
31004_19991117_1200_12,1999,11,-1.514673398548439
31004_19991118_1200_12,1999,11,0.46439628482973605
31004_19991118_1200_12,1999,11,-0.3911342894393759
31004_19991118_1200_12,1999,11,-0.5957869352436347
31004_19991118_1200_12,1999,11,0.12804097311140444
31004_19991118_1200_12,1999,11,-0.5083225356324136
31004_19991118_1200_12,1999,11,-2.2281167108753257
31004_19991119_1200_12,1999,11,4.057971014492752
31004_19991119_1200_12,1999,11,-0.6501950585175551
31004_19991119_1200_12,1999,11,-0.6423826556682978
31004_19991119_1200_12,1999,11,0.16240357287860582
31004_19991119_1200_12,1999,11,-0.5956248646307126
31004_19991119_1200_12,1999,11,-0.951814396192737
31004_19991120_1200_12,1999,11,4.729729729729745
31004_19991120_1200_12,1999,11,4.279069767441855
31004_19991120_1200_12,1999,11,-0.43798526776826363
31004_19991120_1200_12,1999,11,-0.29688273132112725
31004_19991120_1200_12,1999,11,0.08729812309035018
31004_19991120_1200_12,1999,11,0.0
31004_19991120_1200_12,1999,11,0.0
31004_19991120_1200_12,1999,11,0.08928571428570921
31004_19991120_1200_12,1999,11,-0.9202453987729968
31004_19991120_1200_12,1999,11,0.0
31004_19991120_1200_12,1999,11,-0.18018018018018275
31004_19991120_1200_12,1999,11,-0.17605633802817167
31004_19991120_1200_12,1999,11,-0.18165304268846777
31004_19991120_1200_12,1999,11,-0.6390286764118537
31004_19991121_1200_12,1999,11,5.645161290322601
31004_19991121_1200_12,1999,11,4.128440366972474
31004_19991121_1200_12,1999,11,-0.2678913126674331
31004_19991121_1200_12,1999,11,-0.21164021164020963
31004_19991121_1200_12,1999,11,0.0
31004_19991121_1200_12,1999,11,-0.5514705882352975
31004_19991121_1200_12,1999,11,-0.20982689281342706
31004_19991121_1200_12,1999,11,-0.3561491374513096
31004_19991121_1200_12,1999,11,-0.8854580542626834
31004_19991122_1200_12,1999,11,3.1609195402298678
31004_19991122_1200_12,1999,11,2.3952095808383165
31004_19991122_1200_12,1999,11,0.38461538461538697
31004_19991122_1200_12,1999,11,-0.5333333333333409
31004_19991122_1200_12,1999,11,-0.2126905352711789
31004_19991122_1200_12,1999,11,0.08984725965857676
31004_19991122_1200_12,1999,11,-0.6853582554517109
31004_19991122_1200_12,1999,11,-0.363210310486234
31004_19991122_1200_12,1999,11,-1.074393618753051
31004_19991123_1200_12,1999,11,-0.41811846689895077
31004_19991123_1200_12,1999,11,-1.2500000000001066
31004_19991123_1200_12,1999,11,-0.4303851947493006
31004_19991123_1200_12,1999,11,0.7987220447284342
31004_19991123_1200_12,1999,11,0.39731810280606117
31004_19991123_1200_12,1999,11,0.0
31004_19991123_1200_12,1999,11,0.23276112889146996
31004_19991123_1200_12,1999,11,0.0
31004_19991123_1200_12,1999,11,-0.4476275738585495
31004_19991123_1200_12,1999,11,-0.906139092350676
31004_19991124_1200_12,1999,11,0.5016722408026916
31004_19991124_1200_12,1999,11,-0.1628001628001637
31004_19991124_1200_12,1999,11,-0.6042296072507597
31004_19991124_1200_12,1999,11,0.0
31004_19991124_1200_12,1999,11,0.17286084701815294
31004_19991124_1200_12,1999,11,-0.08833922261483602
31004_19991124_1200_12,1999,11,0.2716161158895401
31004_19991124_1200_12,1999,11,-0.6263048016701471
31004_19991124_1200_12,1999,11,-0.28260736007863824
31004_19991124_1200_12,1999,11,-0.981327518059151
31004_19991125_1200_12,1999,11,2.702702702702739
31004_19991125_1200_12,1999,11,2.4186046511627852
31004_19991125_1200_12,1999,11,-1.4617368873602774
31004_19991125_1200_12,1999,11,-0.815721171672224
31004_19991125_1200_12,1999,11,-0.6330544879041369
31004_19991125_1200_12,1999,11,0.8479709267110815
31004_19991125_1200_12,1999,11,0.048959608323130635
31004_19991125_1200_12,1999,11,-0.6897261684167169
31004_19991125_1200_12,1999,11,5.095541401273926
31004_19991126_1200_12,1999,11,0.0
31004_19991126_1200_12,1999,11,-0.18604651162791955
31004_19991126_1200_12,1999,11,-0.19908421262193907
31004_19991126_1200_12,1999,11,-0.15715408243445878
31004_19991126_1200_12,1999,11,0.13413816230716885
31004_19991126_1200_12,1999,11,-0.40196516301920443
31004_19991126_1200_12,1999,11,-0.6600660066006631
31004_19991126_1200_12,1999,11,-0.5563591854901523
31004_19991126_1200_12,1999,11,-2.2471910112359557
31004_19991126_1200_12,1999,11,20.833333333333858
31004_19991127_1200_12,1999,11,0.6756756756756368
31004_19991127_1200_12,1999,11,0.9302325581395349
31004_19991127_1200_12,1999,11,-0.5465547530743671
31004_19991127_1200_12,1999,11,-0.0997257541760174
31004_19991127_1200_12,1999,11,0.0
31004_19991127_1200_12,1999,11,-0.5604381607438549
31004_19991127_1200_12,1999,11,-0.35941839568697975
31004_19991127_1200_12,1999,11,-0.7948694788185331
31004_19991128_1200_12,1999,11,0.0
31004_19991128_1200_12,1999,11,-0.6364022061943146
31004_19991128_1200_12,1999,11,-0.45948843620768887
31004_19991128_1200_12,1999,11,-0.3698811096433299
31004_19991128_1200_12,1999,11,-0.28632784538296796
31004_19991128_1200_12,1999,11,0.34995625546807163
31004_19991128_1200_12,1999,11,-0.45399515738498786
31004_19991128_1200_12,1999,11,-14.563106796116248
31004_19991128_1200_12,1999,11,0.09620009620009773
31004_19991129_1200_12,1999,11,-1.5151515151514998
31004_19991129_1200_12,1999,11,-0.8213552361396167
31004_19991129_1200_12,1999,11,-0.6635441061670573
31004_19991129_1200_12,1999,11,-0.3416679608634908
31004_19991129_1200_12,1999,11,-0.2621231979030121
31004_19991129_1200_12,1999,11,0.39814200398142224
31004_19991129_1200_12,1999,11,-1.2307692307692482
31004_19991129_1200_12,1999,11,-0.4382227632379786
31004_19991129_1200_12,1999,11,-0.6383948928408607
31004_19991129_1200_12,1999,11,0.2673796791443824
31004_19991129_1200_12,1999,11,-0.9943835742565121
31004_19991130_1200_12,1999,11,1.010101010100961
31004_19991130_1200_12,1999,11,0.8230452674897242
31004_19991130_1200_12,1999,11,-0.6505931879066217
31004_19991130_1200_12,1999,11,-0.40579175504934123
31004_19991130_1200_12,1999,11,-0.5412719891745577
31004_19991130_1200_12,1999,11,-0.3105947313930753
31004_19991130_1200_12,1999,11,-1.113548169394295
31004_19991201_1200_12,1999,12,-0.28673835125446656
31004_19991201_1200_12,1999,12,4.444444444444271
31004_19991201_1200_12,1999,12,-0.33848106621535734
31004_19991201_1200_12,1999,12,0.8149959250203745
31004_19991201_1200_12,1999,12,0.20002500312538993
31004_19991201_1200_12,1999,12,-0.21886627270737596
31004_19991201_1200_12,1999,12,0.0
31004_19991201_1200_12,1999,12,0.5560704355885044
31004_19991201_1200_12,1999,12,-0.40130423877602206
31004_19991201_1200_12,1999,12,-1.9166666666666643
31004_19991202_1200_12,1999,12,0.0
31004_19991202_1200_12,1999,12,0.0
31004_19991202_1200_12,1999,12,0.0
31004_19991202_1200_12,1999,12,0.0
31004_19991202_1200_12,1999,12,-0.1276324186343281
31004_19991202_1200_12,1999,12,-0.20654044750430953
31004_19991202_1200_12,1999,12,0.18319212273872493
31004_19991202_1200_12,1999,12,-0.5331836677423895
31004_19991202_1200_12,1999,12,-0.43460764587524997
31004_19991202_1200_12,1999,12,-0.8628127696289902
31004_19991202_1200_12,1999,12,0.05530973451327128
31004_19991203_1200_12,1999,12,-0.20080321285139593
31004_19991203_1200_12,1999,12,0.0
31004_19991203_1200_12,1999,12,-0.7952286282306182
31004_19991203_1200_12,1999,12,-0.586395621579359
31004_19991203_1200_12,1999,12,0.08849557522123548
31004_19991203_1200_12,1999,12,-0.13449899125756432
31004_19991203_1200_12,1999,12,0.0
31004_19991203_1200_12,1999,12,-7.228915662650547
31004_19991203_1200_12,1999,12,-0.3764115432873245
31004_19991203_1200_12,1999,12,0.37037037037036413
31004_19991203_1200_12,1999,12,-0.7023019898556369
31004_19991203_1200_12,1999,12,0.04746084480303474
31004_19991204_1200_12,1999,12,-0.5050505050504716
31004_19991204_1200_12,1999,12,-0.45351473922900354
31004_19991204_1200_12,1999,12,-0.8339376359680964
31004_19991204_1200_12,1999,12,-0.5297233666862895
31004_19991204_1200_12,1999,12,-0.3333024719933334
31004_19991204_1200_12,1999,12,-0.08394543546694767
31004_19991204_1200_12,1999,12,0.4697040864255527
31004_19991204_1200_12,1999,12,-0.5512172714745003
31004_19991204_1200_12,1999,12,0.1796138302649331
31004_19991204_1200_12,1999,12,-0.7958801498127355
31004_19991205_1200_12,1999,12,-0.15552099533436264
31004_19991205_1200_12,1999,12,-0.783085356303837
31004_19991205_1200_12,1999,12,-0.5560882070949196
31004_19991205_1200_12,1999,12,-0.6898381533563263
31004_19991205_1200_12,1999,12,-0.4354858778151052
31004_19991205_1200_12,1999,12,-0.6202351725029084
31004_19991206_1200_12,1999,12,-0.2904865649963923
31004_19991206_1200_12,1999,12,-0.6101281269066503
31004_19991206_1200_12,1999,12,-0.45183153138615195
31004_19991206_1200_12,1999,12,0.0914913083257039
31004_19991206_1200_12,1999,12,-0.6981382978723382
31004_19991206_1200_12,1999,12,-0.5490139420645809
31004_19991206_1200_12,1999,12,-0.9118541033434651
31004_19991207_1200_12,1999,12,-0.46403712296981275
31004_19991207_1200_12,1999,12,-0.5105296745373392
31004_19991207_1200_12,1999,12,-0.5431573975675987
31004_19991207_1200_12,1999,12,-0.9618573797678253
31004_19991207_1200_12,1999,12,-0.5122201082979658
31004_19991207_1200_12,1999,12,-0.9156962277296716
31004_19991208_1200_12,1999,12,-0.23632680621201982
31004_19991208_1200_12,1999,12,2.3529411764706216
31004_19991208_1200_12,1999,12,0.28832292167227036
31004_19991208_1200_12,1999,12,-0.4472671974237409
31004_19991208_1200_12,1999,12,-2.8605482717520894
31004_19991208_1200_12,1999,12,-0.4791417113691991
31004_19991208_1200_12,1999,12,-1.3770180436847106
31004_19991209_1200_12,1999,12,6.565656565656619
31004_19991209_1200_12,1999,12,4.69924812030075
31004_19991209_1200_12,1999,12,0.4864207539521646
31004_19991209_1200_12,1999,12,0.0455684666211021
31004_19991209_1200_12,1999,12,-0.18927444794952797
31004_19991209_1200_12,1999,12,-0.09898539965355253
31004_19991209_1200_12,1999,12,-0.7615272272063422
31004_19991209_1200_12,1999,12,2.645502645502654
31004_19991210_1200_12,1999,12,2.2088353413654787
31004_19991210_1200_12,1999,12,1.324503311258267
31004_19991210_1200_12,1999,12,-0.4490177736202068
31004_19991210_1200_12,1999,12,-0.10378827192526664
31004_19991210_1200_12,1999,12,1.104737624814104
31004_19991210_1200_12,1999,12,0.14503263234227695
31004_19991210_1200_12,1999,12,-28.571428571428573
31004_19991210_1200_12,1999,12,-0.4234194772959565
31004_19991210_1200_12,1999,12,-0.789993416721526
31004_19991210_1200_12,1999,12,111.76470588236523
31004_19991211_1200_12,1999,12,3.0107526881720554
31004_19991211_1200_12,1999,12,0.6207966890843238
31004_19991211_1200_12,1999,12,0.28779048852435424
31004_19991211_1200_12,1999,12,-0.6948912623857928
31004_19991212_1200_12,1999,12,4.033379694019481
31004_19991212_1200_12,1999,12,10.5263157894735
31004_19991212_1200_12,1999,12,1.6291532690246504
31004_19991212_1200_12,1999,12,1.7991004497751155
31004_19991212_1200_12,1999,12,0.4349176762969886
31004_19991212_1200_12,1999,12,0.08676789587852002
31004_19991212_1200_12,1999,12,-0.48414985590777954
31004_19991212_1200_12,1999,12,-0.3206841261357561
31004_19991212_1200_12,1999,12,-0.9602864583333341
31004_19991224_1200_12,1999,12,6.034482758620707
31004_19991224_1200_12,1999,12,4.491017964071864
31004_19991224_1200_12,1999,12,0.5405405405405359
31004_19991224_1200_12,1999,12,-0.6267806267806241
31004_19991224_1200_12,1999,12,-0.4308576118178106
31004_19991224_1200_12,1999,12,0.09289363678588636
31004_19991224_1200_12,1999,12,-1.0408326661329133
31004_19991224_1200_12,1999,12,-0.5699138502319413
31004_19991224_1200_12,1999,12,-0.6877579092159563
31004_19991226_1200_12,1999,12,2.26130653266333
31004_19991226_1200_12,1999,12,1.4134275618374754
31004_19991226_1200_12,1999,12,-0.5931612002791357
31004_19991226_1200_12,1999,12,-0.38641448037421305
31004_19991226_1200_12,1999,12,0.0
31004_19991226_1200_12,1999,12,-0.7262823422605507
31004_19991226_1200_12,1999,12,0.09354536950420435
31004_19991226_1200_12,1999,12,-0.522430437251561
31004_19991226_1200_12,1999,12,-0.48698828184446646
31004_19991226_1200_12,1999,12,0.18535681186283845
31004_19991226_1200_12,1999,12,-1.2554321583776
31004_19991227_1200_12,1999,12,7.718120805369115
31004_19991227_1200_12,1999,12,6.225680933852153
31004_19991227_1200_12,1999,12,-0.5159388243965379
31004_19991227_1200_12,1999,12,-0.4225649693640397
31004_19991227_1200_12,1999,12,0.8403361344537951
31004_19991227_1200_12,1999,12,-0.3601170380373613
31004_19991227_1200_12,1999,12,-0.22624434389140233
31004_19991227_1200_12,1999,12,-0.6771204561653622
31004_19991228_1200_12,1999,12,6.565656565656547
31004_19991228_1200_12,1999,12,5.749486652977408
31004_19991228_1200_12,1999,12,0.6026689625484313
31004_19991228_1200_12,1999,12,-0.4136504653567694
31004_19991228_1200_12,1999,12,-0.5286091863704554
31004_19991228_1200_12,1999,12,-0.11678832116788487
31004_19991228_1200_12,1999,12,-0.45269352648257205
31004_19991228_1200_12,1999,12,-0.23909145248057287
31004_19991228_1200_12,1999,12,-0.7151157593635468
31004_19991228_1200_12,1999,12,1.0826771653543261
31004_19991229_1200_12,1999,12,3.0120481927710836
31004_19991229_1200_12,1999,12,1.324503311258267
31004_19991229_1200_12,1999,12,0.1313485113835364
31004_19991229_1200_12,1999,12,0.0
31004_19991229_1200_12,1999,12,-0.4857489820701469
31004_19991229_1200_12,1999,12,-0.1912777352716138
31004_19991229_1200_12,1999,12,-0.3966505068312055
31004_19991229_1200_12,1999,12,-0.3053435114503823
31004_19991229_1200_12,1999,12,-1.990049751243768
31004_19991230_1200_12,1999,12,7.859531772575254
31004_19991230_1200_12,1999,12,0.4084967320261438
31004_19991230_1200_12,1999,12,-0.33277870216306615
31004_19991230_1200_12,1999,12,-0.4143153082363016
31004_19991230_1200_12,1999,12,-0.1936108422071629
31004_19991230_1200_12,1999,12,-0.7800312012480498
31004_19991230_1200_12,1999,12,1.0296010296010223
31004_19991231_1200_12,1999,12,9.892473118279579
31004_19991231_1200_12,1999,12,0.0
31004_19991231_1200_12,1999,12,0.6105538595726145
31004_19991231_1200_12,1999,12,-0.7255765742420348
31004_19991231_1200_12,1999,12,-0.4219409282700421
31004_19991231_1200_12,1999,12,-1.581395348837212
31004_19991231_1200_12,1999,12,-0.5154921853578271
31004_19991231_1200_12,1999,12,-1.2554927809165106
31004_20000101_1200_12,2000,1,5.450733752620552
31004_20000101_1200_12,2000,1,0.8620689655172464
31004_20000101_1200_12,2000,1,0.6626173384870198
31004_20000101_1200_12,2000,1,-0.18235696375655602
31004_20000101_1200_12,2000,1,0.0
31004_20000101_1200_12,2000,1,0.0
31004_20000101_1200_12,2000,1,-0.6239708813588689
31004_20000101_1200_12,2000,1,-0.3746487667811436
31004_20000101_1200_12,2000,1,-0.14912019087384423
31004_20000101_1200_12,2000,1,-0.6601300844578183
31004_20000103_1200_12,2000,1,4.515050167224084
31004_20000103_1200_12,2000,1,1.7508206972018163
31004_20000103_1200_12,2000,1,-0.6666666666666682
