obs_datetime,status,source_file
2003-07-28T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030728.bufr
2003-07-28T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030728.bufr
2003-07-29T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030729.bufr
2003-07-29T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030729.bufr
2003-07-30T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030730.bufr
2003-07-30T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030730.bufr
2003-07-31T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030731.bufr
2003-07-31T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030731.bufr
2003-08-01T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030801.bufr
2003-08-01T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030801.bufr
2003-08-02T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030802.bufr
2003-08-02T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030802.bufr
2003-08-03T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030803.bufr
2003-08-03T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030803.bufr
2003-08-04T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030804.bufr
2003-08-04T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030804.bufr
2003-08-05T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030805.bufr
2003-08-05T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030805.bufr
2003-08-06T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030806.bufr
2003-08-06T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030806.bufr
2003-08-07T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030807.bufr
2003-08-07T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030807.bufr
2003-08-08T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030808.bufr
2003-08-08T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030808.bufr
2003-08-09T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030809.bufr
2003-08-09T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030809.bufr
2003-08-10T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030810.bufr
2003-08-10T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030810.bufr
2003-08-11T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030811.bufr
2003-08-11T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030811.bufr
2003-08-12T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030812.bufr
2003-08-12T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030812.bufr
2003-08-13T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030813.bufr
2003-08-13T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030813.bufr
2003-08-14T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030814.bufr
2003-08-15T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030815.bufr
2003-08-15T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030815.bufr
2003-08-16T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030816.bufr
2003-08-16T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030816.bufr
2003-08-17T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030817.bufr
2003-08-17T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030817.bufr
2003-08-18T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030818.bufr
2003-08-18T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030818.bufr
2003-08-19T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030819.bufr
2003-08-19T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030819.bufr
2003-08-20T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030820.bufr
2003-08-20T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030820.bufr
2003-08-21T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030821.bufr
2003-08-21T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030821.bufr
2003-08-22T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030822.bufr
2003-08-22T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030822.bufr
2003-08-23T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030823.bufr
2003-08-23T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030823.bufr
2003-08-24T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030824.bufr
2003-08-24T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030824.bufr
2003-08-25T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030825.bufr
2003-08-25T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030825.bufr
2003-08-26T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030826.bufr
2003-08-26T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030826.bufr
2003-08-27T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030827.bufr
2003-08-27T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030827.bufr
2003-08-29T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030829.bufr
2003-08-30T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030830.bufr
2003-08-30T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030830.bufr
2003-08-31T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030831.bufr
2003-08-31T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030831.bufr
2003-09-01T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030901.bufr
2003-09-01T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030901.bufr
2003-09-02T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030902.bufr
2003-09-02T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030902.bufr
2003-09-03T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030903.bufr
2003-09-03T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030903.bufr
2003-09-04T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030904.bufr
2003-09-04T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030904.bufr
2003-09-05T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030905.bufr
2003-09-05T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030905.bufr
2003-09-06T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030906.bufr
2003-09-06T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030906.bufr
2003-09-07T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030907.bufr
2003-09-07T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030907.bufr
2003-09-08T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030908.bufr
2003-09-08T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030908.bufr
2003-09-09T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030909.bufr
2003-09-09T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030909.bufr
2003-09-10T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030910.bufr
2003-09-10T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030910.bufr
2003-09-11T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030911.bufr
2003-09-11T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030911.bufr
2003-09-12T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030912.bufr
2003-09-13T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030913.bufr
2003-09-14T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030914.bufr
2003-09-14T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030914.bufr
2003-09-15T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030915.bufr
2003-09-15T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030915.bufr
2003-09-16T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030916.bufr
2003-09-17T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030917.bufr
2003-09-17T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030917.bufr
2003-09-18T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030918.bufr
2003-09-18T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030918.bufr
2003-09-19T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030919.bufr
2003-09-19T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030919.bufr
2003-09-20T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030920.bufr
2003-09-20T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030920.bufr
2003-09-21T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030921.bufr
2003-09-21T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030921.bufr
2003-09-22T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030922.bufr
2003-09-22T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030922.bufr
2003-09-23T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030923.bufr
2003-09-23T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030923.bufr
2003-09-24T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030924.bufr
2003-09-24T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030924.bufr
2003-09-25T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030925.bufr
2003-09-25T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030925.bufr
2003-09-26T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030926.bufr
2003-09-26T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030926.bufr
2003-09-27T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030927.bufr
2003-09-27T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030927.bufr
2003-09-28T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030928.bufr
2003-09-28T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030928.bufr
2003-09-29T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030929.bufr
2003-09-29T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030929.bufr
2003-09-30T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030930.bufr
2003-09-30T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030930.bufr
2003-10-01T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031001.bufr
2003-10-01T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20031001.bufr
2003-10-02T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031002.bufr
2003-10-02T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20031002.bufr
2003-10-03T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031003.bufr
2003-10-03T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20031003.bufr
2003-10-04T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031004.bufr
2003-10-04T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20031004.bufr
2003-10-05T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031005.bufr
2003-10-05T12:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20031005.bufr
2003-10-06T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031006.bufr
2003-10-07T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031007.bufr
2003-10-08T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031008.bufr
2003-10-09T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031009.bufr
2003-10-10T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031010.bufr
2003-10-11T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031011.bufr
2003-10-12T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031012.bufr
2003-10-13T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031013.bufr
2003-10-14T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031014.bufr
2003-10-15T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031015.bufr
2003-10-16T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031016.bufr
2003-10-17T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031017.bufr
2003-10-18T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031018.bufr
2003-10-19T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031019.bufr
2003-10-20T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031020.bufr
2003-10-21T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031021.bufr
2003-10-22T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031022.bufr
2003-10-23T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031023.bufr
2003-10-24T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031024.bufr
2003-10-25T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031025.bufr
2003-10-26T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031026.bufr
2003-10-27T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031027.bufr
2003-10-28T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031028.bufr
2003-10-29T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031029.bufr
2003-10-30T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031030.bufr
2003-10-31T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031031.bufr
2003-11-01T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031101.bufr
2003-11-02T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031102.bufr
2003-11-03T00:00,both,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031103.bufr
