source_file,source_path,cycle,file_ymd,obs_datetime,subset_index,delayed
gdas.adpupa.t12z.20050106.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050106.bufr,12,20050106,2005-01-06T12:00:00,0,0
gdas.adpupa.t00z.20050107.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050107.bufr,00,20050107,2005-01-07T00:00:00,0,0
gdas.adpupa.t12z.20050107.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050107.bufr,12,20050107,2005-01-07T12:00:00,1,0
gdas.adpupa.t00z.20050108.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050108.bufr,00,20050108,2005-01-08T00:00:00,1,0
gdas.adpupa.t12z.20050108.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050108.bufr,12,20050108,2005-01-08T12:00:00,3,0
gdas.adpupa.t00z.20050109.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050109.bufr,00,20050109,2005-01-09T00:00:00,0,0
gdas.adpupa.t12z.20050109.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050109.bufr,12,20050109,2005-01-09T12:00:00,0,0
gdas.adpupa.t00z.20050110.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050110.bufr,00,20050110,2005-01-10T00:00:00,4,0
gdas.adpupa.t12z.20050110.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050110.bufr,12,20050110,2005-01-10T12:00:00,2,0
gdas.adpupa.t00z.20050111.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050111.bufr,00,20050111,2005-01-11T00:00:00,1,0
gdas.adpupa.t12z.20050111.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050111.bufr,12,20050111,2005-01-11T12:00:00,2,0
gdas.adpupa.t00z.20050112.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050112.bufr,00,20050112,2005-01-12T00:00:00,2,0
gdas.adpupa.t12z.20050112.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050112.bufr,12,20050112,2005-01-12T12:00:00,1,0
gdas.adpupa.t00z.20050113.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050113.bufr,00,20050113,2005-01-13T00:00:00,1,0
gdas.adpupa.t12z.20050113.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050113.bufr,12,20050113,2005-01-13T12:00:00,0,0
gdas.adpupa.t00z.20050114.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050114.bufr,00,20050114,2005-01-14T00:00:00,1,0
gdas.adpupa.t12z.20050114.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050114.bufr,12,20050114,2005-01-14T12:00:00,3,0
gdas.adpupa.t00z.20050115.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050115.bufr,00,20050115,2005-01-15T00:00:00,0,0
gdas.adpupa.t12z.20050115.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050115.bufr,12,20050115,2005-01-15T12:00:00,3,0
gdas.adpupa.t00z.20050116.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050116.bufr,00,20050116,2005-01-16T00:00:00,1,0
gdas.adpupa.t12z.20050116.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050116.bufr,12,20050116,2005-01-16T12:00:00,4,0
gdas.adpupa.t00z.20050117.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050117.bufr,00,20050117,2005-01-17T00:00:00,2,0
gdas.adpupa.t12z.20050117.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050117.bufr,12,20050117,2005-01-17T12:00:00,1,0
gdas.adpupa.t00z.20050118.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050118.bufr,00,20050118,2005-01-18T00:00:00,1,0
gdas.adpupa.t12z.20050118.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050118.bufr,12,20050118,2005-01-18T12:00:00,4,0
gdas.adpupa.t00z.20050119.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050119.bufr,00,20050119,2005-01-19T00:00:00,1,0
gdas.adpupa.t12z.20050119.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050119.bufr,12,20050119,2005-01-19T12:00:00,2,0
gdas.adpupa.t00z.20050120.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050120.bufr,00,20050120,2005-01-20T00:00:00,1,0
gdas.adpupa.t12z.20050120.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050120.bufr,12,20050120,2005-01-20T12:00:00,1,0
gdas.adpupa.t00z.20050121.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050121.bufr,00,20050121,2005-01-21T00:00:00,4,0
gdas.adpupa.t12z.20050121.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050121.bufr,12,20050121,2005-01-21T12:00:00,1,0
gdas.adpupa.t00z.20050122.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050122.bufr,00,20050122,2005-01-22T00:00:00,4,0
gdas.adpupa.t12z.20050122.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050122.bufr,12,20050122,2005-01-22T12:00:00,0,0
gdas.adpupa.t00z.20050123.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050123.bufr,00,20050123,2005-01-23T00:00:00,1,0
gdas.adpupa.t12z.20050123.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050123.bufr,12,20050123,2005-01-23T12:00:00,3,0
gdas.adpupa.t00z.20050124.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050124.bufr,00,20050124,2005-01-24T00:00:00,0,0
gdas.adpupa.t12z.20050124.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050124.bufr,12,20050124,2005-01-24T12:00:00,1,0
gdas.adpupa.t00z.20050125.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050125.bufr,00,20050125,2005-01-25T00:00:00,5,0
gdas.adpupa.t12z.20050125.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050125.bufr,12,20050125,2005-01-25T12:00:00,1,0
gdas.adpupa.t00z.20050126.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050126.bufr,00,20050126,2005-01-26T00:00:00,3,0
gdas.adpupa.t12z.20050126.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050126.bufr,12,20050126,2005-01-26T12:00:00,4,0
gdas.adpupa.t00z.20050127.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050127.bufr,00,20050127,2005-01-27T00:00:00,1,0
gdas.adpupa.t12z.20050127.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050127.bufr,12,20050127,2005-01-27T12:00:00,0,0
gdas.adpupa.t00z.20050128.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050128.bufr,00,20050128,2005-01-28T00:00:00,1,0
gdas.adpupa.t12z.20050128.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050128.bufr,12,20050128,2005-01-28T12:00:00,2,0
gdas.adpupa.t00z.20050129.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050129.bufr,00,20050129,2005-01-29T00:00:00,0,0
gdas.adpupa.t12z.20050129.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050129.bufr,12,20050129,2005-01-29T12:00:00,4,0
gdas.adpupa.t00z.20050130.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050130.bufr,00,20050130,2005-01-30T00:00:00,2,0
gdas.adpupa.t12z.20050130.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050130.bufr,12,20050130,2005-01-30T12:00:00,4,0
gdas.adpupa.t00z.20050131.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050131.bufr,00,20050131,2005-01-31T00:00:00,3,0
gdas.adpupa.t12z.20050131.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050131.bufr,12,20050131,2005-01-31T12:00:00,3,0
gdas.adpupa.t00z.20050201.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050201.bufr,00,20050201,2005-02-01T00:00:00,5,0
gdas.adpupa.t12z.20050201.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050201.bufr,12,20050201,2005-02-01T12:00:00,0,0
gdas.adpupa.t00z.20050202.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050202.bufr,00,20050202,2005-02-02T00:00:00,1,0
gdas.adpupa.t12z.20050202.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050202.bufr,12,20050202,2005-02-02T12:00:00,0,0
gdas.adpupa.t00z.20050203.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050203.bufr,00,20050203,2005-02-03T00:00:00,2,0
gdas.adpupa.t12z.20050203.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050203.bufr,12,20050203,2005-02-03T12:00:00,3,0
gdas.adpupa.t00z.20050204.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050204.bufr,00,20050204,2005-02-04T00:00:00,3,0
gdas.adpupa.t12z.20050204.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050204.bufr,12,20050204,2005-02-04T12:00:00,2,0
gdas.adpupa.t00z.20050205.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050205.bufr,00,20050205,2005-02-05T00:00:00,0,0
gdas.adpupa.t12z.20050205.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050205.bufr,12,20050205,2005-02-05T12:00:00,0,0
gdas.adpupa.t00z.20050206.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050206.bufr,00,20050206,2005-02-06T00:00:00,5,0
gdas.adpupa.t12z.20050206.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050206.bufr,12,20050206,2005-02-06T12:00:00,5,0
gdas.adpupa.t00z.20050207.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050207.bufr,00,20050207,2005-02-07T00:00:00,4,0
gdas.adpupa.t12z.20050207.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050207.bufr,12,20050207,2005-02-07T12:00:00,0,0
gdas.adpupa.t00z.20050208.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050208.bufr,00,20050208,2005-02-08T00:00:00,2,0
gdas.adpupa.t12z.20050208.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050208.bufr,12,20050208,2005-02-08T12:00:00,5,0
gdas.adpupa.t00z.20050209.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050209.bufr,00,20050209,2005-02-09T00:00:00,5,0
gdas.adpupa.t12z.20050209.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050209.bufr,12,20050209,2005-02-09T12:00:00,1,0
gdas.adpupa.t00z.20050210.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050210.bufr,00,20050210,2005-02-10T00:00:00,2,0
gdas.adpupa.t12z.20050210.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050210.bufr,12,20050210,2005-02-10T12:00:00,0,0
gdas.adpupa.t00z.20050211.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050211.bufr,00,20050211,2005-02-11T00:00:00,5,0
gdas.adpupa.t12z.20050211.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050211.bufr,12,20050211,2005-02-11T12:00:00,3,0
gdas.adpupa.t00z.20050212.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050212.bufr,00,20050212,2005-02-12T00:00:00,2,0
gdas.adpupa.t12z.20050212.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050212.bufr,12,20050212,2005-02-12T12:00:00,5,0
gdas.adpupa.t00z.20050213.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050213.bufr,00,20050213,2005-02-13T00:00:00,0,0
gdas.adpupa.t12z.20050213.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050213.bufr,12,20050213,2005-02-13T12:00:00,5,0
gdas.adpupa.t00z.20050214.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050214.bufr,00,20050214,2005-02-14T00:00:00,2,0
gdas.adpupa.t12z.20050214.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050214.bufr,12,20050214,2005-02-14T12:00:00,0,0
gdas.adpupa.t00z.20050215.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050215.bufr,00,20050215,2005-02-15T00:00:00,2,0
gdas.adpupa.t12z.20050215.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050215.bufr,12,20050215,2005-02-15T12:00:00,0,0
gdas.adpupa.t00z.20050216.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050216.bufr,00,20050216,2005-02-16T00:00:00,3,0
gdas.adpupa.t12z.20050216.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050216.bufr,12,20050216,2005-02-16T12:00:00,6,0
gdas.adpupa.t00z.20050217.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050217.bufr,00,20050217,2005-02-17T00:00:00,2,0
gdas.adpupa.t12z.20050217.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050217.bufr,12,20050217,2005-02-17T12:00:00,2,0
gdas.adpupa.t00z.20050218.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050218.bufr,00,20050218,2005-02-18T00:00:00,5,0
gdas.adpupa.t12z.20050218.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050218.bufr,12,20050218,2005-02-18T12:00:00,1,0
gdas.adpupa.t00z.20050219.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050219.bufr,00,20050219,2005-02-19T00:00:00,2,0
gdas.adpupa.t12z.20050219.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050219.bufr,12,20050219,2005-02-19T12:00:00,0,0
gdas.adpupa.t00z.20050220.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050220.bufr,00,20050220,2005-02-20T00:00:00,2,0
gdas.adpupa.t12z.20050220.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050220.bufr,12,20050220,2005-02-20T12:00:00,5,0
gdas.adpupa.t00z.20050221.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050221.bufr,00,20050221,2005-02-21T00:00:00,2,0
gdas.adpupa.t12z.20050221.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050221.bufr,12,20050221,2005-02-21T12:00:00,5,0
gdas.adpupa.t00z.20050222.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050222.bufr,00,20050222,2005-02-22T00:00:00,2,0
gdas.adpupa.t12z.20050222.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050222.bufr,12,20050222,2005-02-22T12:00:00,0,0
gdas.adpupa.t00z.20050223.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050223.bufr,00,20050223,2005-02-23T00:00:00,2,0
gdas.adpupa.t12z.20050223.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050223.bufr,12,20050223,2005-02-23T12:00:00,5,0
gdas.adpupa.t00z.20050224.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050224.bufr,00,20050224,2005-02-24T00:00:00,1,0
gdas.adpupa.t12z.20050224.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050224.bufr,12,20050224,2005-02-24T12:00:00,0,0
gdas.adpupa.t00z.20050225.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050225.bufr,00,20050225,2005-02-25T00:00:00,5,0
gdas.adpupa.t12z.20050225.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050225.bufr,12,20050225,2005-02-25T12:00:00,2,0
gdas.adpupa.t00z.20050226.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050226.bufr,00,20050226,2005-02-26T00:00:00,2,0
gdas.adpupa.t12z.20050226.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050226.bufr,12,20050226,2005-02-26T12:00:00,0,0
gdas.adpupa.t00z.20050227.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050227.bufr,00,20050227,2005-02-27T00:00:00,1,0
gdas.adpupa.t12z.20050227.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050227.bufr,12,20050227,2005-02-27T12:00:00,4,0
gdas.adpupa.t00z.20050228.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050228.bufr,00,20050228,2005-02-28T00:00:00,1,0
gdas.adpupa.t12z.20050228.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050228.bufr,12,20050228,2005-02-28T12:00:00,4,0
gdas.adpupa.t00z.20050301.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050301.bufr,00,20050301,2005-03-01T00:00:00,2,0
gdas.adpupa.t12z.20050301.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050301.bufr,12,20050301,2005-03-01T12:00:00,0,0
gdas.adpupa.t00z.20050302.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050302.bufr,00,20050302,2005-03-02T00:00:00,2,0
gdas.adpupa.t12z.20050302.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050302.bufr,12,20050302,2005-03-02T12:00:00,0,0
gdas.adpupa.t00z.20050303.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050303.bufr,00,20050303,2005-03-03T00:00:00,1,0
gdas.adpupa.t12z.20050303.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050303.bufr,12,20050303,2005-03-03T12:00:00,4,0
gdas.adpupa.t00z.20050304.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050304.bufr,00,20050304,2005-03-04T00:00:00,0,0
gdas.adpupa.t12z.20050304.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050304.bufr,12,20050304,2005-03-04T12:00:00,0,0
gdas.adpupa.t00z.20050305.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050305.bufr,00,20050305,2005-03-05T00:00:00,1,0
gdas.adpupa.t12z.20050305.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050305.bufr,12,20050305,2005-03-05T12:00:00,1,0
gdas.adpupa.t00z.20050306.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050306.bufr,00,20050306,2005-03-06T00:00:00,1,0
gdas.adpupa.t12z.20050306.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050306.bufr,12,20050306,2005-03-06T12:00:00,0,0
gdas.adpupa.t00z.20050307.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050307.bufr,00,20050307,2005-03-07T00:00:00,2,0
gdas.adpupa.t12z.20050307.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050307.bufr,12,20050307,2005-03-07T12:00:00,0,0
gdas.adpupa.t00z.20050308.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050308.bufr,00,20050308,2005-03-08T00:00:00,1,0
gdas.adpupa.t12z.20050308.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t12z.20050308.bufr,12,20050308,2005-03-08T12:00:00,1,0
gdas.adpupa.t00z.20050309.bufr,C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\raw\2005\gdas.adpupa.t00z.20050309.bufr,00,20050309,2005-03-09T00:00:00,2,0
