source_file,profiles_found,error,scanned_at
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030926.bufr,1,,2026-08-03T05:21:25Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030927.bufr,1,,2026-08-03T05:21:39Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030928.bufr,1,,2026-08-03T05:21:43Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030929.bufr,1,,2026-08-03T05:21:46Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031001.bufr,1,,2026-08-03T05:21:48Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031005.bufr,1,,2026-08-03T05:21:50Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20030930.bufr,1,,2026-08-03T05:21:50Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031002.bufr,1,,2026-08-03T05:21:50Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031004.bufr,1,,2026-08-03T05:21:51Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031003.bufr,1,,2026-08-03T05:21:51Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031006.bufr,1,,2026-08-03T05:21:51Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031009.bufr,1,,2026-08-03T05:21:53Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031007.bufr,1,,2026-08-03T05:21:55Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031008.bufr,1,,2026-08-03T05:21:55Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031010.bufr,1,,2026-08-03T05:21:56Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031019.bufr,1,,2026-08-03T05:22:28Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031022.bufr,1,,2026-08-03T05:22:30Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031016.bufr,1,,2026-08-03T05:22:30Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031021.bufr,1,,2026-08-03T05:22:30Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031020.bufr,1,,2026-08-03T05:22:33Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031018.bufr,1,,2026-08-03T05:22:33Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031024.bufr,1,,2026-08-03T05:22:34Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031014.bufr,1,,2026-08-03T05:22:34Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031023.bufr,1,,2026-08-03T05:22:34Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031011.bufr,1,,2026-08-03T05:22:35Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031012.bufr,1,,2026-08-03T05:22:35Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031017.bufr,1,,2026-08-03T05:22:36Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031015.bufr,1,,2026-08-03T05:22:38Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031013.bufr,1,,2026-08-03T05:22:38Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031026.bufr,1,,2026-08-03T05:23:04Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031027.bufr,1,,2026-08-03T05:23:08Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031028.bufr,1,,2026-08-03T05:23:08Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031102.bufr,1,,2026-08-03T05:23:10Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031025.bufr,1,,2026-08-03T05:23:11Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031105.bufr,1,,2026-08-03T05:23:11Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031029.bufr,1,,2026-08-03T05:23:11Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031106.bufr,1,,2026-08-03T05:23:12Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031101.bufr,1,,2026-08-03T05:23:13Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031103.bufr,1,,2026-08-03T05:23:13Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031031.bufr,1,,2026-08-03T05:23:14Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031030.bufr,1,,2026-08-03T05:23:15Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031104.bufr,1,,2026-08-03T05:23:15Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031107.bufr,1,,2026-08-03T05:23:16Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031108.bufr,1,,2026-08-03T05:23:38Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031109.bufr,1,,2026-08-03T05:23:43Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031116.bufr,1,,2026-08-03T05:23:46Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031111.bufr,1,,2026-08-03T05:23:47Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031110.bufr,1,,2026-08-03T05:23:49Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031115.bufr,1,,2026-08-03T05:23:49Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031114.bufr,1,,2026-08-03T05:23:49Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031119.bufr,1,,2026-08-03T05:23:50Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031121.bufr,1,,2026-08-03T05:23:52Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031113.bufr,1,,2026-08-03T05:23:52Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031112.bufr,1,,2026-08-03T05:23:53Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031120.bufr,1,,2026-08-03T05:23:53Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031117.bufr,1,,2026-08-03T05:23:54Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031118.bufr,1,,2026-08-03T05:24:00Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031122.bufr,1,,2026-08-03T05:24:17Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031123.bufr,1,,2026-08-03T05:24:18Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031125.bufr,1,,2026-08-03T05:24:20Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031124.bufr,1,,2026-08-03T05:24:22Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031128.bufr,1,,2026-08-03T05:24:23Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031201.bufr,1,,2026-08-03T05:24:26Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031126.bufr,1,,2026-08-03T05:24:26Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031202.bufr,1,,2026-08-03T05:24:27Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031127.bufr,1,,2026-08-03T05:24:27Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031204.bufr,1,,2026-08-03T05:24:27Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031129.bufr,1,,2026-08-03T05:24:28Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031130.bufr,1,,2026-08-03T05:24:29Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031203.bufr,1,,2026-08-03T05:24:29Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031205.bufr,1,,2026-08-03T05:24:31Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031213.bufr,1,,2026-08-03T05:25:02Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031218.bufr,1,,2026-08-03T05:25:03Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031211.bufr,1,,2026-08-03T05:25:04Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031214.bufr,1,,2026-08-03T05:25:04Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031217.bufr,1,,2026-08-03T05:25:05Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031215.bufr,1,,2026-08-03T05:25:07Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031216.bufr,1,,2026-08-03T05:25:08Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031207.bufr,1,,2026-08-03T05:25:08Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031209.bufr,1,,2026-08-03T05:25:09Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031219.bufr,1,,2026-08-03T05:25:09Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031208.bufr,1,,2026-08-03T05:25:09Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031210.bufr,1,,2026-08-03T05:25:09Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031212.bufr,1,,2026-08-03T05:25:10Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031206.bufr,1,,2026-08-03T05:25:11Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031222.bufr,1,,2026-08-03T05:25:39Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031224.bufr,1,,2026-08-03T05:25:40Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031223.bufr,1,,2026-08-03T05:25:41Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031225.bufr,1,,2026-08-03T05:25:41Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031228.bufr,1,,2026-08-03T05:25:42Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031220.bufr,1,,2026-08-03T05:25:42Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031221.bufr,1,,2026-08-03T05:25:42Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031231.bufr,1,,2026-08-03T05:25:43Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031226.bufr,1,,2026-08-03T05:25:43Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030101.bufr,1,,2026-08-03T05:25:44Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031229.bufr,1,,2026-08-03T05:25:45Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031230.bufr,1,,2026-08-03T05:25:45Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t00z.20031227.bufr,1,,2026-08-03T05:25:47Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030102.bufr,1,,2026-08-03T05:25:48Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030103.bufr,1,,2026-08-03T05:26:12Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030109.bufr,1,,2026-08-03T05:26:13Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030104.bufr,1,,2026-08-03T05:26:15Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030108.bufr,1,,2026-08-03T05:26:16Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030111.bufr,1,,2026-08-03T05:26:17Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030114.bufr,1,,2026-08-03T05:26:18Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030106.bufr,1,,2026-08-03T05:26:18Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030105.bufr,1,,2026-08-03T05:26:18Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030107.bufr,1,,2026-08-03T05:26:21Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030110.bufr,1,,2026-08-03T05:26:22Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030115.bufr,1,,2026-08-03T05:26:23Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030112.bufr,1,,2026-08-03T05:26:24Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030113.bufr,1,,2026-08-03T05:26:25Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030116.bufr,1,,2026-08-03T05:26:27Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030118.bufr,1,,2026-08-03T05:26:43Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030117.bufr,1,,2026-08-03T05:26:48Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030119.bufr,1,,2026-08-03T05:26:50Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030124.bufr,1,,2026-08-03T05:26:53Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030120.bufr,1,,2026-08-03T05:26:53Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030123.bufr,1,,2026-08-03T05:26:53Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030122.bufr,1,,2026-08-03T05:26:54Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030121.bufr,1,,2026-08-03T05:26:54Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030126.bufr,1,,2026-08-03T05:26:55Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030125.bufr,1,,2026-08-03T05:26:56Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030127.bufr,1,,2026-08-03T05:26:57Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030128.bufr,1,,2026-08-03T05:26:58Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030129.bufr,1,,2026-08-03T05:26:59Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030130.bufr,1,,2026-08-03T05:27:00Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030202.bufr,1,,2026-08-03T05:27:31Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030211.bufr,1,,2026-08-03T05:27:31Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030210.bufr,1,,2026-08-03T05:27:34Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030209.bufr,1,,2026-08-03T05:27:34Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030201.bufr,1,,2026-08-03T05:27:34Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030203.bufr,1,,2026-08-03T05:27:37Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030212.bufr,1,,2026-08-03T05:27:38Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030208.bufr,1,,2026-08-03T05:27:38Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030207.bufr,1,,2026-08-03T05:27:39Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030204.bufr,1,,2026-08-03T05:27:39Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030213.bufr,1,,2026-08-03T05:27:39Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030206.bufr,1,,2026-08-03T05:27:39Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030205.bufr,1,,2026-08-03T05:27:40Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030131.bufr,1,,2026-08-03T05:27:40Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030217.bufr,1,,2026-08-03T05:28:06Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030214.bufr,1,,2026-08-03T05:28:06Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030216.bufr,1,,2026-08-03T05:28:08Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030218.bufr,1,,2026-08-03T05:28:10Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030219.bufr,1,,2026-08-03T05:28:12Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030220.bufr,1,,2026-08-03T05:28:12Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030215.bufr,1,,2026-08-03T05:28:13Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030225.bufr,1,,2026-08-03T05:28:14Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030221.bufr,1,,2026-08-03T05:28:17Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030226.bufr,1,,2026-08-03T05:28:17Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030227.bufr,1,,2026-08-03T05:28:18Z
C:\Users\Moon\Desktop\Kutenika programmist\yakutia_profile_climate\gdex_data\bufr_алдан\2003\gdas.adpupa.t12z.20030224.bufr,1,,2026-08-03T05:28:19Z
