bin_left,bin_right,bin_center,month,count
0.0,50.0,25.0,0,429
50.0,100.0,75.0,0,695
100.0,150.0,125.0,0,891
150.0,250.0,200.0,0,2029
250.0,400.0,325.0,0,1395
400.0,600.0,500.0,0,801
600.0,800.0,700.0,0,1043
800.0,1000.0,900.0,0,520
1000.0,1500.0,1250.0,0,2133
1500.0,2000.0,1750.0,0,2272
2000.0,3000.0,2500.0,0,3894
3000.0,4500.0,3750.0,0,1666
4500.0,inf,4500.0,0,2228
