profile_id,station_id,datetime_utc,cycle,source_file,subset_index,station_elevation_m,station_elevation_source,p_surface_hpa,t_surface_c,height_surface_bufr_m,height_surface_m,n_levels_total,n_levels_to_500,p_top_hpa,t_top_c,profile_status,inversion_detected,inversion_candidate,inversion_quality,inversion_top_pressure_hpa,inversion_top_height_m,inversion_top_temp_c,inversion_delta_t_c,inversion_confirm_drop_c
31004_20000914_1200_12_2,31004,2000-09-14T12:00:00,12,B:\Kutunika programmist\yakutia_profile_climate\gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,2,680.0,bufr_007001,927.0,12.0,680.0,680.0,52,5,500.0,-18.299999999999983,good,True,True,confirmed,850.0,1419.4,15.0,3.0,-14.199999999999989
